inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015
3636,9.760000,-1.085272,0.257631,0.167538,-0.281815,-0.056555,1.331671,0.665577,-0.009737,0.387356,0.461554,0.087552,-0.252783,0.176724,0.237975,-0.189305,0.579690
3637,9.780000,-1.127724,0.316860,0.150472,-0.324511,-0.013341,1.335046,0.685738,0.038739,0.475874,0.541686,0.163552,-0.162535,0.281515,0.268002,-0.142825,0.552620
3638,9.800000,-1.121093,0.356726,0.179720,-0.409231,-0.029127,1.188525,0.743729,0.073097,0.543159,0.549594,0.136807,-0.134593,0.426389,0.324710,-0.036215,0.539452
3639,9.820000,-0.996484,0.385033,0.220842,-0.490193,0.077054,1.166497,0.661276,0.086628,0.626331,0.588369,0.213448,0.001768,0.518262,0.445741,0.064571,0.574710
3640,9.840000,-0.853295,0.431794,0.259443,-0.542428,0.154913,1.102359,0.561929,0.090786,0.700179,0.582161,0.254729,0.083274,0.564935,0.555766,0.138058,0.582548
3641,9.860000,-0.753791,0.455073,0.293707,-0.614608,0.206780,1.026159,0.503207,0.101509,0.759852,0.591369,0.271222,0.141673,0.645055,0.672874,0.245766,0.654142
3642,9.880000,-0.697713,0.496831,0.263150,-0.667594,0.220166,1.031506,0.476880,0.092986,0.830176,0.636347,0.299358,0.172677,0.703154,0.792916,0.330260,0.675804
3643,9.900000,-0.677153,0.533160,0.223837,-0.712960,0.264588,0.994698,0.497232,0.095469,0.862774,0.670025,0.312382,0.197109,0.748037,0.820405,0.416551,0.669276
3644,9.920000,-0.675405,0.594474,0.176570,-0.755307,0.290107,1.048545,0.508511,0.107682,0.951212,0.732701,0.324495,0.212151,0.782169,0.880420,0.490178,0.669835
3645,9.940000,-0.696940,0.642002,0.143894,-0.780990,0.323676,1.100837,0.530075,0.125244,1.007004,0.786686,0.329549,0.234862,0.792061,0.888758,0.544805,0.637857
3646,9.960000,-0.725665,0.700441,0.332049,-1.246496,0.389729,0.881858,0.171901,0.179096,1.647063,0.992517,0.237337,-0.007553,0.683232,0.978009,0.480005,0.728730
3647,9.980000,-0.549484,0.752653,0.624603,-2.263731,0.413458,0.639134,-0.429377,0.173071,2.462676,1.450572,0.108163,-0.362654,0.590563,0.918437,0.494285,0.858648
3648,10.000000,-0.276985,0.836340,0.603776,-3.406696,0.400576,0.722013,-0.941011,0.196413,3.097083,2.140984,-0.010157,-0.629085,0.754125,0.767356,0.798696,1.050065
3649,10.020000,0.046332,0.990460,0.308908,-4.278786,0.281463,0.847212,-1.220301,0.247494,3.509769,2.756610,-0.161047,-0.838228,1.047037,0.749668,1.204038,1.320237
3650,10.040000,0.261069,1.091560,0.238956,-4.802919,0.133968,0.875179,-1.253300,0.252409,3.785770,3.061521,-0.356935,-0.996219,1.119100,0.637040,1.467438,1.398422
3651,10.060000,0.340676,0.945045,0.414849,-4.841104,-0.016712,0.787355,-1.131193,0.157699,3.576848,2.912517,-0.407672,-0.950768,0.703532,0.092411,1.273292,1.025259
3652,10.080000,0.248017,0.741364,1.191146,-4.400887,-0.268423,0.499599,-0.830284,-0.080387,3.050489,1.885781,-0.466135,-0.836148,0.007428,-0.645762,0.744865,0.451162
3653,10.100000,-0.065067,0.273686,2.074797,-3.036646,-0.565571,0.035266,-0.299360,-0.229215,2.188134,-0.229578,-0.359121,-0.456188,-0.718731,-1.195597,0.330055,-0.018741
3654,10.120000,-0.763241,-0.666409,2.789582,0.539881,-1.045969,-0.750400,0.618424,-0.167706,0.364176,-4.409806,-0.223482,0.252810,-1.495420,-1.346132,0.720055,-0.421014
3655,10.140000,-1.902913,-1.391896,3.142397,4.065258,-1.183262,-1.457001,0.693804,-0.001408,-0.227423,-8.008516,0.015661,0.786846,-1.648583,-1.277105,0.066105,-1.024863
3656,10.160000,-2.210118,-1.930366,2.421121,4.779146,-0.941022,-1.281318,0.928919,0.368676,-0.219333,-8.622881,0.130230,1.035863,-0.649545,-1.439688,-0.621246,-1.421633
3657,10.180000,-1.537611,-2.091970,2.924126,5.041888,-0.137903,-0.898809,1.504125,0.343447,-0.955386,-9.056998,0.166212,0.648838,-1.130237,-1.543600,-0.636550,-0.920862
3658,10.200000,-0.342538,-2.015005,2.361843,3.386842,0.264055,-0.030017,2.161777,0.604582,-1.048735,-7.330034,-0.277131,0.127237,-2.214508,-2.135051,-0.907600,-0.249177
3659,10.220000,1.977716,-1.570675,0.449937,-0.088000,0.281845,0.781930,2.368087,1.004178,-0.546419,-4.503945,-0.847289,-0.439960,-2.315324,-2.277283,-0.987981,0.670176
3660,10.240000,4.350173,-0.804503,-0.945124,-3.544559,0.118700,1.340855,1.524056,0.753125,0.468674,-1.635137,-0.933699,-0.685577,-1.966145,-2.183266,-1.368288,0.706748
3661,10.260000,4.225662,-0.120752,-0.845911,-5.111394,0.210160,1.429466,-0.428180,0.501988,1.853619,1.185581,-0.603790,-0.445369,-1.318233,-1.784974,-2.267140,0.487135
3662,10.280000,2.546509,0.087610,-0.935273,-6.168676,-0.109516,1.526715,-0.771791,0.542089,2.442303,3.888177,-0.211841,-0.778151,-1.229522,-1.730698,-2.311187,1.109183
3663,10.300000,1.203401,0.128609,-1.186222,-6.796976,-0.188813,1.864829,-0.805223,0.248111,2.629012,6.469030,0.327480,-1.491781,-2.101740,-1.588149,-2.032794,1.127123
3664,10.320000,1.526046,0.010330,-1.089212,-6.407229,-0.098477,2.045130,-1.022496,-0.193270,2.733530,6.645912,0.164778,-1.447628,-1.948345,-0.213180,-0.639668,1.092417
3665,10.340000,1.435872,0.007604,-0.022367,-4.611810,0.063399,1.326259,-0.498727,-0.495604,2.581399,4.601365,0.150399,-0.834296,-1.187579,0.761915,0.323841,1.116434
3666,10.360000,0.628839,-0.016845,2.362598,-3.140159,0.066495,0.650078,0.326282,-0.743681,2.158509,1.395163,-0.272535,-0.529596,-0.545729,0.688896,0.402568,0.882427
3667,10.380000,-0.029653,0.214580,3.014110,-1.066377,-0.248322,-0.203050,1.859336,-0.495767,0.835999,-2.585584,-0.418147,0.109512,-0.260632,0.838754,0.874568,1.017323
3668,10.400000,-0.954914,-0.040180,2.762526,2.182659,-0.490737,-0.848752,2.389063,-0.004296,0.113429,-6.319039,-0.735675,0.548779,-0.431329,1.001409,1.348167,0.865660
3669,10.420000,-1.532552,-0.599030,2.611040,4.005804,-0.572456,-1.468921,2.279116,0.209089,-0.249888,-8.465060,-0.495132,0.934483,-0.012394,0.464806,1.215452,0.365944
3670,10.440000,-2.092345,-0.966895,2.716909,5.446640,-0.303822,-1.507683,2.173563,0.413746,-0.843616,-9.036847,-0.137347,1.184528,0.658365,-0.403628,1.123039,-0.171218
3671,10.460000,-1.871957,-0.929451,3.136997,5.559153,0.113759,-0.885967,2.558858,0.620696,-1.009924,-8.314337,0.230603,1.117900,0.528288,-1.065876,1.444690,0.674605
3672,10.480000,-1.118293,-0.939086,3.037121,4.214748,0.211010,-0.397977,3.070590,1.019719,-0.691194,-6.589026,0.375005,1.016956,0.312326,-1.418000,1.939194,1.946724
3673,10.500000,0.392384,-0.400967,1.526745,1.401009,0.344436,0.129102,3.555356,1.651403,0.576628,-4.415360,0.576136,1.514380,1.182533,-1.036282,2.676435,3.261202
3674,10.520000,2.855933,0.426676,-0.425712,-2.721361,0.400180,0.510014,2.546808,1.609389,2.667542,-1.322360,0.843615,1.732549,3.162844,0.330690,2.467115,3.922371
3675,10.540000,2.588418,0.187844,-0.925197,-4.361616,0.582768,0.448852,0.618803,2.051211,4.438406,0.500731,1.049510,1.992288,3.681661,1.663031,2.195394,3.376539
3676,10.560000,0.804597,0.262513,-1.477473,-5.068119,0.426979,0.719558,-0.588251,1.868183,5.243458,3.023297,1.973596,1.310830,2.526287,1.812419,1.362914,2.442356
3677,10.580000,-0.443135,-0.038408,-1.578893,-5.518102,0.111642,0.962180,-1.505803,0.652350,4.408495,5.654741,2.934365,-0.158875,0.992128,1.989705,0.263792,1.368285
3678,10.600000,-0.756721,0.570124,-1.190994,-4.658195,0.746736,1.907847,-0.956490,0.361000,4.262998,5.712799,1.763868,-0.843767,1.201995,3.578104,1.087341,1.658231
3679,10.620000,-1.330783,1.024127,-0.924082,-2.738634,1.151746,2.300856,0.106597,0.393337,4.284575,4.109504,0.851363,-0.369808,2.652490,5.088456,2.661512,2.019823
3680,10.640000,-2.242696,0.996622,-0.890732,0.141751,0.985164,1.879848,1.632238,-0.104639,2.881801,1.244968,0.323159,0.207041,3.884076,5.515494,3.214673,2.218422
3681,10.660000,-2.445244,0.658104,-1.295569,1.607340,0.977675,1.380188,3.529164,0.057885,1.713206,-1.412889,0.578980,1.825222,3.715594,5.094522,2.978455,2.106329
3682,10.680000,-1.394579,-0.552408,-1.114606,2.761221,0.937138,0.437132,3.211566,0.361157,0.464246,-3.903808,1.235984,4.243567,2.646809,3.780891,4.069266,0.778551
3683,10.700000,-1.168379,-0.654650,-0.653331,4.486814,0.783476,-0.590099,2.469597,0.664269,-0.124483,-5.989279,1.791255,5.148771,2.438835,2.116185,5.313876,-0.065679
3684,10.720000,-0.929861,0.171335,-0.467546,4.819694,0.729930,-0.465313,2.058420,1.096764,-0.127068,-4.923110,1.618184,5.210518,2.931471,0.564537,6.175506,-0.001950
3685,10.740000,-0.451361,0.835716,-0.300833,4.263769,0.432063,-0.054607,1.112404,1.396679,0.121746,-2.607985,1.564856,4.945847,3.587998,-0.604990,6.355494,0.940106
3686,10.760000,-0.372189,0.739460,-0.618252,2.867873,0.613993,0.945594,-0.036995,1.790525,0.939404,-0.155485,1.328364,5.010077,4.075385,-0.444299,5.842815,2.411895
3687,10.780000,-0.568910,0.328874,-0.793570,1.218664,0.893687,1.237218,-0.844607,1.189976,1.010243,1.650326,1.309494,4.125086,3.944991,0.357831,5.045721,3.304297
3688,10.800000,-0.931764,0.095671,-1.093304,-0.012885,1.201711,1.622819,-0.757287,0.837725,0.776669,2.657335,1.241388,3.451921,3.471191,1.184935,4.650812,3.632038
3689,10.820000,-1.481669,0.033110,-1.264720,-0.901443,1.177408,2.082736,-0.639812,0.374415,0.667737,3.368983,1.195517,2.186291,3.082943,1.781936,4.790415,3.693302
3690,10.840000,-1.979898,0.130403,-1.354863,-1.261631,1.113972,2.695192,-0.527021,-0.057548,0.634069,3.841035,1.154682,1.287968,2.920118,2.261711,4.833296,3.430934
3691,10.860000,-2.822628,0.318368,-1.421505,-0.822884,0.940630,2.464192,-0.114054,-0.078650,0.920737,3.637805,1.260451,0.937944,2.957159,2.803011,4.278097,2.756503
3692,10.880000,-3.461331,0.452703,-1.296059,0.294092,0.720553,1.909450,0.231163,-0.124919,0.903866,2.793334,1.110494,1.067071,2.936702,3.091438,3.221526,1.732487
3693,10.900000,-3.791521,0.664955,-1.256068,0.803323,0.765166,2.155220,0.538866,0.105912,1.145821,2.190588,1.143514,1.869712,3.040008,3.068199,2.957152,0.920309
3694,10.920000,-3.337548,0.473488,-0.892972,0.902614,0.870431,1.656936,0.084871,0.110734,0.989044,1.437890,1.080980,2.475917,3.004375,2.950198,2.874390,0.498826
3695,10.940000,-2.464823,0.206756,-0.624104,1.157391,1.103148,1.587864,-0.419605,0.120597,0.763828,0.746392,1.050393,2.967116,3.030074,2.935182,3.072082,0.856033
3696,10.960000,-0.888639,-0.039563,-0.283422,0.904328,0.952589,0.943702,-0.948872,0.304715,0.574728,-0.106966,1.030639,3.178280,3.217842,2.980125,3.609734,1.881157
3697,10.980000,0.938488,-0.201826,-0.176682,0.275059,0.752932,0.406234,-1.537447,0.412912,0.308970,-0.139230,1.188038,3.590335,3.526050,3.169264,4.147800,3.212418
3698,11.000000,2.366853,-0.375493,-0.096934,-0.276548,0.494016,-0.029388,-2.268412,0.261303,0.046116,0.355782,1.405303,3.759478,3.615183,3.212360,4.614718,4.255683
3699,11.020000,2.711557,-0.435476,-0.161226,-0.358063,0.102762,-0.322620,-2.513828,0.438525,0.294645,0.499364,1.419510,3.194092,3.396478,2.960489,4.591197,4.785792
3700,11.040000,2.212409,-0.254085,-0.212314,-0.313771,0.100722,-0.380855,-2.145141,0.282082,0.493338,0.377921,1.651824,2.652680,3.167773,2.674090,4.420807,4.879504
3701,11.060000,1.466720,0.033625,-0.154052,-0.259520,0.120708,-0.210403,-1.138022,-0.249426,0.424485,-0.262407,1.637195,2.096161,3.313565,2.740259,4.155185,4.409246
3702,11.080000,0.866624,0.229521,-0.090975,-0.275075,0.400632,0.426462,0.009699,-0.314409,0.629227,-0.782601,1.550014,2.332507,3.431876,3.043562,3.606003,3.379926
3703,11.100000,0.123316,0.477659,-0.206700,-0.366667,0.419825,1.168303,1.188768,0.156393,1.324970,-0.685292,1.346892,2.225481,3.406470,3.175047,3.239564,2.734570
3704,11.120000,-0.809765,0.611686,-0.418572,-0.210692,0.532014,1.923353,2.349687,0.277747,1.670283,-0.194378,1.076244,1.816525,3.261985,3.092660,2.995948,2.603157
3705,11.140000,-2.132685,0.823305,-0.682235,-0.057203,0.446889,2.401314,3.793090,0.445685,1.917201,0.141649,0.748354,1.000489,2.879706,2.787528,2.628570,2.593473
3706,11.160000,-3.152501,0.852206,-0.852746,0.032631,0.319278,2.541911,4.922507,0.450253,1.821107,0.094272,0.703633,0.375059,2.407551,2.270472,2.368828,2.449957
3707,11.180000,-3.653322,0.854617,-0.906798,-0.015876,-0.027038,2.442052,5.700380,0.358538,1.652125,-0.137711,0.450423,-0.245727,2.195455,1.841331,2.377501,2.284309
3708,11.200000,-3.673048,0.760873,-0.740336,-0.277888,-0.249033,2.003968,5.838058,0.364719,1.401738,-0.297365,0.349326,-0.380089,2.212316,1.580679,2.574411,2.128698
3709,11.220000,-2.755190,0.594686,-0.504261,-0.787197,-0.443065,1.690371,5.281716,0.409308,1.123862,-0.265327,0.287174,-0.225453,2.304419,1.429984,2.667015,2.158291
3710,11.240000,-0.536999,0.218893,0.052688,-1.481956,-0.454371,0.988553,3.932804,0.356233,0.756058,-0.211534,0.217376,0.425622,2.470853,1.647273,2.800260,2.362391
3711,11.260000,2.086513,0.265943,1.097872,-2.329055,-0.261721,-0.143028,1.816745,0.597549,0.404473,0.327137,0.305380,1.613265,3.187067,2.216815,3.085957,2.864275
3712,11.280000,4.647732,0.189023,1.860442,-1.954854,0.042355,-1.150366,-1.409230,0.378979,-0.120813,1.024472,0.772369,3.206855,3.242952,2.748207,3.800369,3.178959
3713,11.300000,5.976705,-0.219703,1.282617,-0.615848,-0.223682,-1.296797,-3.845069,0.722966,-0.549025,1.031385,0.748687,3.401260,2.732326,2.484819,4.422884,3.177685
3714,11.320000,5.951770,-0.471923,0.626580,0.271757,-0.138189,-1.168082,-4.626804,0.484305,-0.870353,0.221359,0.941711,3.572441,2.541065,2.561363,4.643594,3.202993
3715,11.340000,5.303948,-0.286627,0.788679,-0.152388,-0.148560,-1.140364,-3.586177,0.131841,-0.592869,-0.706699,0.742447,3.031094,3.229882,3.251646,4.638023,3.430387
3716,11.360000,3.607121,-0.020237,0.691758,-0.382178,-0.041867,-1.044681,-1.114116,-0.115602,-0.222671,-1.757572,0.564313,2.523206,4.103502,3.629938,4.112889,3.292591
3717,11.380000,2.389226,0.026752,0.467252,-0.413788,-0.092805,-0.761189,1.649103,-0.259677,0.126635,-3.150296,0.356662,1.837415,4.263676,3.443017,3.595704,3.125775
3718,11.400000,1.444379,-0.055063,-0.218437,-0.485101,-0.052896,-0.105616,4.221495,-0.320104,0.466462,-4.235923,0.047972,0.394974,3.366051,2.899822,3.031675,3.274314
3719,11.420000,-0.525111,0.162931,-0.320774,-0.479042,0.012059,1.151755,5.495232,0.314041,1.462510,-3.180574,-0.014144,-0.289714,2.261002,2.306146,2.675569,3.245254
3720,11.440000,-3.004514,0.523885,-0.655285,0.040178,-0.061511,1.998992,6.348278,0.314700,1.974579,-1.857584,0.420313,-0.618592,1.678975,1.766077,2.117002,2.959377
3721,11.460000,-4.008004,0.524526,-0.890522,0.286818,-0.152302,2.297901,6.242495,0.014305,1.611480,-1.113200,0.543514,-0.682364,1.553867,1.453651,1.950073,2.526242
3722,11.480000,-4.517375,0.809517,-0.939768,0.242410,-0.072173,2.673545,6.464890,0.252384,1.659622,-1.028557,0.633737,-0.635423,2.097116,1.680781,2.647228,2.385879
3723,11.500000,-4.190022,0.947180,-1.068386,0.106974,0.382141,2.918591,5.677835,0.418249,1.807186,-0.839992,1.109861,0.194897,2.844113,2.342464,3.186483,2.690863
3724,11.520000,-2.767304,0.941017,-0.706873,-0.187488,0.646317,2.999340,4.252956,0.517617,2.111528,-0.807443,1.503757,1.373594,3.273683,3.154304,3.484489,3.278565
3725,11.540000,-0.482379,0.506560,-0.228554,-0.773204,0.636065,2.554188,2.382134,0.703278,1.883147,-0.600676,1.620356,2.555656,3.672523,3.780479,3.834352,4.075445
3726,11.560000,1.627750,0.297018,-0.005274,-1.767134,0.754253,1.760513,1.249446,1.226903,2.145183,-0.354531,1.788113,3.597162,4.491751,4.458300,4.493609,5.394952
3727,11.580000,3.632569,-0.289987,-0.143598,-2.472281,1.159375,0.158403,0.229165,1.486382,2.086769,-0.245696,2.328952,4.761709,4.380537,4.093808,4.682270,5.882992
3728,11.600000,5.046731,-0.511431,-0.229325,-2.060902,1.092898,-0.639190,-1.259568,1.761446,1.781059,0.004313,2.534710,5.637074,3.238106,2.871710,4.102593,5.008776
3729,11.620000,5.478915,-0.491973,-0.210275,-0.920625,0.630714,-1.327116,-2.990005,1.928847,1.090973,0.151822,2.381517,6.213168,2.235665,1.473557,3.167858,3.084801
3730,11.640000,5.208423,-0.177053,-0.182337,-0.099786,0.201449,-1.483829,-4.003524,2.031129,0.780667,0.041920,1.729069,5.732122,2.262348,0.769542,2.878109,2.039088
3731,11.660000,4.649217,0.187107,-0.087688,0.173580,0.005343,-1.334532,-3.904764,1.630715,0.328693,-0.340154,1.314186,5.429255,2.859532,0.836541,3.150998,1.621293
3732,11.680000,4.398363,0.483016,0.181964,-0.611131,0.224477,-0.996470,-2.430518,0.408434,-0.219579,-1.314582,1.503396,4.995475,3.644605,1.894202,3.955381,2.071970
3733,11.700000,3.859464,0.608150,0.351991,-1.194786,0.507790,-0.881962,-0.219894,-0.000296,0.234050,-2.207500,1.800889,4.674664,3.953540,2.969747,4.237718,2.796621
3734,11.720000,2.943673,0.746417,-0.013047,-1.343608,0.419932,-0.669245,1.927402,0.590073,1.762542,-2.381925,1.498475,3.782995,4.100554,3.164932,3.885747,3.138186
3735,11.740000,1.887856,0.598518,-0.689593,-1.303704,0.510352,-0.336287,4.008354,1.054546,2.803447,-2.384941,0.807639,2.013800,3.581631,2.595793,2.980777,3.532118
3736,11.760000,0.110288,0.679569,-1.112568,-0.861543,0.569681,-0.065118,5.622730,1.280013,3.262116,-2.522877,0.645100,0.552674,2.554166,1.670012,1.343373,3.373225
3737,11.780000,-0.550158,0.991609,-0.522037,-1.187164,0.120975,-0.216668,5.455264,0.959635,3.139707,-1.983866,0.047831,-0.611657,-0.467665,-1.199243,-1.152990,0.566108
3738,11.800000,-1.257608,1.061542,0.122488,-1.393835,-0.192237,0.881351,4.633625,0.552393,2.574486,-1.231614,0.492118,-0.716882,-1.435092,-1.886988,-1.455359,-0.600892
3739,11.820000,-1.568130,1.066834,0.349931,-0.753654,-0.144592,2.431285,2.812495,0.145869,2.428639,-0.288116,0.890477,-0.578592,-1.234339,-0.934055,-1.200453,-0.554066
3740,11.840000,-1.897381,1.093656,0.152692,-0.177104,0.169050,3.477236,1.132715,-0.011325,2.113865,0.809830,0.942851,-0.646111,-0.541200,0.494268,-0.653787,-0.017585
3741,11.860000,-1.939751,1.204655,0.224075,0.296616,0.490256,4.148931,0.399567,-0.152251,1.828747,1.235330,0.725145,-0.805133,-0.000664,1.653176,-0.361697,0.692038
3742,11.880000,-2.185713,1.439266,0.135955,0.463980,0.658789,4.752042,0.288743,-0.293779,1.511071,1.528901,0.313095,-1.243391,0.434768,2.491302,-0.220588,1.310689
3743,11.900000,-2.378521,1.597743,0.150575,0.519925,0.837388,4.850043,0.636379,-0.259332,1.325419,1.269462,0.146802,-1.269855,1.009502,2.922879,0.141116,1.849826
3744,11.920000,-2.664516,1.724044,0.088838,0.371043,0.934759,4.817762,1.120623,-0.178349,1.260365,1.070303,0.000546,-1.379706,1.522294,3.031040,0.599484,2.231300
3745,11.940000,-2.623817,1.785797,0.206579,0.112795,1.033388,4.496010,1.650518,0.030986,1.477655,0.682666,0.116083,-0.969940,1.832340,2.711863,1.037234,2.388354
3746,11.960000,-2.306047,1.723838,0.427484,-0.318884,0.969741,4.031304,1.737931,0.178233,1.696452,0.581487,0.167284,-0.589954,1.585492,1.915290,0.961251,1.972836
3747,11.980000,-1.720684,1.461787,0.755105,-0.689403,0.795867,3.741830,1.493816,0.280411,1.685229,0.584043,0.125218,-0.269324,0.823712,0.635210,0.418303,1.038601
3748,12.000000,-1.119798,1.238192,1.330610,-0.817930,0.581471,3.662346,0.949311,0.144189,1.398040,0.639481,0.048516,-0.294895,-0.630152,-0.790756,-0.803784,-0.147126
3749,12.020000,-0.417289,0.816715,1.753584,-0.746460,0.169460,3.954307,0.472059,-0.132108,0.439986,0.562474,-0.153271,-0.736300,-2.543943,-2.486963,-2.400635,-1.425692
3750,12.040000,0.428647,0.044813,1.834850,-0.345824,-0.415804,4.544541,0.310176,-0.299023,-0.820727,0.174771,-0.476163,-1.304269,-4.735475,-4.836227,-4.115176,-2.931368
3751,12.060000,1.024044,-0.713017,1.822453,-0.170473,-0.982814,4.569600,0.188690,-0.270656,-1.458177,-0.139447,-0.446364,-1.674535,-5.978009,-5.750172,-4.690333,-3.168136
3752,12.080000,1.026333,-1.380880,1.593138,-0.105445,-1.222317,3.798792,-0.289797,-0.171300,-1.849927,-0.003858,-0.263170,-1.707784,-6.282685,-5.306107,-4.562782,-2.694570
3753,12.100000,1.166146,-2.300530,1.148054,-0.271365,-1.366935,3.277978,-0.698762,0.259163,-1.779844,0.280251,-0.195238,-1.658541,-5.683540,-4.377843,-3.941769,-1.827591
3754,12.120000,1.168468,-2.577315,0.564317,-0.846773,-1.631981,2.501362,-0.927800,0.572084,-1.507717,0.802434,-0.207154,-1.573608,-4.331061,-3.268752,-3.237482,-0.893466
3755,12.140000,1.099095,-2.612924,0.257719,-1.492618,-1.780345,1.788658,-1.050514,0.754574,-1.255411,1.273040,-0.191775,-1.432327,-2.871521,-2.065998,-2.493487,-0.113937
3756,12.160000,1.175443,-2.268177,0.207908,-2.163088,-1.952137,1.264094,-0.900352,0.689290,-1.090165,1.565547,-0.243911,-1.338690,-1.472629,-1.326328,-2.096897,0.405689
3757,12.180000,1.372907,-1.965156,0.430944,-2.627603,-1.964453,0.904269,-0.733420,0.509114,-1.156737,1.696050,-0.285920,-1.206361,-0.550698,-1.089491,-1.897328,0.376997
3758,12.200000,1.652597,-1.724542,0.831790,-2.955533,-1.998599,0.470487,-0.486950,0.337266,-1.276865,1.552558,-0.353123,-1.169555,-0.093952,-1.272406,-1.887833,-0.053493
3759,12.220000,1.954778,-1.630886,1.235053,-3.170255,-2.012205,0.068019,-0.286812,0.232642,-1.422132,1.327661,-0.378326,-1.107243,0.000662,-1.580124,-1.888363,-0.576341
3760,12.240000,2.165040,-1.579820,1.670732,-3.327302,-2.040829,-0.471523,-0.083124,0.231728,-1.510491,1.054354,-0.434814,-1.083145,-0.033012,-1.947773,-1.908633,-1.114459
3761,12.260000,2.345355,-1.527057,2.002158,-3.439938,-2.005120,-0.918107,0.000343,0.291291,-1.558240,0.939059,-0.453021,-1.022009,-0.123944,-2.237543,-1.829914,-1.494216
3762,12.280000,2.474583,-1.470074,2.308599,-3.550568,-2.003582,-1.545741,0.042907,0.358333,-1.551990,0.842139,-0.425698,-0.941136,-0.134416,-2.432835,-1.757577,-1.744665
3763,12.300000,2.841398,-1.369989,2.423866,-3.474794,-1.817316,-1.713684,-0.253082,0.416819,-1.564101,0.902321,-0.395315,-0.875982,-0.328265,-2.408553,-1.585360,-1.843552
3764,12.320000,3.052859,-1.106789,2.390660,-3.302629,-1.653321,-1.879276,-0.676416,0.448625,-1.542160,1.021450,-0.388590,-0.757307,-0.492694,-2.462444,-1.553682,-2.201501
3765,12.340000,3.497439,-1.037977,2.419240,-3.243698,-1.674863,-1.894484,-1.101917,0.474591,-1.628552,1.242572,-0.378270,-0.876800,-0.773438,-2.277599,-1.511020,-2.308120
3766,12.360000,4.124264,-0.941759,1.736954,-2.755575,-1.411685,-1.640562,-1.526110,0.225068,-1.612380,1.095990,-0.343725,-0.786261,-1.285414,-1.923811,-1.644228,-2.221670
3767,12.380000,4.520068,-0.940468,0.714257,-2.233819,-1.297384,-1.362219,-1.608725,0.131209,-1.388923,0.692128,-0.352061,-0.745566,-1.813788,-1.637157,-1.866319,-2.024431
3768,12.400000,4.319275,-1.139229,0.599399,-2.172302,-1.439398,-0.670206,-1.394768,0.332515,-1.347695,0.629625,-0.504156,-1.106365,-2.070716,-1.563020,-1.991698,-1.923956
3769,12.420000,3.741662,-1.357362,0.445661,-2.415728,-1.806737,-0.038898,-0.793485,0.515895,-1.172066,0.595487,-0.567085,-1.414238,-1.782539,-1.668478,-2.122663,-1.661939
