inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015,v0016,v0017,v0018,v0019,v0020,v0021,v0022,v0023,v0024,v0025,v0026,v0027,v0028,v0029,v0030,v0031,v0032,v0033,v0034,v0035,v0036,v0037,v0038,v0039,v0040,v0041,v0042,v0043,v0044,v0045,v0046,v0047,v0048,v0049,v0050,v0051,v0052,v0053,v0054,v0055,v0056,v0057,v0058,v0059,v0060,v0061,v0062,v0063,v0064,v0065,v0066,v0067,v0068,v0069,v0070,v0071,v0072,v0073,v0074,v0075,v0076,v0077,v0078,v0079,v0080,v0081,v0082,v0083,v0084,v0085,v0086,v0087,v0088,v0089,v0090,v0091,v0092,v0093,v0094,v0095,v0096,v0097,v0098,v0099,v0100,v0101,v0102,v0103,v0104,v0105,v0106,v0107,v0108,v0109,v0110,v0111,v0112,v0113,v0114,v0115,v0116,v0117,v0118,v0119,v0120,v0121,v0122,v0123,v0124,v0125,v0126,v0127,v0128,v0129,v0130,v0131,v0132,v0133,v0134,v0135,v0136,v0137,v0138,v0139,v0140,v0141,v0142,v0143,v0144,v0145,v0146,v0147,v0148,v0149,v0150,v0151,v0152,v0153,v0154,v0155,v0156,v0157,v0158,v0159,v0160,v0161,v0162,v0163,v0164,v0165,v0166,v0167,v0168,v0169,v0170,v0171,v0172,v0173,v0174,v0175,v0176,v0177,v0178,v0179,v0180,v0181,v0182,v0183,v0184,v0185,v0186,v0187,v0188,v0189,v0190,v0191,v0192,v0193,v0194,v0195,v0196,v0197,v0198,v0199,v0200,v0201,v0202,v0203,v0204,v0205,v0206,v0207,v0208,v0209,v0210,v0211,v0212,v0213,v0214,v0215,v0216
3623,9.500000,0.097373,-0.023292,0.029924,0.101666,-0.016590,0.025396,0.093432,-0.014828,0.037053,0.004805,-0.014797,-0.999879,0.003615,-0.023205,-0.999724,0.001998,-0.030912,-0.999520,-0.000000,-0.000000,-0.000000,-0.011000,-0.101776,-0.142893,-0.114187,-0.084559,-0.040206,-0.023560,-0.232311,-0.191199,-0.131402,-0.277911,-0.062901,-0.004357,-0.105286,-0.144759,-0.100126,-0.081528,-0.050679,-0.018074,-0.191349,-0.175383,-0.137295,-0.275568,-0.097225,0.001131,-0.105826,-0.143121,-0.084977,-0.074188,-0.057599,-0.012118,-0.146948,-0.164972,-0.145055,-0.272199,-0.135396,-0.000761,-0.013672,-0.008027,0.013851,0.010140,-0.029761,0.015678,0.075606,0.010887,-0.012676,0.001843,-0.089931,-0.003093,0.246335,-0.027355,0.241400,0.019550,-0.006568,-0.001647,0.031995,0.012112,-0.021633,0.015358,0.107042,0.037468,-0.023577,0.005700,-0.115130,-0.017766,0.265433,-0.012422,0.273242,0.020695,0.000798,0.007939,0.050370,0.013403,-0.012113,0.012102,0.117406,0.050405,-0.020960,0.011284,-0.052515,-0.037803,0.258339,0.007360,0.245973,-0.227053,0.080794,-0.039822,2.656926,0.385948,0.139044,0.876230,0.832523,0.335492,-4.237063,1.249254,3.289171,1.569773,0.116569,2.079863,-0.131479,-0.223794,0.213314,0.004039,2.579712,0.331852,0.165479,1.091074,1.012240,0.320719,-4.019304,1.237341,3.260078,1.683129,-0.074847,2.048764,0.109303,-0.258021,0.346145,0.036340,1.940605,0.443576,0.360838,0.982768,1.091431,0.625420,-2.986308,1.139255,2.967344,1.549723,-0.174294,1.398646,0.561332,-0.152022,-0.916588,-0.855582,-0.423204,-0.982598,-0.972565,-0.796892,-0.288395,0.047318,-0.941518,-0.901134,-0.989341,-1.000000,-0.930472,-0.941963,0.030069,-0.944531,-0.924517,-0.963195,-0.885803,-0.985535,-0.790422,-0.921623,-0.956421,-0.298205,-0.053020,-0.139199,0.023205,-0.174951,0.356644,0.308894,-0.913420,-0.577249,0.067995,-0.941229,-0.995385,-0.617952,-0.944805,-0.096408,3.417565,-0.362480,0.814191,-0.995032,0.147566,-0.955892,-0.043202,-0.974980,-0.890281,-0.964396,-0.994183,-0.949380,-0.968345,-0.286059,-0.110429,-0.996742,0.365644,-0.725328,0.333606,-0.069522,-0.298341,-0.967943,-0.192826,0.314563,-0.262339
3624,9.520000,0.101666,-0.016590,0.025396,0.093432,-0.014828,0.037053,0.036247,-0.037699,0.034341,0.003615,-0.023205,-0.999724,0.001998,-0.030912,-0.999520,-0.000695,-0.035769,-0.999360,-0.000000,-0.000000,-0.000000,-0.004357,-0.105286,-0.144759,-0.100126,-0.081528,-0.050679,-0.018074,-0.191349,-0.175383,-0.137295,-0.275568,-0.097225,0.001131,-0.105826,-0.143121,-0.084977,-0.074188,-0.057599,-0.012118,-0.146948,-0.164972,-0.145055,-0.272199,-0.135396,0.007028,-0.101687,-0.136252,-0.074230,-0.065746,-0.059043,-0.007092,-0.113652,-0.151987,-0.151527,-0.268535,-0.162642,0.019550,-0.006568,-0.001647,0.031995,0.012112,-0.021633,0.015358,0.107042,0.037468,-0.023577,0.005700,-0.115130,-0.017766,0.265433,-0.012422,0.273242,0.020695,0.000798,0.007939,0.050370,0.013403,-0.012113,0.012102,0.117406,0.050405,-0.020960,0.011284,-0.052515,-0.037803,0.258339,0.007360,0.245973,0.016910,0.017168,0.023687,0.024217,0.023050,0.001192,0.009815,0.069990,0.030604,-0.011080,0.009819,-0.056975,-0.055115,0.201926,0.059020,0.021611,-0.223794,0.213314,0.004039,2.579712,0.331852,0.165479,1.091074,1.012240,0.320719,-4.019304,1.237341,3.260078,1.683129,-0.074847,2.048764,0.109303,-0.258021,0.346145,0.036340,1.940605,0.443576,0.360838,0.982768,1.091431,0.625420,-2.986308,1.139255,2.967344,1.549723,-0.174294,1.398646,0.561332,-0.340184,0.449566,-0.038091,0.804513,0.724399,0.871411,0.315042,0.847075,1.111000,-1.041997,0.889056,2.187322,1.030451,-0.162887,0.219745,0.936645,-0.098373,-0.951120,-0.857521,-0.402315,-0.971606,-0.977469,-0.758277,-0.153910,0.035496,-0.939702,-0.926466,-0.992515,-1.000000,-0.901562,-0.953732,0.140970,-0.932547,-0.941854,-0.980482,-0.909957,-0.978978,-0.808650,-0.910762,-0.964163,-0.288817,-0.278410,-0.014402,0.124282,-0.176782,0.280558,0.376617,-0.926640,-0.618223,0.147614,-0.906376,-0.993347,-0.764442,-0.937504,-0.060342,3.091313,-0.291470,0.763287,-0.992006,0.248530,-0.961652,-0.048828,-0.967799,-0.905484,-0.961849,-0.992150,-0.946953,-0.975220,-0.279359,-0.060446,-0.995565,0.221181,-0.763797,0.017718,-0.050518,-0.278868,-0.972403,-0.190538,0.191327,-0.279706
3625,9.540000,0.093432,-0.014828,0.037053,0.036247,-0.037699,0.034341,-0.043109,-0.005278,0.023104,0.001998,-0.030912,-0.999520,-0.000695,-0.035769,-0.999360,-0.002443,-0.034752,-0.999393,-0.000000,-0.000000,-0.000000,0.001131,-0.105826,-0.143121,-0.084977,-0.074188,-0.057599,-0.012118,-0.146948,-0.164972,-0.145055,-0.272199,-0.135396,0.007028,-0.101687,-0.136252,-0.074230,-0.065746,-0.059043,-0.007092,-0.113652,-0.151987,-0.151527,-0.268535,-0.162642,0.017886,-0.090744,-0.122260,-0.061168,-0.057687,-0.054908,-0.006368,-0.087111,-0.139258,-0.157863,-0.261366,-0.178437,0.020695,0.000798,0.007939,0.050370,0.013403,-0.012113,0.012102,0.117406,0.050405,-0.020960,0.011284,-0.052515,-0.037803,0.258339,0.007360,0.245973,0.016910,0.017168,0.023687,0.024217,0.023050,0.001192,0.009815,0.069990,0.030604,-0.011080,0.009819,-0.056975,-0.055115,0.201926,0.059020,0.021611,0.033681,0.034031,0.041464,0.038226,0.017334,0.015563,-0.003462,0.065862,0.032706,-0.016636,0.024585,-0.028030,-0.042676,0.122885,0.075292,-0.074639,-0.258021,0.346145,0.036340,1.940605,0.443576,0.360838,0.982768,1.091431,0.625420,-2.986308,1.139255,2.967344,1.549723,-0.174294,1.398646,0.561332,-0.340184,0.449566,-0.038091,0.804513,0.724399,0.871411,0.315042,0.847075,1.111000,-1.041997,0.889056,2.187322,1.030451,-0.162887,0.219745,0.936645,-0.673075,0.634059,-0.240288,-0.130921,1.101125,1.268316,-0.082661,0.954318,2.135307,0.561445,0.720682,1.775446,0.618850,0.249223,-0.883569,0.940717,-0.065068,-0.960414,-0.821688,-0.386665,-0.973756,-0.983855,-0.912007,-0.255866,0.087312,-0.946241,-0.935478,-0.988078,-1.000000,-0.903051,-0.952080,0.091809,-0.931202,-0.776063,-0.976871,-0.951938,-0.985083,-0.761868,-0.889296,-0.959506,-0.211090,-0.189968,-0.052474,0.227781,-0.232614,0.238691,0.113580,-0.916701,-0.575872,0.072633,-0.887367,-0.992992,-0.665182,-0.915350,-0.033356,3.062616,-0.225218,1.079425,-0.994016,0.236549,-0.958226,-0.166043,-0.970950,-0.875270,-0.958349,-0.994000,-0.939537,-0.971680,-0.280976,0.041307,-0.997263,0.325796,-0.736502,-0.049140,-0.147715,-0.220245,-0.971438,-0.230718,0.079788,-0.196999
3626,9.560000,0.036247,-0.037699,0.034341,-0.043109,-0.005278,0.023104,-0.083303,0.023979,0.004444,-0.000695,-0.035769,-0.999360,-0.002443,-0.034752,-0.999393,-0.001277,-0.029131,-0.999575,-0.000000,-0.000000,-0.000000,0.007028,-0.101687,-0.136252,-0.074230,-0.065746,-0.059043,-0.007092,-0.113652,-0.151987,-0.151527,-0.268535,-0.162642,0.017886,-0.090744,-0.122260,-0.061168,-0.057687,-0.054908,-0.006368,-0.087111,-0.139258,-0.157863,-0.261366,-0.178437,0.033802,-0.074563,-0.103672,-0.044242,-0.052669,-0.046235,-0.010615,-0.062079,-0.125541,-0.161300,-0.247566,-0.183872,0.016910,0.017168,0.023687,0.024217,0.023050,0.001192,0.009815,0.069990,0.030604,-0.011080,0.009819,-0.056975,-0.055115,0.201926,0.059020,0.021611,0.033681,0.034031,0.041464,0.038226,0.017334,0.015563,-0.003462,0.065862,0.032706,-0.016636,0.024585,-0.028030,-0.042676,0.122885,0.075292,-0.074639,0.042525,0.043122,0.048324,0.043692,0.009660,0.025907,-0.013751,0.060169,0.035314,-0.008817,0.039252,-0.005679,-0.013128,0.049941,0.084066,-0.120997,-0.340184,0.449566,-0.038091,0.804513,0.724399,0.871411,0.315042,0.847075,1.111000,-1.041997,0.889056,2.187322,1.030451,-0.162887,0.219745,0.936645,-0.673075,0.634059,-0.240288,-0.130921,1.101125,1.268316,-0.082661,0.954318,2.135307,0.561445,0.720682,1.775446,0.618850,0.249223,-0.883569,0.940717,-0.837194,0.730592,-0.211240,-0.818972,1.040664,1.392402,-0.259521,0.678143,2.263783,1.406374,0.557294,0.912842,0.314135,0.509790,-0.953454,0.857514,-0.257637,-0.972096,-0.856955,-0.368412,-0.972606,-0.975414,-0.864228,-0.205230,0.204702,-0.959675,-0.925065,-0.990399,-1.000000,-0.909658,-0.955292,0.096692,-0.929393,-0.886641,-0.966826,-0.930203,-0.981240,-0.793655,-0.900853,-0.967414,-0.265786,-0.249930,0.020888,0.218855,-0.131384,0.290663,0.247266,-0.943028,-0.664260,0.060897,-0.917552,-0.994889,-0.766904,-0.925253,0.057631,3.212711,-0.325996,0.894835,-0.995975,0.183440,-0.971515,-0.064935,-0.976496,-0.924896,-0.967106,-0.994336,-0.967635,-0.967323,-0.283208,-0.081944,-0.996778,0.391460,-0.756364,-0.056825,-0.011692,-0.295846,-0.972347,-0.307146,0.252156,-0.302761
3627,9.580000,-0.043109,-0.005278,0.023104,-0.083303,0.023979,0.004444,-0.069054,0.029154,-0.010375,-0.002443,-0.034752,-0.999393,-0.001277,-0.029131,-0.999575,0.001010,-0.022977,-0.999735,-0.000000,-0.000000,-0.000000,0.017886,-0.090744,-0.122260,-0.061168,-0.057687,-0.054908,-0.006368,-0.087111,-0.139258,-0.157863,-0.261366,-0.178437,0.033802,-0.074563,-0.103672,-0.044242,-0.052669,-0.046235,-0.010615,-0.062079,-0.125541,-0.161300,-0.247566,-0.183872,0.050065,-0.058007,-0.085452,-0.028131,-0.049248,-0.033426,-0.016807,-0.041107,-0.110980,-0.164537,-0.229837,-0.182725,0.033681,0.034031,0.041464,0.038226,0.017334,0.015563,-0.003462,0.065862,0.032706,-0.016636,0.024585,-0.028030,-0.042676,0.122885,0.075292,-0.074639,0.042525,0.043122,0.048324,0.043692,0.009660,0.025907,-0.013751,0.060169,0.035314,-0.008817,0.039252,-0.005679,-0.013128,0.049941,0.084066,-0.120997,0.038427,0.039291,0.042847,0.037278,0.008709,0.035106,-0.015519,0.045420,0.036687,-0.006729,0.046275,0.007176,0.003258,-0.002807,0.091848,-0.086972,-0.673075,0.634059,-0.240288,-0.130921,1.101125,1.268316,-0.082661,0.954318,2.135307,0.561445,0.720682,1.775446,0.618850,0.249223,-0.883569,0.940717,-0.837194,0.730592,-0.211240,-0.818972,1.040664,1.392402,-0.259521,0.678143,2.263783,1.406374,0.557294,0.912842,0.314135,0.509790,-0.953454,0.857514,-0.757191,0.773932,-0.077448,-1.317211,0.767349,1.349376,-0.321022,0.452482,2.203274,1.700616,0.449347,0.348054,0.020122,0.655231,-0.509384,0.775888,-0.181210,-0.940810,-0.834500,-0.439150,-0.973930,-0.976082,-0.853632,-0.168305,-0.029985,-0.959032,-0.929251,-0.988216,-1.000000,-0.883393,-0.955414,0.097160,-0.935570,-0.901344,-0.967802,-0.927673,-0.982903,-0.800980,-0.883714,-0.972533,-0.300648,-0.071502,-0.114726,0.138979,-0.103466,0.294544,0.168691,-0.909279,-0.592046,0.123260,-0.906469,-0.993441,-0.642293,-0.937301,0.020493,3.281620,-0.324631,0.738104,-0.994957,0.080498,-0.954474,-0.010209,-0.970541,-0.899111,-0.963566,-0.995605,-0.952807,-0.971287,-0.196194,-0.160615,-0.997263,0.200526,-0.747789,0.299571,-0.056694,-0.311225,-0.973663,-0.264284,0.121768,-0.210230
3628,9.600000,-0.083303,0.023979,0.004444,-0.069054,0.029154,-0.010375,-0.036497,0.035186,-0.019476,-0.001277,-0.029131,-0.999575,0.001010,-0.022977,-0.999735,0.003343,-0.019018,-0.999814,-0.000000,-0.000000,-0.000000,0.033802,-0.074563,-0.103672,-0.044242,-0.052669,-0.046235,-0.010615,-0.062079,-0.125541,-0.161300,-0.247566,-0.183872,0.050065,-0.058007,-0.085452,-0.028131,-0.049248,-0.033426,-0.016807,-0.041107,-0.110980,-0.164537,-0.229837,-0.182725,0.063061,-0.044593,-0.068795,-0.016068,-0.045556,-0.017867,-0.021586,-0.025761,-0.097246,-0.166988,-0.206987,-0.178949,0.042525,0.043122,0.048324,0.043692,0.009660,0.025907,-0.013751,0.060169,0.035314,-0.008817,0.039252,-0.005679,-0.013128,0.049941,0.084066,-0.120997,0.038427,0.039291,0.042847,0.037278,0.008709,0.035106,-0.015519,0.045420,0.036687,-0.006729,0.046275,0.007176,0.003258,-0.002807,0.091848,-0.086972,0.028360,0.029448,0.032006,0.025619,0.008399,0.040118,-0.003647,0.032809,0.031300,-0.007060,0.038286,0.011892,0.028459,-0.024855,0.074445,-0.043449,-0.837194,0.730592,-0.211240,-0.818972,1.040664,1.392402,-0.259521,0.678143,2.263783,1.406374,0.557294,0.912842,0.314135,0.509790,-0.953454,0.857514,-0.757191,0.773932,-0.077448,-1.317211,0.767349,1.349376,-0.321022,0.452482,2.203274,1.700616,0.449347,0.348054,0.020122,0.655231,-0.509384,0.775888,-0.621710,0.781749,0.090406,-1.425102,0.538876,0.947396,-0.454671,0.279634,1.954085,1.688477,0.364841,0.062324,-0.020608,0.702683,-0.163937,0.545528,-0.090494,-0.945358,-0.884211,-0.417155,-0.965147,-0.980884,-0.710522,-0.257526,-0.002684,-0.941170,-0.938512,-0.992282,-1.000000,-0.906898,-0.955262,0.096877,-0.925708,-0.893335,-0.980397,-0.917565,-0.982861,-0.794022,-0.907411,-0.969013,-0.208560,-0.088053,-0.035930,0.064597,-0.231489,0.242390,0.229559,-0.925561,-0.722091,-0.000505,-0.924042,-0.995112,-0.729263,-0.946007,-0.139111,3.275668,-0.361884,0.846304,-0.996139,0.153848,-0.966205,-0.122370,-0.960993,-0.903771,-0.962983,-0.993439,-0.953047,-0.948325,-0.244683,-0.109077,-0.996298,0.275003,-0.764423,0.125882,0.016091,-0.283139,-0.978859,-0.343725,0.201999,-0.288389
3629,9.620000,-0.069054,0.029154,-0.010375,-0.036497,0.035186,-0.019476,-0.007444,0.046030,-0.019572,0.001010,-0.022977,-0.999735,0.003343,-0.019018,-0.999814,0.006761,-0.017636,-0.999822,-0.000000,-0.000000,-0.000000,0.050065,-0.058007,-0.085452,-0.028131,-0.049248,-0.033426,-0.016807,-0.041107,-0.110980,-0.164537,-0.229837,-0.182725,0.063061,-0.044593,-0.068795,-0.016068,-0.045556,-0.017867,-0.021586,-0.025761,-0.097246,-0.166988,-0.206987,-0.178949,0.071709,-0.035481,-0.059284,-0.008678,-0.042306,-0.000871,-0.021879,-0.015003,-0.087156,-0.170886,-0.193418,-0.173923,0.038427,0.039291,0.042847,0.037278,0.008709,0.035106,-0.015519,0.045420,0.036687,-0.006729,0.046275,0.007176,0.003258,-0.002807,0.091848,-0.086972,0.028360,0.029448,0.032006,0.025619,0.008399,0.040118,-0.003647,0.032809,0.031300,-0.007060,0.038286,0.011892,0.028459,-0.024855,0.074445,-0.043449,0.017793,0.018927,0.019664,0.014608,0.008288,0.043435,-0.000020,0.023568,0.020841,-0.011320,0.033244,0.012417,0.052351,-0.033584,0.059104,-0.009684,-0.757191,0.773932,-0.077448,-1.317211,0.767349,1.349376,-0.321022,0.452482,2.203274,1.700616,0.449347,0.348054,0.020122,0.655231,-0.509384,0.775888,-0.621710,0.781749,0.090406,-1.425102,0.538876,0.947396,-0.454671,0.279634,1.954085,1.688477,0.364841,0.062324,-0.020608,0.702683,-0.163937,0.545528,-0.399033,0.698363,0.291895,-1.307658,0.371336,0.698189,-0.483806,0.134826,1.536829,1.428033,0.255553,-0.065173,0.006252,0.673109,0.019605,0.398337,-0.090494,-0.945358,-0.884211,-0.417155,-0.965147,-0.980884,-0.710522,-0.257526,-0.002684,-0.941170,-0.938512,-0.992282,-1.000000,-0.906898,-0.955262,0.096877,-0.925708,-0.893335,-0.980397,-0.917565,-0.982861,-0.794022,-0.907411,-0.969013,-0.208560,-0.088053,-0.035930,0.064597,-0.231489,0.242390,0.229559,-0.925561,-0.722091,-0.000505,-0.924042,-0.995112,-0.729263,-0.946007,-0.139111,3.275668,-0.361884,0.846304,-0.996139,0.153848,-0.966205,-0.122370,-0.960993,-0.903771,-0.962983,-0.993439,-0.953047,-0.948325,-0.244683,-0.109077,-0.996298,0.275003,-0.764423,0.125882,0.016091,-0.283139,-0.978859,-0.343725,0.201999,-0.288389
3630,9.640000,-0.036497,0.035186,-0.019476,-0.007444,0.046030,-0.019572,0.009619,0.038801,-0.016106,0.003343,-0.019018,-0.999814,0.006761,-0.017636,-0.999822,0.010064,-0.017911,-0.999789,-0.000000,-0.000000,-0.000000,0.063061,-0.044593,-0.068795,-0.016068,-0.045556,-0.017867,-0.021586,-0.025761,-0.097246,-0.166988,-0.206987,-0.178949,0.071709,-0.035481,-0.059284,-0.008678,-0.042306,-0.000871,-0.021879,-0.015003,-0.087156,-0.170886,-0.193418,-0.173923,0.076709,-0.030099,-0.052432,-0.004884,-0.038122,0.017050,-0.020994,-0.004149,-0.080848,-0.175708,-0.178229,-0.171229,0.028360,0.029448,0.032006,0.025619,0.008399,0.040118,-0.003647,0.032809,0.031300,-0.007060,0.038286,0.011892,0.028459,-0.024855,0.074445,-0.043449,0.017793,0.018927,0.019664,0.014608,0.008288,0.043435,-0.000020,0.023568,0.020841,-0.011320,0.033244,0.012417,0.052351,-0.033584,0.059104,-0.009684,0.009408,0.010216,0.011898,0.006626,0.011547,0.045131,0.009190,0.028137,0.012875,-0.012404,0.026754,0.004361,0.062620,-0.030790,0.042324,-0.001825,-0.621710,0.781749,0.090406,-1.425102,0.538876,0.947396,-0.454671,0.279634,1.954085,1.688477,0.364841,0.062324,-0.020608,0.702683,-0.163937,0.545528,-0.399033,0.698363,0.291895,-1.307658,0.371336,0.698189,-0.483806,0.134826,1.536829,1.428033,0.255553,-0.065173,0.006252,0.673109,0.019605,0.398337,-0.242131,0.581158,0.533125,-1.110885,0.277465,0.592711,-0.421438,0.008340,1.075304,1.088570,0.187987,-0.107917,0.026395,0.563444,0.070803,0.290817,-0.168918,-0.957163,-0.816645,-0.396892,-0.970817,-0.981529,-0.925710,-0.295613,-0.123547,-0.960761,-0.919382,-0.989437,-1.000000,-0.944589,-0.953521,0.064850,-0.923588,-0.815299,-0.964656,-0.924095,-0.982179,-0.760359,-0.908314,-0.952138,-0.287909,-0.166128,-0.067802,0.106671,-0.170727,0.385727,0.219589,-0.910345,-0.646927,0.075995,-0.935191,-0.995825,-0.445191,-0.939006,-0.083129,3.069613,-0.373379,0.877406,-0.994921,0.294260,-0.935976,-0.182481,-0.957880,-0.854561,-0.959573,-0.995288,-0.936837,-0.975955,-0.264432,-0.075728,-0.997472,0.472100,-0.762549,0.266458,-0.066623,-0.347576,-0.965698,-0.264940,0.210770,-0.187825
3631,9.660000,-0.007444,0.046030,-0.019572,0.009619,0.038801,-0.016106,0.013733,0.025785,-0.009216,0.006761,-0.017636,-0.999822,0.010064,-0.017911,-0.999789,0.012626,-0.019015,-0.999739,-0.000000,-0.000000,-0.000000,0.071709,-0.035481,-0.059284,-0.008678,-0.042306,-0.000871,-0.021879,-0.015003,-0.087156,-0.170886,-0.193418,-0.173923,0.076709,-0.030099,-0.052432,-0.004884,-0.038122,0.017050,-0.020994,-0.004149,-0.080848,-0.175708,-0.178229,-0.171229,0.078985,-0.027677,-0.049868,-0.003529,-0.031162,0.034933,-0.014394,0.007971,-0.078555,-0.180364,-0.172612,-0.170599,0.017793,0.018927,0.019664,0.014608,0.008288,0.043435,-0.000020,0.023568,0.020841,-0.011320,0.033244,0.012417,0.052351,-0.033584,0.059104,-0.009684,0.009408,0.010216,0.011898,0.006626,0.011547,0.045131,0.009190,0.028137,0.012875,-0.012404,0.026754,0.004361,0.062620,-0.030790,0.042324,-0.001825,0.004031,0.004193,0.004397,0.002043,0.020240,0.044092,0.019556,0.031789,0.003335,-0.010546,0.009092,-0.000051,0.048870,-0.023410,0.038426,0.000961,-0.399033,0.698363,0.291895,-1.307658,0.371336,0.698189,-0.483806,0.134826,1.536829,1.428033,0.255553,-0.065173,0.006252,0.673109,0.019605,0.398337,-0.242131,0.581158,0.533125,-1.110885,0.277465,0.592711,-0.421438,0.008340,1.075304,1.088570,0.187987,-0.107917,0.026395,0.563444,0.070803,0.290817,-0.148677,0.417850,0.725327,-0.878046,0.229410,0.623774,-0.295733,-0.081965,0.624766,0.753352,0.073116,-0.163167,0.056470,0.419091,0.093865,0.268412,-0.207140,-0.943860,-0.827896,-0.440900,-0.975379,-0.974015,-0.866345,-0.261419,-0.045711,-0.956808,-0.902510,-0.986966,-1.000000,-0.927301,-0.955117,0.112385,-0.916145,-0.948627,-0.949475,-0.906630,-0.983048,-0.782346,-0.915315,-0.958750,-0.308594,-0.174403,-0.059197,-0.073050,-0.041372,0.576993,0.444268,-0.873118,-0.634174,0.152432,-0.955223,-0.995728,-0.690893,-0.952859,0.033725,3.110366,-0.311644,0.674175,-0.993722,0.303216,-0.925409,-0.166470,-0.963260,-0.852017,-0.959465,-0.994738,-0.916065,-0.970639,-0.209017,0.004571,-0.997590,0.273698,-0.772115,0.253232,-0.070632,-0.329562,-0.959811,-0.306841,0.336827,-0.145040
3632,9.680000,0.009619,0.038801,-0.016106,0.013733,0.025785,-0.009216,0.007509,-0.000105,-0.006221,0.010064,-0.017911,-0.999789,0.012626,-0.019015,-0.999739,0.013486,-0.019849,-0.999712,-0.000000,-0.000000,-0.000000,0.076709,-0.030099,-0.052432,-0.004884,-0.038122,0.017050,-0.020994,-0.004149,-0.080848,-0.175708,-0.178229,-0.171229,0.078985,-0.027677,-0.049868,-0.003529,-0.031162,0.034933,-0.014394,0.007971,-0.078555,-0.180364,-0.172612,-0.170599,0.079929,-0.026751,-0.048856,-0.003286,-0.022235,0.051785,-0.005317,0.021609,-0.076920,-0.182905,-0.171142,-0.171606,0.009408,0.010216,0.011898,0.006626,0.011547,0.045131,0.009190,0.028137,0.012875,-0.012404,0.026754,0.004361,0.062620,-0.030790,0.042324,-0.001825,0.004031,0.004193,0.004397,0.002043,0.020240,0.044092,0.019556,0.031789,0.003335,-0.010546,0.009092,-0.000051,0.048870,-0.023410,0.038426,0.000961,0.001746,0.001627,0.001858,0.000127,0.022925,0.040475,0.024130,0.035426,0.005690,-0.002885,0.000913,-0.003876,0.038501,-0.016647,0.048765,0.006881,-0.242131,0.581158,0.533125,-1.110885,0.277465,0.592711,-0.421438,0.008340,1.075304,1.088570,0.187987,-0.107917,0.026395,0.563444,0.070803,0.290817,-0.148677,0.417850,0.725327,-0.878046,0.229410,0.623774,-0.295733,-0.081965,0.624766,0.753352,0.073116,-0.163167,0.056470,0.419091,0.093865,0.268412,-0.094781,0.266532,0.809856,-0.656407,0.144994,0.838018,-0.165889,-0.107077,0.363051,0.480885,0.034879,-0.178177,0.030131,0.355821,0.088274,0.347960,-0.099738,-0.971628,-0.809008,-0.388850,-0.976169,-0.965201,-0.884725,-0.413983,-0.012722,-0.964130,-0.899114,-0.991221,-1.000000,-0.934523,-0.958289,0.100697,-0.888298,-0.930636,-0.972314,-0.871429,-0.984495,-0.718657,-0.927788,-0.953624,-0.295568,-0.010102,0.036507,0.140976,-0.021645,0.564490,0.348269,-0.915448,-0.589895,0.206538,-0.951789,-0.993880,-0.721035,-0.955078,-0.031140,3.012738,-0.392268,0.766480,-0.992251,0.283217,-0.948846,-0.141764,-0.960665,-0.799252,-0.962556,-0.994337,-0.928623,-0.976924,-0.308426,-0.131792,-0.996870,0.114554,-0.813359,0.230741,0.007736,-0.262883,-0.964841,-0.287766,0.329314,-0.216719
