inference_index,sim_time,policy_id,cmd_x,cmd_y,cmd_yaw
3623,9.500000,3,-0.000000,-0.000000,-0.000000
3624,9.520000,3,-0.000000,-0.000000,-0.000000
3625,9.540000,3,-0.000000,-0.000000,-0.000000
3626,9.560000,3,-0.000000,-0.000000,-0.000000
3627,9.580000,3,-0.000000,-0.000000,-0.000000
3628,9.600000,3,-0.000000,-0.000000,-0.000000
3629,9.620000,3,-0.000000,-0.000000,-0.000000
3630,9.640000,3,-0.000000,-0.000000,-0.000000
3631,9.660000,3,-0.000000,-0.000000,-0.000000
3632,9.680000,3,-0.000000,-0.000000,-0.000000
3633,9.700000,3,-0.000000,-0.000000,-0.000000
3634,9.720000,3,-0.000000,-0.000000,-0.000000
3635,9.740000,3,-0.000000,-0.000000,-0.000000
3636,9.760000,3,-0.000000,-0.000000,-0.000000
3637,9.780000,3,-0.000000,-0.000000,-0.000000
3638,9.800000,3,-0.000000,-0.000000,-0.000000
3639,9.820000,3,-0.000000,-0.000000,-0.000000
3640,9.840000,3,-0.000000,-0.000000,-0.000000
3641,9.860000,3,-0.000000,-0.000000,-0.000000
3642,9.880000,3,-0.000000,-0.000000,-0.000000
3643,9.900000,3,-0.000000,-0.000000,-0.000000
3644,9.920000,3,-0.000000,-0.000000,-0.000000
3645,9.940000,3,-0.000000,-0.000000,-0.000000
3646,9.960000,3,0.011109,0.168676,-0.000000
3647,9.980000,3,0.014100,0.402478,-0.000000
3648,10.000000,3,0.022217,0.618275,-0.000000
3649,10.020000,3,0.042848,0.800104,-0.000000
3650,10.040000,3,0.033235,0.942625,-0.000000
3651,10.060000,3,-0.056429,1.000000,-0.000000
3652,10.080000,3,-0.169927,1.000000,-0.000000
3653,10.100000,3,-0.193304,1.000000,-0.000000
3654,10.120000,3,-0.196204,1.000000,-0.000000
3655,10.140000,3,-0.223640,1.000000,-0.000000
3656,10.160000,3,-0.248543,1.000000,-0.000000
3657,10.180000,3,-0.271371,1.000000,-0.000000
3658,10.200000,3,-0.284280,1.000000,-0.000000
3659,10.220000,3,-0.288980,1.000000,-0.000000
3660,10.240000,3,-0.290170,1.000000,-0.000000
3661,10.260000,3,-0.290292,1.000000,-0.000000
3662,10.280000,3,-0.287912,1.000000,-0.000000
3663,10.300000,3,-0.263375,1.000000,-0.000000
3664,10.320000,3,-0.231117,1.000000,-0.000000
3665,10.340000,3,-0.210974,1.000000,-0.000000
3666,10.360000,3,-0.186529,1.000000,-0.000000
3667,10.380000,3,-0.154271,1.000000,-0.000000
3668,10.400000,3,-0.094852,1.000000,-0.000000
3669,10.420000,3,0.006592,1.000000,-0.000000
3670,10.440000,3,0.109043,1.000000,-0.000000
3671,10.460000,3,0.208594,1.000000,-0.000000
3672,10.480000,3,0.312845,1.000000,-0.000000
3673,10.500000,3,0.448469,0.952788,-0.000000
3674,10.520000,3,0.592395,0.870357,-0.000000
3675,10.540000,3,0.743950,0.744835,-0.000000
3676,10.560000,3,0.834834,0.641469,-0.000000
3677,10.580000,3,0.928007,0.497574,-0.000000
3678,10.600000,3,0.958556,0.436140,-0.000000
3679,10.620000,3,0.981017,0.383282,-0.000000
3680,10.640000,3,0.994598,0.346782,-0.000000
3681,10.660000,3,1.000000,0.249458,-0.000000
3682,10.680000,3,1.000000,0.151799,-0.000000
3683,10.700000,3,1.000000,0.074404,-0.000000
3684,10.720000,3,1.000000,0.004700,-0.000000
3685,10.740000,3,1.000000,-0.053255,-0.000000
3686,10.760000,3,1.000000,-0.118168,-0.000000
3687,10.780000,3,1.000000,-0.161870,-0.000000
3688,10.800000,3,1.000000,-0.208319,-0.000000
3689,10.820000,3,1.000000,-0.248482,-0.000000
3690,10.840000,3,1.000000,-0.272011,-0.000000
3691,10.860000,3,1.000000,-0.286355,-0.000000
3692,10.880000,3,1.000000,-0.307749,-0.000000
3693,10.900000,3,1.000000,-0.324198,-0.000000
3694,10.920000,3,0.999664,-0.332774,-0.000000
3695,10.940000,3,0.996857,-0.340251,-0.000000
3696,10.960000,3,0.991394,-0.355724,-0.000000
3697,10.980000,3,0.985961,-0.370373,-0.000000
3698,11.000000,3,0.977691,-0.391614,-0.000000
3699,11.020000,3,0.963744,-0.424604,-0.000000
3700,11.040000,3,0.950133,-0.454115,-0.000000
3701,11.060000,3,0.938444,-0.477676,-0.000000
3702,11.080000,3,0.931669,-0.490677,-0.000000
