inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015
14,10.700000,-0.047029,1.870606,-0.940222,-0.587190,1.311929,-1.690256,0.891490,1.726478,-1.590570,-0.935676,2.195912,-1.158413,2.250885,1.210862,1.818646,2.261689
15,10.720000,0.008422,1.885065,-0.892611,-0.575147,1.340396,-1.637927,0.924473,1.729093,-1.578411,-0.950129,2.236782,-1.061889,2.211408,1.199109,1.844384,2.275726
16,10.740000,-0.008147,1.931435,-0.836192,-0.557745,1.342873,-1.651044,0.954324,1.730283,-1.565161,-1.025116,2.258384,-1.058546,2.165372,1.256387,1.817410,2.285084
17,10.760000,-0.005293,1.902817,-0.855205,-0.550499,1.356068,-1.690273,0.973163,1.707942,-1.533841,-1.069653,2.302069,-1.035866,2.133229,1.275475,1.753788,2.318530
18,10.780000,-0.006534,1.942648,-0.772992,-0.573316,1.356094,-1.688640,1.027351,1.749563,-1.463117,-1.151479,2.325474,-0.966471,2.207970,1.312821,1.778287,2.333665
19,10.800000,0.006355,1.926074,-0.766525,-0.559164,1.374828,-1.698085,1.009147,1.760685,-1.493164,-1.173114,2.363848,-0.940190,2.298851,1.343749,1.826109,2.378732
20,10.820000,-0.010033,1.916789,-0.796060,-0.562287,1.361362,-1.757232,1.014539,1.790527,-1.451805,-1.172704,2.347282,-0.949163,2.391324,1.329825,1.903385,2.378859
21,10.840000,-0.046870,1.930694,-0.836173,-0.560908,1.352443,-1.736734,0.968887,1.774920,-1.464318,-1.175158,2.267398,-1.120492,2.337198,1.294561,1.836242,2.301986
22,10.860000,0.001081,1.914329,-0.908331,-0.521121,1.413985,-1.682968,0.975633,1.747909,-1.473196,-1.252920,2.373228,-1.003124,2.287912,1.336848,1.707252,2.418223
23,10.880000,-0.012908,1.964620,-0.856730,-0.520821,1.407211,-1.704040,0.978455,1.783274,-1.480330,-1.293376,2.400481,-0.914680,2.383358,1.379288,1.756731,2.481541
24,10.900000,-0.032409,1.951533,-0.806084,-0.543745,1.390612,-1.734998,1.004752,1.801123,-1.491481,-1.262272,2.427591,-0.873564,2.497592,1.381849,1.868611,2.461701
25,10.920000,-0.041512,1.907605,-0.879923,-0.490125,1.422237,-1.775514,0.940039,1.770944,-1.571919,-1.234604,2.431827,-0.913179,2.479978,1.362562,1.853364,2.463239
26,10.940000,-0.048234,1.907109,-0.890843,-0.548119,1.365731,-1.723282,0.903072,1.791727,-1.652598,-1.139565,2.312227,-1.097503,2.433640,1.316008,1.919171,2.357482
27,10.960000,-0.022482,1.890772,-0.912650,-0.502167,1.409724,-1.711038,0.901000,1.782156,-1.623659,-1.169923,2.378905,-1.022038,2.400139,1.311086,1.893605,2.372531
28,10.980000,-0.025980,1.973053,-0.826686,-0.489296,1.433951,-1.718980,0.997392,1.826776,-1.535297,-1.314991,2.421635,-0.856151,2.370463,1.372630,1.881083,2.415281
29,11.000000,-0.003173,1.939629,-0.752165,-0.550235,1.383343,-1.738792,1.042173,1.858946,-1.501277,-1.276777,2.422786,-0.862554,2.493053,1.354790,1.985678,2.376091
30,11.020000,-0.008990,1.963822,-0.743899,-0.503352,1.430699,-1.777184,1.043386,1.848695,-1.398741,-1.389760,2.428329,-0.876897,2.486627,1.323694,1.903306,2.378889
31,11.040000,0.023210,1.996618,-0.723852,-0.515911,1.452644,-1.727856,1.091307,1.871070,-1.301150,-1.493890,2.473458,-0.798891,2.515864,1.367909,1.840946,2.484785
32,11.060000,0.009330,2.011715,-0.713720,-0.496612,1.459127,-1.756428,1.038251,1.869362,-1.374009,-1.493789,2.493015,-0.807806,2.583362,1.422664,1.835646,2.560650
33,11.080000,-0.005112,2.016091,-0.664627,-0.521425,1.437796,-1.760226,1.015260,1.878068,-1.371153,-1.465465,2.435197,-0.885765,2.614522,1.409983,1.863570,2.559952
34,11.100000,0.005780,2.016022,-0.671945,-0.519021,1.445902,-1.768142,1.045467,1.877947,-1.355500,-1.475132,2.475691,-0.849455,2.632009,1.417443,1.853283,2.545719
35,11.120000,-0.000363,1.927259,-0.799825,-0.482128,1.447111,-1.806789,0.902103,1.812702,-1.567239,-1.363210,2.460344,-1.000932,2.547995,1.374004,1.817386,2.550759
36,11.140000,-0.004757,1.971746,-0.711070,-0.513895,1.423099,-1.789955,0.943554,1.839429,-1.552204,-1.369652,2.448922,-0.920392,2.589002,1.370736,1.942935,2.508177
37,11.160000,0.006050,1.965147,-0.695771,-0.522684,1.430289,-1.759217,0.947335,1.841048,-1.562509,-1.374276,2.482981,-0.923685,2.612423,1.424735,1.992585,2.527631
38,11.180000,-0.004036,1.926673,-0.753376,-0.568976,1.377795,-1.725670,0.895151,1.834353,-1.658941,-1.277598,2.371365,-1.122440,2.513894,1.383801,2.010420,2.460635
39,11.200000,0.019620,1.907360,-0.779389,-0.546800,1.422908,-1.710861,0.906247,1.837024,-1.638580,-1.297528,2.424620,-1.036620,2.469297,1.412548,2.008266,2.503303
40,11.220000,0.014429,1.939407,-0.753561,-0.552687,1.409757,-1.719631,0.951328,1.846612,-1.552366,-1.345853,2.442523,-1.064126,2.437448,1.421940,1.962910,2.532965
41,11.240000,0.047285,1.964589,-0.648406,-0.595181,1.422164,-1.687616,1.038018,1.878290,-1.457154,-1.445462,2.500683,-0.935146,2.520904,1.434590,1.991810,2.587383
42,11.260000,0.050403,1.988647,-0.586100,-0.605752,1.422205,-1.683649,1.084812,1.915038,-1.376522,-1.517580,2.545069,-0.868642,2.630684,1.480318,2.033993,2.659651
43,11.280000,0.026039,1.968977,-0.605954,-0.582002,1.423913,-1.733862,0.984504,1.903048,-1.486528,-1.470282,2.491405,-0.950347,2.652022,1.491386,2.070222,2.649109
44,11.300000,0.023200,2.017761,-0.550024,-0.556012,1.444093,-1.727103,1.029308,1.948995,-1.401107,-1.553039,2.531223,-0.809516,2.742546,1.547614,2.173255,2.667326
45,11.320000,0.029178,2.043547,-0.520241,-0.539627,1.465452,-1.704229,1.043203,1.982306,-1.341948,-1.590102,2.583975,-0.768984,2.818592,1.619885,2.251262,2.745250
46,11.340000,0.025513,1.980855,-0.539488,-0.608571,1.404273,-1.662611,0.974297,1.958032,-1.405137,-1.449936,2.478925,-1.064816,2.740667,1.556110,2.283667,2.715124
47,11.360000,0.061896,2.032379,-0.447407,-0.603023,1.470013,-1.554894,1.078325,2.011451,-1.184212,-1.586713,2.579656,-0.860697,2.774040,1.584257,2.362414,2.854479
48,11.380000,0.082563,2.060072,-0.378947,-0.612802,1.478336,-1.435329,1.132088,2.074788,-1.017316,-1.651315,2.679146,-0.815019,2.860757,1.689885,2.491405,3.136683
49,11.400000,0.079668,2.037926,-0.301746,-0.638919,1.456704,-1.297534,1.100982,2.103962,-1.020472,-1.606399,2.647559,-0.891487,2.945435,1.785277,2.767524,3.375484
50,11.420000,0.077258,2.183612,-0.071863,-0.533085,1.548047,-1.109587,1.297496,2.305037,-0.532392,-1.891845,2.923245,-0.310335,3.404485,2.115393,3.372088,3.917581
51,11.440000,0.029245,2.323071,0.186587,-0.415157,1.642007,-0.944541,1.445151,2.593909,-0.041378,-2.108137,3.193154,0.185807,4.113258,2.559558,4.281405,4.617356
52,11.460000,-0.027605,2.446914,0.513504,-0.253547,1.778679,-0.620868,1.514319,2.828098,0.216971,-2.289053,3.274932,0.493751,4.615098,2.957811,5.220595,5.262829
53,11.480000,-0.121318,2.545202,0.788348,0.032927,1.974980,-0.230543,1.698473,3.172681,0.859138,-2.390166,3.690804,1.210967,5.261494,3.305670,6.204745,5.820521
54,11.500000,-0.246077,2.391197,0.841854,0.224579,1.941265,-0.078953,1.765173,3.442600,1.127791,-2.332730,3.994573,1.472850,5.572731,3.449824,7.051638,5.927423
55,11.520000,-0.357541,2.163907,0.845492,0.487854,1.820156,0.315207,1.834921,3.685075,1.504142,-2.260113,4.166586,1.454224,5.613304,3.607064,7.603223,6.028840
56,11.540000,-0.637216,1.793047,0.714542,0.788675,1.580026,0.456257,1.794883,4.247156,2.089690,-2.149450,4.238086,1.403897,5.706775,3.983835,7.990258,5.878427
57,11.560000,-1.044966,1.558598,0.177353,1.361035,1.333993,0.369194,1.665005,4.532386,2.365303,-2.122699,4.089579,1.179729,5.600532,4.350493,7.415112,5.275733
58,11.580000,-1.443007,1.343242,-0.535241,2.013140,1.209015,0.214194,1.370998,4.815579,2.581990,-1.951675,4.378325,1.357916,5.678573,4.927490,6.850989,4.762115
59,11.600000,-1.930999,1.372824,-1.060216,2.503355,1.176929,0.008923,1.117771,4.970241,2.549778,-1.790556,4.568890,1.283024,5.859176,5.572609,6.531692,4.463912
60,11.620000,-2.205003,1.641522,-1.398180,2.773653,1.397414,-0.000168,1.009439,5.064013,2.589421,-1.740348,4.761031,1.266532,6.216660,6.366113,6.300960,4.978247
61,11.640000,-2.512227,1.810508,-1.869151,2.781782,1.531799,-0.182129,1.053364,4.745900,2.291348,-1.603484,4.748613,1.040824,6.609650,6.944422,6.058629,5.217958
62,11.660000,-2.571502,1.998140,-2.215440,2.462800,1.780229,-0.422663,1.272774,4.740324,2.296723,-1.543686,4.646192,0.947716,6.876612,7.581789,5.773334,5.592740
63,11.680000,-2.485565,2.121480,-2.469040,2.038428,1.940966,-0.680826,1.463505,4.545689,2.215900,-1.575864,4.569696,0.857418,7.099481,7.914971,5.518466,5.711606
64,11.700000,-2.217482,2.176998,-2.594723,1.597901,2.083092,-0.933756,1.623150,4.311468,1.961040,-1.721346,4.492220,0.904638,7.197362,7.970968,5.363319,5.857830
65,11.720000,-1.864882,2.237722,-2.706080,1.237496,2.195632,-1.210640,1.633528,4.135253,1.714847,-1.953337,4.331042,0.986227,7.218979,7.793048,5.303868,5.758470
66,11.740000,-1.487885,2.312278,-2.746207,0.996613,2.360802,-1.426541,1.547056,4.003938,1.435796,-2.286073,4.111578,1.099314,7.127577,7.478684,5.224006,5.557992
67,11.760000,-1.152550,2.367227,-2.721775,0.831347,2.609392,-1.640759,1.395321,3.832178,1.202635,-2.641134,3.861891,1.123865,7.032922,7.138325,5.129292,5.336163
68,11.780000,-0.850859,2.454803,-2.616634,0.707148,2.877548,-1.694360,1.232817,3.655192,0.834116,-2.907197,3.493968,1.071145,6.795224,6.830166,4.903360,5.355313
69,11.800000,-0.529496,2.461437,-2.294811,0.612816,3.080477,-1.836295,1.080500,3.219081,0.613010,-3.047155,3.364116,1.015789,6.537087,6.399182,4.658781,5.420882
70,11.820000,-0.096356,2.147891,-2.897448,0.390952,3.266906,-2.340959,0.790224,4.085332,0.609407,-3.296772,2.739542,1.972532,7.345531,6.116597,6.142498,3.978591
71,11.840000,0.141584,1.941341,-4.278559,0.062457,3.648932,-2.752519,0.515174,5.288652,1.553009,-3.443261,2.421697,3.131172,8.716837,6.321510,7.945436,1.760164
72,11.860000,0.125008,1.856070,-6.162030,0.207298,4.047861,-3.718757,0.857019,5.895945,3.428797,-3.886459,3.045331,3.681822,10.417868,7.738566,7.812119,-0.530045
73,11.880000,-0.628265,1.863119,-7.454367,1.212772,4.818594,-4.732792,1.025323,6.383976,3.755402,-4.586003,4.159513,3.966048,10.840104,9.334731,5.273162,-3.341027
74,11.900000,-1.060524,2.525355,-6.335253,2.676817,5.645717,-5.118675,0.660485,5.994372,2.393148,-5.512257,5.224140,3.655611,9.472754,9.600182,2.255874,-4.238922
75,11.920000,-1.061454,3.568341,-4.606697,3.827928,5.966444,-5.737304,0.081499,5.139670,1.578846,-5.368862,6.095902,3.135262,7.000111,8.813973,-1.826379,-2.676360
76,11.940000,-0.808838,4.327942,-3.141564,3.662301,5.760257,-6.181177,0.553686,3.513327,1.470390,-4.251813,6.264238,2.370927,4.468158,8.017379,-4.816104,1.050811
77,11.960000,0.022953,4.969505,-1.760427,2.919873,5.356151,-5.993498,1.622518,1.443200,2.035607,-2.974254,5.661261,2.198149,3.089745,7.591074,-4.901060,5.062171
78,11.980000,1.094436,6.075025,-0.981147,2.144207,5.800230,-5.680724,1.533618,0.266349,2.047884,-2.566237,4.708572,3.386032,2.332364,7.870048,-2.615662,5.740845
79,12.000000,0.947415,6.896511,-0.321369,2.060007,6.114099,-4.858021,1.498484,0.084463,2.145760,-2.625698,3.907844,4.318699,2.571968,7.583578,0.339462,5.310956
80,12.020000,0.573979,7.294062,0.347167,1.866432,6.301163,-3.812347,1.412350,-0.384358,1.624678,-2.205752,2.729988,4.840221,3.021551,6.563636,3.286847,4.982852
81,12.040000,0.367445,7.664775,1.004483,1.673510,6.403358,-2.210334,0.905578,-1.397147,0.679238,-1.613122,1.538859,5.115752,3.288930,5.162048,4.973150,5.072273
82,12.060000,0.486259,7.486270,1.333394,1.578716,5.814665,-0.769760,0.100842,-2.179362,-0.163635,-0.720755,0.238004,4.550611,3.645493,4.347701,5.337620,5.410317
83,12.080000,0.829491,6.231856,0.675647,1.053203,4.759501,-0.425255,-0.640379,-2.273519,-0.585847,0.184306,-0.874017,3.365050,4.391661,4.154368,5.800024,5.830090
84,12.100000,0.715614,5.574521,0.313477,0.578855,5.905443,0.253951,-1.045951,-1.616545,-0.080265,1.357835,-2.610230,2.404283,5.840029,2.767195,5.832131,4.795670
85,12.120000,0.556539,5.518755,0.159261,0.265723,6.421352,0.256971,-0.810962,-0.600591,1.055443,1.719279,-2.898871,2.352278,7.577779,2.062479,5.493458,3.516289
86,12.140000,0.851025,5.648446,0.017949,0.498348,5.981096,-0.483956,-0.912079,0.111490,1.542958,1.379490,-1.976360,3.098286,8.470437,2.120389,5.232601,3.092451
87,12.160000,1.401353,4.067781,-0.074173,-0.955151,4.169817,-0.896063,-0.781410,1.029027,0.943959,2.297614,-1.703174,2.191406,10.805757,2.817657,6.645619,3.828162
88,12.180000,1.718792,3.912453,0.653807,-1.701444,2.983216,-0.888867,-1.143437,0.569739,-0.408613,2.653016,-1.625571,1.081940,10.613510,4.026323,7.634273,5.055513
89,12.200000,1.217760,3.022884,0.355441,-1.192470,1.813373,-1.306787,-1.448669,0.024111,-1.979600,2.491535,-0.847795,-0.071208,8.827421,5.772876,7.885652,6.558784
90,12.220000,0.985107,2.949580,0.257715,-0.793708,1.978440,-1.525981,-1.583047,0.362267,-2.319424,2.149607,0.077302,-0.376068,7.073749,6.699960,7.917202,7.331340
91,12.240000,0.970138,3.025850,0.297819,-0.774814,2.392806,-1.102706,-1.573267,0.960764,-2.323979,1.699919,0.770399,-0.746578,5.892823,6.870672,8.194336,7.083057
92,12.260000,1.109733,3.046849,0.396658,-0.856923,2.740261,-0.326568,-1.350257,1.434152,-2.316945,1.330623,0.951889,-1.194908,5.048089,6.250508,8.243720,6.708655
93,12.280000,0.731379,2.388589,0.283958,-1.368221,1.845647,-0.661619,-1.049504,2.217709,-2.633169,1.406120,1.249674,-1.887408,5.065857,5.970412,7.846426,6.637604
94,12.300000,0.355734,2.106965,-0.059682,-1.692167,1.298772,-0.795190,-0.732088,2.594574,-2.905018,1.362459,1.628665,-2.426991,5.156713,5.504320,7.369692,6.378368
95,12.320000,0.277120,1.763359,-1.152429,-1.540860,1.196320,-0.450898,-0.898637,2.755514,-3.016311,1.166961,1.949270,-2.898971,4.332047,5.063965,6.355032,5.921682
96,12.340000,0.256093,1.433542,-1.423742,-1.505815,0.915166,-0.407184,-0.929610,2.903044,-3.007770,1.049653,2.396966,-3.173589,3.520567,4.770045,5.592962,5.358661
97,12.360000,0.281573,1.275627,-1.546607,-1.508246,0.930557,-0.209689,-1.025225,2.938486,-3.017033,1.003144,2.485906,-3.404200,2.720730,4.200225,4.920871,4.644433
98,12.380000,0.446486,1.199817,-1.610002,-1.415599,0.953825,0.156922,-0.939052,2.852685,-2.891287,0.916207,2.438505,-3.573790,1.833182,3.366337,4.306475,3.998762
99,12.400000,0.934435,1.042542,-1.374189,-1.364738,0.885609,-0.023638,-0.852691,2.775019,-2.778318,0.836944,2.447124,-3.446535,0.957230,2.451077,3.805744,3.511591
100,12.420000,1.422670,0.884319,-1.200199,-1.280158,0.768941,-0.378121,-0.732641,2.652104,-2.782608,0.794614,2.315074,-3.278165,0.382187,1.481536,3.399728,3.170681
101,12.440000,1.914375,0.719920,-0.985909,-1.139181,0.699872,-0.876696,-0.606962,2.515281,-2.719393,0.719249,2.175262,-2.886619,-0.088249,0.573889,2.924730,2.918931
102,12.460000,2.195729,0.718035,-0.947675,-0.872514,0.675230,-1.574552,-0.517520,2.377089,-2.600957,0.592656,2.029935,-2.403080,-0.179619,-0.011404,2.561691,2.772188
103,12.480000,2.364163,0.732033,-1.061234,-0.753298,0.554583,-2.188317,-0.412645,2.230097,-2.394612,0.530202,1.925698,-1.997525,-0.049081,-0.449431,2.156241,2.510571
104,12.500000,1.913715,0.976942,-1.245477,-0.769492,0.339597,-2.278468,0.020609,2.042651,-2.449715,0.524403,1.767076,-1.516606,0.398866,-0.735517,2.053357,1.786040
105,12.520000,1.550623,1.167346,-1.420898,-0.937805,0.085903,-2.386150,0.259855,1.869677,-2.478203,0.630501,1.645825,-1.387835,0.830618,-0.809356,2.011572,1.117617
106,12.540000,1.286373,1.247672,-1.712798,-1.003193,-0.082303,-2.424146,0.323202,1.651234,-2.432212,0.651407,1.454893,-1.395033,0.743338,-0.706706,1.712645,0.554704
107,12.560000,1.851545,1.197133,-1.507266,-1.119395,0.096352,-1.871955,0.206260,1.520194,-2.263073,0.396226,1.380446,-1.409888,0.489395,-0.106282,1.388675,0.902125
108,12.580000,2.691609,1.108628,-1.164350,-1.283193,0.254412,-1.415625,-0.043423,1.457264,-2.191577,0.144645,1.351380,-1.447714,0.126405,0.609324,1.203638,1.507997
109,12.600000,3.023631,1.110252,-0.975861,-1.315725,0.382854,-1.055467,-0.076239,1.415481,-2.164444,0.001498,1.243695,-1.418659,-0.042088,0.943961,1.190613,1.773550
110,12.620000,3.026388,1.162801,-1.001185,-1.284810,0.494927,-0.897908,0.054792,1.377023,-2.056752,-0.013356,1.224914,-1.356948,-0.007286,1.119627,1.100041,1.902688
111,12.640000,2.768496,1.277582,-1.208693,-1.165485,0.573003,-0.844973,0.216622,1.325867,-1.939026,0.078812,1.189595,-1.351734,0.087851,1.218702,0.970972,1.934868
112,12.660000,2.448476,1.401530,-1.367672,-0.931228,0.734739,-0.878755,0.462556,1.311741,-1.779584,0.073520,1.262083,-1.144413,0.386535,1.291452,0.908448,1.984459
113,12.680000,1.963880,1.586853,-1.452295,-0.669119,0.848170,-1.003188,0.737683,1.327288,-1.544140,0.056217,1.304856,-0.950034,0.721090,1.341863,0.822498,1.958913
114,12.700000,1.555779,1.745493,-1.466090,-0.411025,0.991121,-1.165100,0.976020,1.412335,-1.227691,0.014860,1.377797,-0.696307,1.125368,1.341943,0.803661,1.953627
115,12.720000,1.119700,1.937607,-1.500406,-0.118271,1.153997,-1.385934,1.158180,1.501354,-0.808789,-0.085601,1.452851,-0.433924,1.480134,1.313891,0.809013,2.021586
116,12.740000,0.723570,2.083372,-1.499865,0.113116,1.218202,-1.531771,1.224109,1.537632,-0.516681,-0.139012,1.455856,-0.398033,1.708394,1.184047,0.708507,1.945188
117,12.760000,0.488193,2.179867,-1.385176,0.339183,1.362690,-1.552489,1.212109,1.625166,-0.346923,-0.126640,1.652293,-0.204976,2.090573,1.293352,0.835113,2.237948
118,12.780000,0.354873,2.280210,-1.284974,0.411322,1.365160,-1.657148,1.219334,1.652827,-0.162242,-0.216491,1.654772,-0.250366,2.258156,1.252992,0.816007,2.290662
119,12.800000,0.310690,2.246794,-1.254969,0.477410,1.372539,-1.604041,1.210104,1.572877,-0.038930,-0.256215,1.688208,-0.107745,2.174347,1.127564,0.682693,2.232137
120,12.820000,0.284733,2.279405,-1.124630,0.466574,1.315590,-1.577430,1.133479,1.483902,-0.125495,-0.271274,1.614532,-0.251089,2.027066,1.011205,0.567613,2.002512
121,12.840000,0.365818,2.222564,-1.031159,0.412914,1.311090,-1.442816,1.103429,1.341303,-0.236367,-0.290930,1.622114,-0.142287,1.816087,0.941343,0.448464,1.871860
122,12.860000,0.394197,2.183207,-0.961813,0.388317,1.259444,-1.330729,1.049904,1.230378,-0.417499,-0.273345,1.621084,-0.135476,1.637406,0.934585,0.372788,1.775651
123,12.880000,0.445958,2.088109,-0.876769,0.284307,1.201808,-1.166912,0.979998,1.072933,-0.784953,-0.173066,1.518990,-0.216085,1.440468,0.884903,0.388446,1.573855
124,12.900000,0.454787,2.014400,-0.868646,0.254011,1.154505,-1.010271,0.906375,0.963413,-1.125339,-0.079701,1.475554,-0.273496,1.232983,0.906883,0.454125,1.456073
125,12.920000,0.440981,1.886061,-1.007615,0.221279,1.074993,-0.904714,0.855738,0.871825,-1.424271,0.034204,1.348285,-0.457950,0.973389,0.835185,0.466447,1.226162
126,12.940000,0.455140,1.808395,-1.111651,0.215924,1.048584,-0.717632,0.827763,0.828584,-1.553475,0.087139,1.317309,-0.480660,0.752744,0.803154,0.477711,1.170766
127,12.960000,0.437196,1.739234,-1.190766,0.183883,1.005930,-0.674639,0.778540,0.832136,-1.659319,0.154872,1.296484,-0.569163,0.629380,0.820900,0.511458,1.198822
128,12.980000,0.368687,1.669405,-1.273563,0.171503,0.918092,-0.782285,0.726078,0.839601,-1.729090,0.227138,1.178175,-0.823387,0.525229,0.727640,0.503851,1.088348
129,13.000000,0.341576,1.624083,-1.296364,0.223891,0.988752,-0.825227,0.691002,0.832396,-1.650249,0.211388,1.187389,-0.766613,0.465575,0.735447,0.424469,1.153729
130,13.020000,0.316131,1.635756,-1.180227,0.182922,0.971715,-0.926040,0.703127,0.859452,-1.608566,0.189998,1.231691,-0.735935,0.548281,0.803710,0.428847,1.189455
131,13.040000,0.288226,1.659328,-1.016349,0.083858,0.944991,-1.084433,0.712243,0.922867,-1.653600,0.212017,1.229528,-0.928847,0.835118,0.878987,0.610952,1.196302
132,13.060000,0.265963,1.707670,-0.982970,0.146380,1.045045,-1.135217,0.748163,0.956899,-1.501328,0.087067,1.292124,-0.771684,0.995350,0.945975,0.667056,1.286986
133,13.080000,0.204053,1.787128,-0.949552,0.179316,1.104525,-1.204635,0.758527,1.015072,-1.383683,-0.013268,1.386830,-0.638301,1.215538,1.076737,0.807887,1.413587
134,13.100000,0.161747,1.874006,-0.860238,0.111179,1.120775,-1.340016,0.879082,1.122339,-1.292829,-0.083581,1.526477,-0.526245,1.564153,1.179848,1.119526,1.527127
135,13.120000,0.114812,1.930653,-0.894274,0.085188,1.153800,-1.427505,0.974565,1.220714,-1.051975,-0.243901,1.609897,-0.398222,1.800376,1.212247,1.300321,1.613520
136,13.140000,0.127241,1.938775,-0.960557,0.038189,1.171517,-1.405347,1.034104,1.297205,-0.798792,-0.397627,1.676007,-0.309808,1.855884,1.173957,1.329848,1.657890
137,13.160000,0.068386,1.935636,-1.113912,0.105476,1.170683,-1.380417,0.953573,1.258666,-0.739069,-0.489597,1.587605,-0.347921,1.650530,1.010388,1.098311,1.496422
138,13.180000,0.173258,1.909803,-1.057550,0.029486,1.166181,-1.288381,0.963382,1.232859,-0.708043,-0.510266,1.632641,-0.326387,1.543490,0.925436,0.898934,1.464687
139,13.200000,0.157234,1.913751,-1.007548,0.021950,1.170345,-1.250271,0.827694,1.181346,-0.860090,-0.486180,1.596285,-0.320699,1.477611,0.886892,0.729530,1.440267
140,13.220000,0.149810,1.862276,-0.941988,-0.059444,1.114178,-1.237089,0.750045,1.128663,-1.062358,-0.368779,1.488084,-0.536935,1.446950,0.805018,0.666236,1.328672
141,13.240000,0.180673,1.848920,-0.882646,-0.076104,1.130771,-1.163653,0.712841,1.062675,-1.145175,-0.384678,1.504106,-0.515350,1.365418,0.783180,0.558146,1.321601
142,13.260000,0.160871,1.832185,-0.885690,-0.106024,1.130281,-1.131443,0.643768,1.051550,-1.380963,-0.274377,1.548638,-0.567636,1.413971,0.891219,0.701439,1.433869
143,13.280000,0.113512,1.823235,-0.898831,-0.128548,1.131477,-1.159977,0.647709,1.053785,-1.427522,-0.281244,1.557384,-0.561148,1.451096,0.922382,0.824727,1.475904
144,13.300000,0.060057,1.807217,-0.996327,-0.122606,1.151762,-1.168445,0.653771,1.034203,-1.365983,-0.326496,1.515607,-0.524527,1.309259,0.865027,0.754100,1.405070
145,13.320000,0.053208,1.767846,-1.045585,-0.147471,1.122645,-1.148356,0.664685,1.024129,-1.366772,-0.341851,1.534710,-0.544145,1.193407,0.802321,0.701059,1.322606
146,13.340000,0.031768,1.777726,-1.019598,-0.172484,1.110389,-1.152771,0.666932,1.038270,-1.395004,-0.333279,1.523347,-0.542975,1.160778,0.758041,0.736952,1.276439
147,13.360000,0.017225,1.723293,-1.035797,-0.188937,1.089666,-1.217928,0.602047,1.054249,-1.484795,-0.231771,1.468907,-0.688791,1.236526,0.733022,0.801312,1.254793
148,13.380000,-0.014595,1.747241,-1.086215,-0.111461,1.181987,-1.240003,0.540224,1.085621,-1.520344,-0.219181,1.555620,-0.698529,1.344551,0.894967,0.897922,1.492041
149,13.400000,-0.060748,1.826418,-0.984202,-0.172200,1.191257,-1.326263,0.656105,1.187527,-1.419262,-0.319965,1.653792,-0.550730,1.649405,1.063443,1.173240,1.723012
