inference_index,sim_time,policy_id,cmd_x,cmd_y,cmd_yaw
476,19.940000,3,-0.859340,0.608203,-0.000000
477,19.960000,3,-0.859340,0.608203,-0.000000
478,19.980000,3,-0.859340,0.608203,-0.000000
479,20.000000,3,-0.859340,0.608203,-0.000000
480,20.020000,3,-0.859340,0.608203,-0.000000
481,20.040000,3,-0.859340,0.608203,-0.000000
482,20.060000,3,-0.859340,0.608203,-0.000000
483,20.080000,3,-0.859340,0.608203,-0.000000
484,20.100000,3,-0.859340,0.608203,-0.000000
485,20.120000,3,-0.859340,0.608203,-0.000000
486,20.140000,3,-0.859340,0.608203,-0.000000
487,20.160000,3,-0.859340,0.608203,-0.000000
488,20.180000,3,-0.859340,0.608203,-0.000000
489,20.200000,3,-0.859340,0.608203,-0.000000
490,20.220000,3,-0.859340,0.608203,-0.000000
491,20.240000,3,-0.859340,0.608203,-0.000000
492,20.260000,3,-0.859340,0.608203,-0.000000
493,20.280000,3,-0.859340,0.608203,-0.000000
494,20.300000,3,-0.859340,0.608203,-0.000000
495,20.320000,3,-0.859340,0.608203,-0.000000
496,20.340000,3,-0.859340,0.608203,-0.000000
497,20.360000,3,-0.859340,0.608203,-0.000000
498,20.380000,3,-0.859340,0.608203,-0.000000
499,20.400000,3,-0.859340,0.608203,-0.000000
500,20.420000,3,-0.859340,0.608203,-0.000000
501,20.440000,3,-0.859340,0.608203,-0.000000
502,20.460000,3,-0.859340,0.608203,-0.000000
503,20.480000,3,-0.859340,0.608203,-0.000000
504,20.500000,3,-0.859920,0.607257,-0.000000
505,20.520000,3,-0.860897,0.605914,-0.000000
506,20.540000,3,-0.861690,0.604724,-0.000000
507,20.560000,3,-0.864895,0.600208,-0.000000
508,20.580000,3,-0.865963,0.598621,-0.000000
509,20.600000,3,-0.866909,0.597125,-0.000000
510,20.620000,3,-0.868740,0.594623,-0.000000
511,20.640000,3,-0.869015,0.594165,-0.000000
512,20.660000,3,-0.869747,0.593097,-0.000000
513,20.680000,3,-0.869900,0.592883,-0.000000
514,20.700000,3,-0.849483,0.587603,-0.000000
515,20.720000,3,-0.718528,0.511704,-0.000000
516,20.740000,3,-0.094546,0.060640,-0.000000
517,20.760000,3,-0.000000,-0.000000,-0.000000
