inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015,v0016,v0017,v0018,v0019,v0020,v0021,v0022,v0023,v0024,v0025,v0026,v0027,v0028,v0029,v0030,v0031,v0032,v0033,v0034,v0035,v0036,v0037,v0038,v0039,v0040,v0041,v0042,v0043,v0044,v0045,v0046,v0047,v0048,v0049,v0050,v0051,v0052,v0053,v0054,v0055,v0056,v0057,v0058,v0059,v0060,v0061,v0062,v0063,v0064,v0065,v0066,v0067,v0068,v0069,v0070,v0071,v0072,v0073,v0074,v0075,v0076,v0077,v0078,v0079,v0080,v0081,v0082,v0083,v0084,v0085,v0086,v0087,v0088,v0089,v0090,v0091,v0092,v0093,v0094,v0095,v0096,v0097,v0098,v0099,v0100,v0101,v0102,v0103,v0104,v0105,v0106,v0107,v0108,v0109,v0110,v0111,v0112,v0113,v0114,v0115,v0116,v0117,v0118,v0119,v0120,v0121,v0122,v0123,v0124,v0125,v0126,v0127
70,11.820000,-0.175706,-0.008805,-0.119914,0.100881,0.018301,-0.584841,-0.247800,-0.257734,0.070222,-0.191346,0.018612,-0.006871,-0.069748,0.169822,-0.037280,0.001013,-0.114649,-0.445658,0.155400,0.087899,0.103977,0.000088,-0.198987,-0.007844,-0.049521,0.063802,0.203105,-0.116989,0.107777,-0.351319,0.166227,-0.064298,-0.326694,-0.037982,0.167711,0.114102,0.039131,0.240338,-0.144119,0.067227,-0.665603,-0.501811,0.322582,0.018588,0.338228,-0.427172,0.343910,-0.224793,0.562852,0.306695,-0.429484,-0.037233,0.034143,-0.001529,0.126163,0.400959,-0.344470,-0.075363,0.380769,0.039257,-0.588061,0.724330,0.131177,-0.197290,-0.138528,0.068034,0.089361,0.169186,-0.004011,0.103002,0.465083,0.378655,0.050125,-0.287843,0.085796,-0.064701,-0.021531,0.490866,0.127951,-0.045524,0.535467,0.388150,0.192896,-0.178654,0.590884,-0.475204,0.018540,-0.174173,-0.071837,0.006618,-0.052298,-0.023450,-0.230191,0.116832,-0.043942,0.132840,-0.449734,-0.298123,0.137871,0.263787,-0.436063,0.131374,-0.183410,0.073306,0.061418,0.082002,0.231429,-0.007979,0.149004,0.185666,0.342464,-0.512567,0.263201,0.075904,0.468518,0.057844,-0.297723,0.229534,0.026831,-0.077341,0.080885,-0.354959,-0.082409,-0.097734,-0.000745,0.060541,0.190618,-0.173207
71,11.840000,-0.190907,-0.010780,-0.089769,0.128980,0.013674,-0.592392,-0.293112,-0.215404,0.006992,-0.283197,0.017367,-0.009480,-0.097379,0.181403,-0.101338,-0.000241,-0.072572,-0.405637,0.186091,0.082693,0.120898,0.000257,-0.308162,-0.007103,-0.017743,0.004953,0.182194,-0.122027,0.061513,-0.353089,0.188004,-0.066122,-0.324015,-0.038862,0.149073,0.174754,0.097840,0.173855,-0.116459,0.064802,-0.645810,-0.493457,0.368342,0.034761,0.410475,-0.492786,0.372324,-0.248525,0.527853,0.290918,-0.441231,-0.023224,-0.013110,-0.001036,0.091625,0.394921,-0.316865,-0.092062,0.423070,0.037589,-0.597010,0.721517,0.121952,-0.207088,-0.247429,0.062295,0.195916,0.173855,-0.005159,0.101735,0.441129,0.423078,0.043088,-0.301297,0.106947,-0.135947,-0.035236,0.452800,0.127914,-0.056473,0.553556,0.396633,0.205879,-0.135169,0.559167,-0.468104,-0.002465,-0.174890,-0.120980,0.010569,-0.035825,-0.030024,-0.241925,0.072128,-0.038121,0.109478,-0.463647,-0.234924,0.121207,0.310019,-0.465203,0.098661,-0.222916,0.094267,0.072064,0.084763,0.143894,-0.008073,0.112939,0.115721,0.344946,-0.529643,0.278271,0.090587,0.478684,0.025258,-0.258545,0.180302,0.033083,-0.049168,0.112534,-0.357968,-0.174697,-0.101099,0.000789,0.061112,0.216215,-0.189356
72,11.860000,-0.199827,-0.015125,-0.081236,0.131940,0.006483,-0.592486,-0.285804,-0.219432,-0.053349,-0.359304,0.016248,-0.009730,0.029918,0.188767,-0.198545,-0.000428,-0.028710,-0.344351,0.162135,0.108646,0.108663,0.000233,-0.386525,-0.005608,-0.049778,-0.112147,0.128286,-0.123026,0.041982,-0.354283,0.194975,-0.060945,-0.288002,-0.032940,0.145065,0.241071,0.164518,0.157770,-0.112198,0.063023,-0.613759,-0.520693,0.420774,0.075485,0.425352,-0.520313,0.461332,-0.316885,0.516511,0.286284,-0.364705,-0.015945,-0.072437,-0.000467,0.084426,0.329467,-0.342151,-0.120900,0.467627,0.041773,-0.622590,0.715535,0.109792,-0.270235,-0.341911,0.071094,0.279462,0.191321,-0.005480,0.092324,0.477351,0.493194,0.040989,-0.257082,0.140998,-0.185866,-0.064487,0.392059,0.120741,-0.060581,0.534494,0.456625,0.208327,-0.091473,0.484082,-0.455863,-0.028030,-0.207927,-0.212174,0.007668,-0.032959,-0.028835,-0.287426,0.122085,-0.072312,0.088788,-0.455347,-0.211268,0.131165,0.332993,-0.507211,0.105771,-0.197587,0.085072,0.121321,0.041574,0.056461,-0.007483,0.117520,0.046282,0.336319,-0.572824,0.244965,0.191317,0.534348,0.028227,-0.274202,0.130288,0.033328,-0.057062,0.219190,-0.342627,-0.205601,-0.115896,0.005210,0.089938,0.217678,-0.189535
73,11.880000,-0.156860,-0.018588,-0.042295,0.146539,-0.006383,-0.594410,-0.317786,-0.259239,-0.081639,-0.394489,0.015791,-0.007380,0.137538,0.190275,-0.292170,-0.000192,-0.000509,-0.330462,0.120719,0.109069,0.071436,0.000106,-0.439404,-0.004505,-0.116036,-0.251436,0.079529,-0.153941,0.042497,-0.345296,0.159063,-0.064211,-0.267804,-0.024693,0.129809,0.257517,0.224515,0.136915,-0.141261,0.048779,-0.596415,-0.539829,0.450660,0.122023,0.422949,-0.507244,0.554233,-0.291041,0.497564,0.311182,-0.323052,-0.013246,-0.124231,-0.000451,0.093330,0.278887,-0.396491,-0.150828,0.505297,0.052480,-0.640856,0.702320,0.119227,-0.326323,-0.394457,0.085256,0.360849,0.189103,-0.006139,0.072967,0.519678,0.533827,0.034941,-0.219735,0.160613,-0.226355,-0.082748,0.385492,0.082060,-0.061440,0.564829,0.492693,0.223775,-0.075013,0.410283,-0.428853,-0.056286,-0.240350,-0.283953,0.007184,-0.040487,-0.021340,-0.352399,0.174845,-0.205016,0.078256,-0.457869,-0.233518,0.115354,0.400848,-0.500096,0.156609,-0.120876,0.050515,0.169998,-0.000657,0.050437,-0.005154,0.155293,-0.014268,0.301044,-0.601490,0.174154,0.298278,0.593831,0.047231,-0.309829,0.095916,0.028159,-0.103543,0.278973,-0.346682,-0.152669,-0.120877,0.011048,0.105747,0.236725,-0.209582
74,11.900000,-0.072512,-0.010480,-0.026434,0.162090,-0.022767,-0.611118,-0.447864,-0.355619,-0.107883,-0.328403,0.016324,-0.002621,0.218683,0.200526,-0.289142,0.002870,-0.051150,-0.397504,0.079554,0.088769,0.023503,-0.000004,-0.354908,-0.002925,-0.141269,-0.387957,0.063030,-0.205622,0.084703,-0.225991,0.100098,-0.081142,-0.232328,-0.013138,0.089954,0.171476,0.263834,0.161281,-0.182171,0.037924,-0.586403,-0.531335,0.345855,0.176991,0.370585,-0.417825,0.607891,-0.168553,0.398333,0.314630,-0.308703,-0.012953,-0.148058,0.003004,0.166201,0.313185,-0.451684,-0.161588,0.452779,0.075791,-0.629482,0.694217,0.162745,-0.337699,-0.413487,0.114495,0.393318,0.167614,-0.005819,0.057809,0.571106,0.486458,0.034365,-0.207158,0.128588,-0.138492,-0.070207,0.429074,0.044334,-0.054976,0.609046,0.505020,0.273384,-0.102145,0.421376,-0.366035,-0.066889,-0.253772,-0.303187,-0.000102,-0.074308,-0.011181,-0.334364,0.265406,-0.315582,0.099957,-0.433231,-0.331641,0.084756,0.404865,-0.402561,0.316597,-0.061191,0.022152,0.136188,0.000204,0.131352,-0.003441,0.284837,-0.051009,0.241007,-0.556319,0.117765,0.367348,0.632049,0.077364,-0.348627,0.088540,0.028923,-0.149082,0.285791,-0.414661,-0.037400,-0.135646,0.013236,0.154155,0.258136,-0.222124
75,11.920000,-0.031305,0.001915,-0.039150,0.179139,-0.041791,-0.588914,-0.510330,-0.457132,-0.124492,-0.212890,0.015526,-0.000731,0.285098,0.204774,-0.178206,0.004584,-0.097382,-0.452586,0.047632,0.093650,-0.061555,-0.000218,-0.202147,-0.001473,-0.199910,-0.449269,0.054908,-0.241572,0.159049,-0.168212,0.078847,-0.088832,-0.185688,-0.008732,0.078816,0.061498,0.310909,0.260169,-0.224056,0.027109,-0.550919,-0.526603,0.301865,0.271091,0.305848,-0.204329,0.631903,-0.097027,0.293730,0.322410,-0.251177,-0.012666,-0.148887,0.011254,0.249980,0.395031,-0.515521,-0.124909,0.342214,0.140958,-0.604142,0.664649,0.201619,-0.348389,-0.423649,0.126245,0.344176,0.145570,-0.005859,0.058002,0.595648,0.469767,0.034201,-0.187742,0.063065,-0.013368,-0.028718,0.471020,0.037742,-0.054642,0.593861,0.538029,0.317420,-0.216901,0.447161,-0.347987,-0.075025,-0.177133,-0.293262,-0.008776,-0.129354,-0.006580,-0.312256,0.392506,-0.334236,0.081457,-0.413915,-0.437158,0.073801,0.351074,-0.329447,0.466479,-0.031367,0.014336,0.085531,-0.036946,0.180344,-0.002789,0.442109,-0.082262,0.204802,-0.506371,0.086329,0.404951,0.655266,0.082136,-0.384003,0.069883,0.033828,-0.169475,0.307080,-0.431851,0.123188,-0.191579,0.015901,0.156348,0.250236,-0.200701
76,11.940000,-0.022890,0.013453,-0.110685,0.197932,-0.055840,-0.525312,-0.491303,-0.490082,-0.086657,-0.138449,0.013596,0.001008,0.275776,0.206313,0.016972,0.003715,-0.125148,-0.418264,0.033004,0.117962,-0.105385,-0.000384,-0.131239,0.000048,-0.256943,-0.509184,0.054764,-0.276123,0.229310,-0.218803,0.068850,-0.070330,-0.222954,-0.007456,0.103221,0.014577,0.349377,0.401933,-0.180624,0.022736,-0.522248,-0.500219,0.321824,0.348403,0.231850,-0.111980,0.634236,-0.065845,0.183114,0.291138,-0.274974,-0.010430,-0.127633,0.017039,0.272718,0.434144,-0.544084,-0.079355,0.281502,0.222155,-0.567775,0.616880,0.264631,-0.332011,-0.431604,0.135414,0.202630,0.141363,-0.007686,0.068965,0.615223,0.456926,0.029684,-0.186101,0.015501,0.101983,0.002914,0.507186,0.054180,-0.062961,0.524327,0.509930,0.322826,-0.349048,0.423262,-0.350388,-0.035331,-0.173352,-0.258870,-0.016692,-0.157126,-0.003728,-0.284720,0.461924,-0.189387,0.052139,-0.431899,-0.527777,0.078023,0.268644,-0.336895,0.549921,-0.018999,0.014464,0.070604,-0.097363,0.250867,-0.002100,0.489803,-0.112346,0.193598,-0.484983,0.072576,0.406182,0.649281,0.052983,-0.418243,0.036941,0.034459,-0.165458,0.276730,-0.432414,0.276772,-0.235012,0.020795,0.122007,0.222944,-0.130565
77,11.960000,-0.023077,0.015001,-0.225764,0.187221,-0.063900,-0.413680,-0.397923,-0.445555,0.039487,-0.119734,0.009736,-0.001483,0.171110,0.215692,0.204072,0.002905,-0.183603,-0.378269,0.042616,0.157334,-0.116649,-0.000197,-0.128030,0.000867,-0.283008,-0.539314,0.094405,-0.318706,0.307562,-0.287909,0.012338,-0.054406,-0.332823,-0.005608,0.153677,-0.006636,0.372628,0.494280,-0.083524,0.027058,-0.485179,-0.469982,0.352234,0.407212,0.205891,-0.135589,0.587633,-0.044217,0.104479,0.219265,-0.386550,-0.009567,-0.092335,0.018435,0.287790,0.395271,-0.511282,-0.062689,0.267315,0.299518,-0.497376,0.604421,0.318049,-0.314032,-0.439425,0.109064,0.066764,0.166472,-0.013012,0.078666,0.608481,0.445102,0.031391,-0.245175,0.004860,0.203244,0.006840,0.505247,0.093034,-0.074300,0.498459,0.452908,0.285501,-0.377857,0.359127,-0.373477,0.067524,-0.251035,-0.202117,-0.004378,-0.123616,-0.003086,-0.231240,0.428529,-0.032984,0.037424,-0.497197,-0.553595,0.093809,0.162765,-0.393588,0.581362,-0.020462,0.021840,0.057697,-0.187197,0.315931,-0.001809,0.450276,-0.139860,0.220058,-0.499696,0.062812,0.332362,0.599415,0.040721,-0.342555,0.010477,0.035485,-0.151384,0.198070,-0.415302,0.320047,-0.125298,0.022005,0.103927,0.176238,-0.075719
78,11.980000,-0.006838,0.009657,-0.309509,0.155229,-0.058888,-0.298108,-0.362120,-0.387489,0.172693,-0.172721,0.010685,-0.003558,0.033253,0.231057,0.147471,0.001552,-0.266127,-0.367162,0.081587,0.168654,-0.085384,-0.000003,-0.229383,0.001561,-0.193083,-0.494621,0.138908,-0.379856,0.356246,-0.350189,-0.122110,-0.051233,-0.326021,-0.006106,0.188756,-0.038629,0.409773,0.496495,-0.027803,0.029525,-0.416182,-0.451037,0.469321,0.450939,0.296059,-0.170124,0.433201,-0.025162,0.054959,0.172208,-0.447053,-0.010465,-0.005615,0.026766,0.256187,0.349148,-0.490356,-0.062960,0.268712,0.322772,-0.380575,0.615008,0.303637,-0.302784,-0.462004,0.073636,0.002718,0.156697,-0.032912,0.074697,0.551568,0.492502,0.062391,-0.347040,0.004285,0.230781,-0.000651,0.434462,0.060802,-0.103374,0.450427,0.388017,0.235978,-0.389257,0.354298,-0.387948,0.116238,-0.314039,-0.132475,0.007819,-0.094681,-0.003611,-0.183927,0.359846,0.000772,0.029356,-0.572319,-0.520859,0.123785,0.132104,-0.383541,0.537961,-0.039383,0.034510,0.053513,-0.215970,0.273208,-0.001711,0.381988,-0.175663,0.238499,-0.548628,0.065443,0.217689,0.500527,0.064782,-0.218072,-0.000024,0.036944,-0.119800,0.105067,-0.407750,0.261323,0.092794,0.018303,0.060236,0.163286,-0.070510
79,12.000000,0.021624,0.003720,-0.331573,0.138744,-0.038598,-0.255188,-0.365982,-0.327761,0.248906,-0.296167,0.011441,-0.004061,-0.031798,0.239242,0.101786,0.000117,-0.357165,-0.367584,0.124818,0.153233,-0.047290,0.000008,-0.283698,0.001569,0.018000,-0.393740,0.162190,-0.428843,0.359199,-0.414914,-0.219249,-0.051052,-0.271501,-0.006760,0.206540,-0.085814,0.449171,0.430486,-0.010326,0.033992,-0.336984,-0.442742,0.490443,0.481982,0.440588,-0.185021,0.249713,-0.032546,0.033206,0.159610,-0.444529,-0.010555,0.043036,0.044147,0.238348,0.274727,-0.449844,-0.085949,0.282191,0.300590,-0.329529,0.611928,0.225288,-0.269908,-0.486600,0.063674,0.030261,0.175889,-0.071938,0.037595,0.481958,0.511049,0.098991,-0.433686,0.009824,0.238724,-0.013449,0.339652,-0.010639,-0.144497,0.431828,0.335365,0.213524,-0.406907,0.409899,-0.394264,0.096792,-0.344929,-0.067985,0.009705,-0.076188,-0.005102,-0.124315,0.271623,0.002050,0.025815,-0.601169,-0.437134,0.196676,0.161977,-0.420612,0.422281,-0.092961,0.054608,0.059576,-0.224136,0.203241,-0.001659,0.302020,-0.202824,0.270289,-0.557814,0.081130,0.181559,0.410465,0.074815,-0.137254,-0.000771,0.032518,-0.062398,0.075461,-0.381702,0.160062,0.223649,0.009357,0.066117,0.185556,-0.094430
80,12.020000,0.053066,0.000984,-0.272765,0.159131,-0.026169,-0.241435,-0.367745,-0.275464,0.244298,-0.421982,0.010602,-0.004625,-0.074369,0.248653,0.077012,-0.000672,-0.374072,-0.355796,0.148159,0.136630,-0.006201,0.000010,-0.243197,0.001507,0.239513,-0.341925,0.129174,-0.501896,0.332175,-0.477304,-0.233120,-0.056463,-0.236658,-0.006200,0.181959,-0.160128,0.479179,0.381810,-0.006063,0.036802,-0.259264,-0.451080,0.461395,0.483982,0.518958,-0.224719,0.130263,-0.059521,0.024175,0.179759,-0.446167,-0.008165,0.054986,0.073623,0.190938,0.261191,-0.420608,-0.106550,0.336427,0.279697,-0.273197,0.611890,0.146203,-0.207504,-0.513939,0.065931,0.050460,0.171388,-0.111304,-0.026270,0.468627,0.495018,0.095394,-0.493445,0.020531,0.224089,-0.034646,0.280427,-0.066008,-0.214843,0.429668,0.241320,0.254286,-0.415429,0.424809,-0.385844,0.042277,-0.387525,-0.014493,0.016839,-0.060579,-0.010273,-0.050431,0.185313,-0.001491,0.021054,-0.592689,-0.368689,0.263339,0.210667,-0.427800,0.372907,-0.173157,0.086478,0.064900,-0.196751,0.165514,-0.000694,0.270112,-0.232610,0.293766,-0.565311,0.120204,0.192576,0.378254,0.063346,-0.135799,-0.000396,0.036731,-0.008952,0.081963,-0.369911,0.085513,0.302012,0.002606,0.091924,0.222741,-0.133273
81,12.040000,0.107908,-0.001799,-0.163901,0.188726,-0.013642,-0.196549,-0.430315,-0.237408,0.263322,-0.507818,0.006406,-0.005865,-0.074727,0.258036,0.059366,0.000976,-0.374354,-0.346546,0.166639,0.139585,-0.024091,-0.000030,-0.134484,0.001564,0.408934,-0.308341,0.110345,-0.561564,0.350680,-0.466582,-0.177625,-0.053390,-0.198455,-0.003684,0.141911,-0.237558,0.502755,0.359751,-0.006243,0.039702,-0.185846,-0.476271,0.389141,0.459884,0.547304,-0.281744,0.019886,-0.095284,0.011830,0.217594,-0.401217,-0.004992,0.070780,0.102698,0.143209,0.270406,-0.383864,-0.106792,0.411523,0.214423,-0.259944,0.603641,0.090544,-0.139360,-0.537518,0.065130,0.069069,0.164283,-0.155729,-0.094709,0.476945,0.500432,0.067811,-0.514175,0.033988,0.199838,-0.052897,0.257643,-0.103522,-0.305770,0.431113,0.245438,0.301078,-0.433878,0.420285,-0.378184,-0.065083,-0.395124,0.027671,0.007991,-0.046528,-0.013916,-0.020968,0.147681,0.008583,0.019632,-0.590899,-0.333490,0.253944,0.246329,-0.375738,0.334866,-0.265440,0.130155,0.065113,-0.164602,0.137943,-0.000285,0.238833,-0.252079,0.279009,-0.586098,0.165934,0.187392,0.338369,0.025629,-0.177275,-0.000214,0.047596,0.043226,0.071197,-0.341910,0.039905,0.360422,0.001018,0.106727,0.231234,-0.142295
82,12.060000,0.204100,-0.005052,-0.100945,0.198025,-0.001814,-0.142785,-0.513425,-0.216236,0.287579,-0.526192,-0.001141,-0.010113,-0.048405,0.270465,0.024293,0.003328,-0.329803,-0.363643,0.178322,0.149790,-0.075672,-0.000090,-0.008862,0.001495,0.508128,-0.244973,0.093702,-0.600580,0.351673,-0.439497,-0.063222,-0.047547,-0.174720,-0.001596,0.114168,-0.287095,0.520299,0.382551,-0.008303,0.039562,-0.121720,-0.504437,0.326398,0.446876,0.559751,-0.305836,-0.122283,-0.140603,0.003470,0.292844,-0.374710,0.000950,0.095314,0.105478,0.086422,0.312230,-0.369798,-0.091284,0.458337,0.136633,-0.233144,0.599074,0.058465,-0.083110,-0.548708,0.066178,0.051032,0.144035,-0.203931,-0.132116,0.497526,0.502154,0.047554,-0.509201,0.028118,0.169679,-0.064925,0.252130,-0.125792,-0.388118,0.431482,0.303879,0.337397,-0.458733,0.383849,-0.343541,-0.180376,-0.373164,0.058959,-0.003378,-0.035894,-0.012662,0.025571,0.171686,0.022029,0.021230,-0.582345,-0.346595,0.276188,0.244428,-0.300873,0.325170,-0.337305,0.183557,0.073672,-0.107581,0.129280,-0.000053,0.250504,-0.293838,0.250208,-0.597323,0.241183,0.169238,0.262470,-0.038016,-0.235270,-0.000107,0.060806,0.108709,0.075097,-0.291846,-0.004530,0.394710,-0.003853,0.099141,0.206960,-0.117943
83,12.080000,0.289280,-0.010757,-0.071806,0.169882,0.013972,-0.098809,-0.576910,-0.227803,0.304088,-0.526233,-0.022977,-0.018658,-0.025654,0.285098,-0.004454,0.003826,-0.225285,-0.395069,0.171121,0.157098,-0.115191,-0.000178,0.083633,0.001515,0.540665,-0.118997,0.097199,-0.622495,0.262890,-0.381793,0.060962,-0.034799,-0.171775,0.000607,0.102921,-0.315194,0.494960,0.387503,-0.013129,0.037724,-0.071719,-0.513249,0.304660,0.422816,0.538243,-0.285253,-0.245753,-0.192309,0.000981,0.350494,-0.388365,0.025399,0.119143,0.113977,0.049601,0.397921,-0.370414,-0.051266,0.488785,0.080064,-0.211937,0.588894,0.045751,-0.023074,-0.537532,0.072361,0.014276,0.132474,-0.264589,-0.132373,0.502036,0.516802,0.043846,-0.487542,-0.020552,0.151032,-0.069340,0.305027,-0.150375,-0.429100,0.421550,0.377935,0.335437,-0.467697,0.298609,-0.303787,-0.255102,-0.378334,0.065225,-0.005328,-0.024848,-0.010222,0.048424,0.161165,0.036494,0.026007,-0.555889,-0.368711,0.264942,0.207311,-0.268108,0.354241,-0.375109,0.264830,0.074536,-0.037893,0.129465,0.000237,0.249683,-0.340551,0.196653,-0.586347,0.336999,0.161375,0.207711,-0.123864,-0.287466,0.000100,0.072388,0.202312,0.076767,-0.271263,-0.029843,0.413280,-0.016800,0.057633,0.161576,-0.093005
84,12.100000,0.341217,-0.015838,-0.097024,0.085639,0.038363,-0.045157,-0.577112,-0.236500,0.359278,-0.551012,-0.056647,-0.028046,-0.071789,0.307676,-0.010176,0.004415,-0.131370,-0.421470,0.141085,0.172340,-0.124975,-0.000178,0.094587,0.000676,0.557479,-0.034330,0.135848,-0.616610,0.096946,-0.361354,0.144628,-0.024770,-0.283193,0.000851,0.160296,-0.304673,0.408743,0.316600,-0.014176,0.051287,-0.023726,-0.503014,0.401126,0.338654,0.457352,-0.152515,-0.255662,-0.176805,-0.001469,0.311264,-0.395857,0.091864,0.135564,0.081745,0.066197,0.391802,-0.406420,-0.016500,0.485898,0.061052,-0.212686,0.552498,0.045453,-0.048501,-0.487575,0.105512,-0.018588,0.121727,-0.340930,-0.122307,0.540376,0.527541,0.043639,-0.427563,-0.087148,0.127640,-0.076162,0.367717,-0.225837,-0.415482,0.373218,0.519542,0.262198,-0.416340,0.155042,-0.350157,-0.195536,-0.432983,0.144017,-0.007882,-0.009172,-0.008768,0.044164,0.062372,0.038713,0.028284,-0.442113,-0.415596,0.250948,0.169578,-0.325236,0.350667,-0.345425,0.350477,0.061723,0.007337,0.150250,-0.000070,0.252972,-0.411916,0.138223,-0.456035,0.425820,0.161059,0.177594,-0.229175,-0.282192,-0.000180,0.077639,0.320869,0.138689,-0.297719,-0.062622,0.436368,-0.018246,0.084243,0.116889,-0.082283
85,12.120000,0.420280,-0.017686,-0.108066,-0.026616,0.080875,-0.015674,-0.569177,-0.253962,0.425451,-0.504487,-0.086105,-0.033684,-0.043474,0.339942,-0.057984,-0.000488,-0.107894,-0.497721,0.095385,0.178130,-0.101824,-0.000128,0.080038,-0.001960,0.514598,0.016192,0.185732,-0.608056,-0.058336,-0.333101,0.206649,-0.019214,-0.360589,0.000278,0.216125,-0.331289,0.332158,0.306875,-0.008942,0.081381,0.006853,-0.485617,0.435433,0.337069,0.411014,-0.086687,-0.235240,-0.171236,-0.004442,0.199652,-0.351904,0.203485,0.107591,0.061345,0.085868,0.380570,-0.431145,-0.007967,0.453526,0.042682,-0.186985,0.523288,0.057030,-0.076306,-0.413236,0.123770,-0.012204,0.119465,-0.413519,-0.107844,0.586049,0.543859,0.039836,-0.298899,-0.118364,0.120369,-0.088742,0.384710,-0.293747,-0.345331,0.351995,0.589158,0.231772,-0.361731,0.062835,-0.397346,-0.198995,-0.467593,0.174165,-0.020588,-0.013098,-0.007108,-0.007485,-0.006985,0.046655,0.040415,-0.301111,-0.436768,0.238784,0.160578,-0.354200,0.339002,-0.327184,0.348606,0.072089,0.025848,0.162150,-0.001554,0.267723,-0.499217,0.134296,-0.337894,0.475528,0.187143,0.134450,-0.288884,-0.306405,-0.001096,0.083653,0.413890,0.155723,-0.293309,-0.092042,0.434859,-0.029893,0.084844,0.132477,-0.068050
86,12.140000,0.486291,-0.022579,-0.066270,-0.090949,0.098876,0.002451,-0.548380,-0.261453,0.427264,-0.449813,-0.082468,-0.037608,0.021549,0.389986,-0.122215,-0.013151,-0.100205,-0.547557,0.064271,0.168512,-0.068631,-0.000057,0.059159,-0.004313,0.438390,0.038985,0.223653,-0.572706,-0.154370,-0.316529,0.216052,-0.017390,-0.361844,-0.001108,0.233166,-0.377320,0.358746,0.332272,-0.004650,0.111827,0.034268,-0.452821,0.408634,0.265462,0.430460,-0.079673,-0.180861,-0.207211,-0.006228,0.022584,-0.344023,0.244519,0.037541,0.044790,0.081417,0.380328,-0.465771,-0.005831,0.467509,0.039819,-0.197393,0.434770,0.064369,-0.096353,-0.341625,0.117083,0.013861,0.106108,-0.419756,-0.102038,0.591045,0.543060,0.022108,-0.223457,-0.099724,0.136465,-0.099969,0.361498,-0.303556,-0.255328,0.367754,0.588405,0.246219,-0.326514,0.056007,-0.415465,-0.270198,-0.449151,0.156701,-0.030428,-0.030053,-0.007410,-0.054544,-0.036600,0.055375,0.072180,-0.200969,-0.432538,0.210065,0.176493,-0.329725,0.358133,-0.290387,0.237023,0.088588,0.010142,0.135667,-0.002399,0.264227,-0.492129,0.141050,-0.320108,0.492881,0.208778,0.118464,-0.268423,-0.349738,-0.001628,0.079494,0.421710,0.100010,-0.312202,-0.085652,0.408097,-0.048873,0.055309,0.174372,-0.064406
87,12.160000,0.519527,-0.028522,-0.102439,-0.007712,0.114107,0.008987,-0.467171,-0.256385,0.376518,-0.426655,-0.071778,-0.036981,0.119095,0.457962,-0.136561,-0.022473,0.017426,-0.493991,0.046294,0.208029,-0.063339,-0.000133,0.035239,-0.008533,0.441886,0.036451,0.174265,-0.570527,-0.110698,-0.238437,0.176334,-0.020937,-0.365638,-0.001965,0.208199,-0.397540,0.361912,0.364237,-0.008821,0.137143,0.044359,-0.403452,0.334980,0.223270,0.444021,-0.081859,-0.267820,-0.274994,-0.007000,-0.128025,-0.324674,0.234071,0.045533,0.031700,0.101163,0.434099,-0.419669,-0.011108,0.419687,0.038045,-0.173922,0.399339,0.056652,-0.068746,-0.340934,0.125050,0.022122,0.099623,-0.410495,-0.129716,0.612966,0.498466,0.004861,-0.249100,-0.082478,0.258667,-0.118566,0.461982,-0.283824,-0.236348,0.362524,0.505724,0.225873,-0.278852,0.061710,-0.394057,-0.186455,-0.491109,0.111571,-0.032178,-0.032948,-0.007464,-0.019822,-0.128012,0.044934,0.101215,-0.153438,-0.351742,0.226389,0.197571,-0.345410,0.310224,-0.273017,0.247874,0.083119,0.093385,0.110444,-0.003806,0.346598,-0.447756,0.226109,-0.388400,0.444911,0.195988,0.183470,-0.253986,-0.358931,-0.002950,0.079842,0.347084,0.017700,-0.355662,-0.280139,0.389192,-0.072707,0.080399,0.237997,-0.049157
88,12.180000,0.517052,-0.014300,-0.123187,0.029724,0.135679,0.010317,-0.505632,-0.246031,0.402965,-0.434129,-0.062755,-0.031230,0.185281,0.543352,-0.153274,-0.019600,0.011833,-0.468161,0.010741,0.248431,-0.078355,-0.000027,-0.115056,-0.013523,0.465291,0.031669,0.157405,-0.566981,-0.011741,-0.153946,0.151199,-0.023643,-0.375235,-0.001612,0.179703,-0.395643,0.391796,0.387542,-0.011630,0.135709,-0.016692,-0.416562,0.318029,0.235533,0.395365,-0.083628,-0.327571,-0.211652,-0.009353,-0.171707,-0.288171,0.265225,0.057580,0.031045,0.160878,0.494128,-0.429785,-0.013165,0.334484,0.035121,-0.198086,0.363049,0.043335,-0.052474,-0.320163,0.114243,0.032605,0.076916,-0.359421,-0.178257,0.582005,0.506907,0.006380,-0.268837,-0.051279,0.264176,-0.140612,0.526868,-0.196839,-0.216341,0.405766,0.479116,0.180305,-0.276503,0.083682,-0.324845,-0.063138,-0.482055,0.092087,-0.045187,-0.041475,-0.007452,-0.032579,-0.126627,0.039498,0.140717,-0.173450,-0.357597,0.289411,0.174452,-0.321638,0.289493,-0.249735,0.263310,0.097563,0.115431,0.103561,-0.006569,0.399441,-0.377268,0.201746,-0.322181,0.418943,0.179188,0.225242,-0.206441,-0.341086,-0.002532,0.076471,0.328608,-0.012162,-0.451556,-0.358017,0.390671,-0.116700,0.059951,0.253740,-0.048143
