inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015,v0016,v0017,v0018,v0019,v0020,v0021,v0022,v0023,v0024,v0025,v0026,v0027,v0028,v0029,v0030,v0031,v0032,v0033,v0034,v0035,v0036,v0037,v0038,v0039,v0040,v0041,v0042,v0043,v0044,v0045,v0046,v0047,v0048,v0049,v0050,v0051,v0052,v0053,v0054,v0055,v0056,v0057,v0058,v0059,v0060,v0061,v0062,v0063,v0064,v0065,v0066,v0067,v0068,v0069,v0070,v0071,v0072,v0073,v0074,v0075,v0076,v0077,v0078,v0079,v0080,v0081,v0082,v0083,v0084,v0085,v0086,v0087,v0088,v0089,v0090,v0091,v0092,v0093,v0094,v0095,v0096,v0097,v0098,v0099,v0100,v0101,v0102,v0103,v0104,v0105,v0106,v0107,v0108,v0109,v0110,v0111,v0112,v0113,v0114,v0115,v0116,v0117,v0118,v0119,v0120,v0121,v0122,v0123,v0124,v0125,v0126,v0127
273,15.880000,-0.101657,-0.029008,-0.167867,0.066444,-0.086460,0.084866,-0.379722,-0.376791,0.367037,-0.169000,0.012240,-0.014084,0.053074,0.596541,0.031204,0.000126,-0.100764,-0.346795,0.222938,0.051918,0.093765,0.000896,-0.292549,-0.053029,-0.099802,-0.074189,0.187511,-0.076010,0.143673,-0.175306,0.054268,-0.103263,-0.287607,-0.022291,0.267847,0.001547,-0.032298,0.320195,-0.018522,-0.029566,-0.567208,-0.264893,0.273803,0.006618,0.412859,-0.257638,0.161142,-0.164693,-0.187464,-0.544022,-0.265642,-0.093406,0.135121,0.006790,0.303890,0.432828,-0.316780,-0.170223,0.236822,-0.073596,-0.289551,-0.030141,0.286433,0.011417,0.263007,-0.002659,0.097163,0.018271,0.113766,0.099074,0.321291,0.386724,-0.018528,-0.248336,-0.020238,0.199670,-0.001587,0.245803,0.251230,-0.057817,0.392819,0.297298,0.326544,-0.094987,0.360367,-0.301795,-0.046758,-0.367637,0.160627,-0.011984,-0.051509,0.002821,0.100934,0.059936,0.026632,0.206008,-0.064123,-0.304369,0.187160,0.276727,-0.383256,0.311516,-0.218168,0.170017,0.122198,-0.075381,0.148303,-0.008689,0.058890,0.010972,0.243744,-0.323447,0.062011,-0.002493,0.188111,-0.026203,-0.283543,0.259855,-0.001096,-0.017424,0.035439,-0.363074,-0.011978,0.171295,-0.012745,0.007854,0.108679,-0.005688
274,15.900000,-0.100813,-0.029669,-0.166817,0.065885,-0.084601,0.085858,-0.380472,-0.377717,0.362206,-0.173744,0.014096,-0.014359,0.054296,0.597893,0.029974,0.000275,-0.099490,-0.346738,0.221766,0.051942,0.096987,0.000859,-0.292573,-0.053561,-0.098628,-0.073573,0.187774,-0.076366,0.143811,-0.176672,0.053629,-0.103389,-0.284435,-0.022888,0.267947,0.002105,-0.033069,0.320306,-0.018440,-0.023263,-0.566690,-0.267932,0.273238,0.005747,0.407893,-0.253739,0.159727,-0.165972,-0.187062,-0.540147,-0.265206,-0.094911,0.136713,0.007062,0.297385,0.436943,-0.316895,-0.175098,0.238635,-0.073294,-0.286520,-0.031054,0.285735,0.011426,0.268568,-0.002859,0.095052,0.018268,0.114083,0.100232,0.322057,0.385087,-0.018181,-0.248448,-0.022451,0.199413,-0.001793,0.240590,0.253247,-0.058458,0.389464,0.296129,0.328399,-0.094936,0.360738,-0.298842,-0.046209,-0.368172,0.158719,-0.011894,-0.051318,0.002544,0.098942,0.060002,0.028047,0.205906,-0.066266,-0.303797,0.183222,0.273893,-0.382931,0.309150,-0.217702,0.172777,0.122013,-0.076318,0.148444,-0.008913,0.060349,0.005630,0.242338,-0.323801,0.065177,-0.002338,0.188364,-0.026022,-0.282830,0.261577,-0.001132,-0.018601,0.035304,-0.363994,-0.015406,0.172178,-0.012797,0.008839,0.108251,-0.005982
275,15.920000,-0.094621,-0.028264,-0.167786,0.064454,-0.068111,0.079341,-0.380711,-0.374843,0.377752,-0.174248,0.008787,-0.013529,0.053069,0.578723,0.033221,0.000098,-0.096492,-0.351887,0.225538,0.052537,0.096402,0.000908,-0.293253,-0.055032,-0.098975,-0.075378,0.191056,-0.069471,0.144858,-0.173040,0.053997,-0.104322,-0.284271,-0.022038,0.262193,0.002614,-0.029921,0.319508,-0.018726,-0.032236,-0.571105,-0.265123,0.272773,0.003761,0.409858,-0.251146,0.156339,-0.162721,-0.189725,-0.541352,-0.264263,-0.096316,0.136171,0.006462,0.303985,0.427266,-0.315036,-0.158711,0.238815,-0.071290,-0.291712,-0.022448,0.284866,0.010425,0.269727,-0.003341,0.097665,0.021693,0.110232,0.099473,0.319195,0.382885,-0.018997,-0.248915,-0.022723,0.199849,-0.002536,0.239104,0.244159,-0.057101,0.384787,0.292837,0.329501,-0.096363,0.361415,-0.294660,-0.048046,-0.361749,0.158801,-0.012451,-0.051901,0.003877,0.102817,0.058726,0.029198,0.201446,-0.064429,-0.296624,0.174891,0.265846,-0.379382,0.312850,-0.218319,0.166362,0.121397,-0.075753,0.143025,-0.009270,0.064869,0.003247,0.235630,-0.320800,0.066770,-0.002444,0.186436,-0.025592,-0.282367,0.255210,-0.000840,-0.017049,0.035593,-0.366986,-0.018310,0.173041,-0.012630,0.004281,0.107226,-0.005644
276,15.940000,-0.093131,-0.027443,-0.168574,0.063435,-0.068320,0.080648,-0.373427,-0.371298,0.378897,-0.174031,0.007484,-0.014051,0.051815,0.571117,0.034315,0.000074,-0.087500,-0.349717,0.226223,0.053294,0.097141,0.000865,-0.293278,-0.053917,-0.099284,-0.075432,0.190670,-0.068166,0.146637,-0.175340,0.053900,-0.107574,-0.288282,-0.022548,0.256064,0.002876,-0.030254,0.315864,-0.019723,-0.044372,-0.574909,-0.266679,0.272875,0.001700,0.405906,-0.253771,0.159920,-0.167471,-0.190900,-0.541558,-0.270658,-0.095804,0.137414,0.006632,0.305873,0.424501,-0.312375,-0.154229,0.240911,-0.071316,-0.291910,-0.015379,0.280817,0.012428,0.277059,-0.003868,0.095708,0.026818,0.110546,0.098241,0.320678,0.378246,-0.020087,-0.252314,-0.022952,0.203251,-0.002993,0.245154,0.248862,-0.056581,0.382084,0.291392,0.327391,-0.095371,0.359432,-0.291265,-0.044208,-0.361300,0.157389,-0.013510,-0.050390,-0.003216,0.101217,0.055869,0.030750,0.200292,-0.064364,-0.293620,0.176432,0.268278,-0.383706,0.312866,-0.219690,0.173011,0.120018,-0.074390,0.142648,-0.009343,0.069383,0.003123,0.239401,-0.324543,0.068838,-0.001622,0.188043,-0.027414,-0.287004,0.251804,-0.000256,-0.016080,0.038045,-0.367315,-0.019048,0.171110,-0.013120,0.006276,0.108428,-0.005718
277,15.960000,-0.099131,-0.027614,-0.167430,0.065993,-0.086405,0.083724,-0.376723,-0.371673,0.371837,-0.170444,0.011004,-0.014335,0.055232,0.591816,0.029696,0.000609,-0.101178,-0.348184,0.225693,0.053243,0.095883,0.000860,-0.291039,-0.050868,-0.101532,-0.065982,0.186414,-0.075780,0.149326,-0.176883,0.052697,-0.109127,-0.286777,-0.023300,0.262324,0.003099,-0.031678,0.317842,-0.019127,-0.045244,-0.571871,-0.271597,0.275122,0.001647,0.407273,-0.255981,0.164476,-0.166499,-0.190510,-0.543360,-0.267358,-0.093906,0.138251,0.007101,0.309667,0.428741,-0.316285,-0.161136,0.239625,-0.074251,-0.289580,-0.018662,0.283421,0.012267,0.268181,-0.004159,0.100700,0.029626,0.116780,0.097194,0.325693,0.385149,-0.019848,-0.249856,-0.021297,0.197952,-0.002567,0.250683,0.253097,-0.059114,0.395686,0.298196,0.323483,-0.097353,0.360631,-0.296959,-0.042719,-0.365567,0.158030,-0.013315,-0.051168,-0.003142,0.097359,0.057830,0.028333,0.205144,-0.067157,-0.300723,0.193950,0.279481,-0.387374,0.308057,-0.222556,0.178241,0.123189,-0.076158,0.147385,-0.009083,0.062026,0.009905,0.244950,-0.321076,0.070737,-0.000905,0.188164,-0.029041,-0.288130,0.257555,-0.000147,-0.017841,0.037595,-0.362584,-0.014509,0.169923,-0.012963,0.009694,0.108090,-0.006074
278,15.980000,-0.095466,-0.028056,-0.171827,0.064321,-0.072916,0.081817,-0.379165,-0.371209,0.370415,-0.168582,0.009160,-0.014259,0.056121,0.583081,0.029115,0.000105,-0.096219,-0.345618,0.225405,0.052354,0.097486,0.000851,-0.291758,-0.054912,-0.103413,-0.072859,0.192382,-0.072379,0.148337,-0.173230,0.055517,-0.105609,-0.281151,-0.022166,0.263778,0.002664,-0.030521,0.319378,-0.019298,-0.032995,-0.572052,-0.273416,0.273896,0.001237,0.405449,-0.251590,0.161814,-0.163743,-0.189988,-0.550904,-0.262976,-0.094499,0.136479,0.006902,0.304198,0.431720,-0.313728,-0.156994,0.240065,-0.071849,-0.293296,-0.015684,0.284157,0.009584,0.266447,-0.004064,0.102993,0.029200,0.112369,0.098904,0.320334,0.382351,-0.019947,-0.246329,-0.020134,0.198766,-0.002187,0.244243,0.249494,-0.055739,0.385521,0.293677,0.328689,-0.096038,0.359217,-0.294665,-0.045437,-0.361473,0.161528,-0.013318,-0.050450,-0.000861,0.095657,0.058016,0.027087,0.203112,-0.063475,-0.301227,0.186598,0.270279,-0.379353,0.310078,-0.220328,0.168586,0.124605,-0.077363,0.147222,-0.009195,0.064161,0.007208,0.235943,-0.321233,0.071976,-0.000920,0.185789,-0.027930,-0.284063,0.257277,-0.000097,-0.016901,0.036265,-0.365568,-0.013944,0.176965,-0.012681,0.006409,0.109393,-0.005846
279,16.000000,-0.094676,-0.028699,-0.169895,0.064650,-0.079072,0.083783,-0.376901,-0.373709,0.371211,-0.171364,0.010146,-0.014397,0.055400,0.587357,0.026347,-0.000293,-0.097261,-0.349748,0.223441,0.052441,0.099799,0.000869,-0.292156,-0.053241,-0.105804,-0.073814,0.190662,-0.073586,0.145931,-0.174793,0.053815,-0.109927,-0.281274,-0.022793,0.263760,0.002700,-0.032591,0.321189,-0.020017,-0.031075,-0.572859,-0.273705,0.274301,0.000406,0.407123,-0.253531,0.164617,-0.166068,-0.190712,-0.547305,-0.265713,-0.096639,0.137480,0.007151,0.300379,0.432541,-0.313269,-0.166050,0.240685,-0.073765,-0.290146,-0.015163,0.282356,0.008074,0.268366,-0.004444,0.100494,0.029212,0.115154,0.102403,0.320534,0.381003,-0.019681,-0.246211,-0.018550,0.199878,-0.002672,0.245742,0.250375,-0.057188,0.389505,0.292266,0.331013,-0.095675,0.359904,-0.289656,-0.045291,-0.360170,0.158857,-0.012366,-0.050956,0.000079,0.089306,0.058902,0.026681,0.203745,-0.065371,-0.301580,0.190437,0.271702,-0.381141,0.309586,-0.220759,0.173137,0.124883,-0.077476,0.145495,-0.008945,0.064601,0.005756,0.238159,-0.321169,0.074053,-0.001268,0.186633,-0.027473,-0.283124,0.259942,-0.001021,-0.018413,0.034098,-0.362407,-0.015855,0.178301,-0.013238,0.005982,0.108549,-0.006081
280,16.020000,-0.094765,-0.027964,-0.170552,0.067933,-0.080145,0.087639,-0.374866,-0.371475,0.368489,-0.173247,0.013152,-0.014564,0.056038,0.593039,0.026402,-0.000028,-0.101963,-0.350566,0.224009,0.052224,0.095805,0.000842,-0.293714,-0.051743,-0.107152,-0.063663,0.187721,-0.074306,0.149891,-0.177561,0.053937,-0.110812,-0.284241,-0.022910,0.262537,0.003129,-0.031385,0.317647,-0.019975,-0.033657,-0.572514,-0.275441,0.273959,-0.000327,0.407879,-0.260693,0.162784,-0.165318,-0.193779,-0.552025,-0.267918,-0.097102,0.137005,0.007199,0.302905,0.426973,-0.315224,-0.163693,0.241714,-0.073138,-0.291182,-0.016311,0.285401,0.008870,0.268834,-0.004384,0.101076,0.030646,0.117819,0.103227,0.322548,0.384382,-0.020229,-0.246275,-0.023509,0.198720,-0.002743,0.245520,0.244491,-0.059454,0.390886,0.295772,0.328326,-0.097922,0.362263,-0.293813,-0.044226,-0.362585,0.159257,-0.011986,-0.051526,0.001124,0.089877,0.059975,0.025694,0.202774,-0.066190,-0.299910,0.203072,0.273059,-0.381958,0.308541,-0.222705,0.175258,0.126014,-0.077547,0.146492,-0.008794,0.063773,0.002845,0.240654,-0.322511,0.076206,-0.001361,0.188562,-0.024943,-0.284224,0.260308,-0.000850,-0.020524,0.035706,-0.363373,-0.013544,0.178905,-0.012785,0.006077,0.106849,-0.006115
281,16.040000,-0.094835,-0.027877,-0.170603,0.067578,-0.080325,0.088085,-0.373914,-0.372966,0.364092,-0.175361,0.011176,-0.014983,0.055239,0.590063,0.024991,-0.000429,-0.098269,-0.345227,0.221671,0.052098,0.097236,0.000790,-0.291176,-0.052935,-0.106057,-0.066828,0.188002,-0.076454,0.147356,-0.177955,0.053055,-0.109258,-0.284712,-0.022280,0.267371,0.003045,-0.031667,0.318558,-0.019243,-0.030395,-0.570021,-0.279534,0.274175,-0.000362,0.406201,-0.258558,0.159566,-0.166012,-0.192240,-0.553602,-0.267819,-0.095910,0.136790,0.007632,0.301161,0.433469,-0.312691,-0.169309,0.240073,-0.073006,-0.291691,-0.017375,0.284108,0.010524,0.270404,-0.004206,0.099460,0.031317,0.118990,0.104114,0.321339,0.379849,-0.020137,-0.246511,-0.021845,0.199591,-0.002059,0.246520,0.249243,-0.058437,0.387331,0.291562,0.327477,-0.095524,0.358464,-0.293850,-0.043794,-0.360680,0.159187,-0.011413,-0.050832,0.001305,0.085715,0.058498,0.025622,0.203012,-0.065765,-0.300480,0.199714,0.269301,-0.382432,0.309675,-0.221203,0.176679,0.126123,-0.077025,0.146557,-0.008717,0.063668,0.003564,0.241461,-0.326031,0.076193,-0.001294,0.191398,-0.025009,-0.284022,0.262896,-0.001536,-0.020342,0.036390,-0.362143,-0.014343,0.181917,-0.013308,0.007229,0.107873,-0.006461
282,16.060000,-0.094708,-0.027713,-0.171522,0.066841,-0.081295,0.086026,-0.373206,-0.373190,0.366149,-0.176740,0.011325,-0.015013,0.055909,0.588570,0.024186,-0.000399,-0.102292,-0.347470,0.222838,0.052403,0.094457,0.000800,-0.290338,-0.052836,-0.105733,-0.063481,0.187600,-0.076515,0.148345,-0.177387,0.052336,-0.109962,-0.284605,-0.022418,0.264676,0.003716,-0.031474,0.318296,-0.019379,-0.031880,-0.570072,-0.281021,0.275706,-0.000650,0.406612,-0.257595,0.157802,-0.164706,-0.191219,-0.555264,-0.266804,-0.095391,0.138146,0.007476,0.301202,0.430902,-0.314293,-0.166064,0.240559,-0.073312,-0.290060,-0.018503,0.284049,0.011876,0.271907,-0.003883,0.099209,0.031414,0.119824,0.104567,0.321619,0.380978,-0.020238,-0.245435,-0.024666,0.198191,-0.002012,0.244745,0.244870,-0.059226,0.387652,0.290308,0.326098,-0.095832,0.359707,-0.295373,-0.044014,-0.361209,0.159129,-0.011004,-0.051294,0.003253,0.085054,0.058526,0.026203,0.202761,-0.066228,-0.299919,0.206798,0.269425,-0.383011,0.307796,-0.221338,0.178346,0.127401,-0.076063,0.145927,-0.008648,0.061945,0.003287,0.244384,-0.324764,0.076879,-0.001201,0.188206,-0.025062,-0.283579,0.263938,-0.001100,-0.020811,0.034573,-0.359211,-0.015612,0.183842,-0.013156,0.007173,0.107112,-0.006541
283,16.080000,-0.094096,-0.027407,-0.173332,0.066404,-0.083542,0.085836,-0.375259,-0.375698,0.369912,-0.176851,0.009761,-0.015062,0.057530,0.586224,0.023338,-0.000378,-0.101851,-0.348076,0.222742,0.052062,0.093819,0.000799,-0.293545,-0.054739,-0.103123,-0.063453,0.186503,-0.078462,0.148182,-0.175948,0.050305,-0.109704,-0.287289,-0.022311,0.264531,0.004006,-0.033184,0.318987,-0.019232,-0.033882,-0.570974,-0.282315,0.277636,-0.000418,0.406522,-0.259111,0.159457,-0.165323,-0.186539,-0.551782,-0.267519,-0.093630,0.137865,0.007649,0.306059,0.435040,-0.313869,-0.170393,0.238899,-0.074698,-0.291244,-0.019793,0.283830,0.013771,0.265878,-0.003478,0.098108,0.031655,0.121811,0.104558,0.323543,0.382300,-0.020386,-0.243571,-0.025121,0.199322,-0.002263,0.243976,0.247479,-0.058645,0.386808,0.291476,0.326254,-0.096702,0.358543,-0.296688,-0.044276,-0.361745,0.159628,-0.010718,-0.051532,0.005685,0.081460,0.058523,0.025567,0.203218,-0.067687,-0.302105,0.207162,0.270810,-0.384200,0.308959,-0.221162,0.182563,0.127878,-0.078116,0.147517,-0.008654,0.059405,0.008119,0.241323,-0.326702,0.075176,-0.001526,0.189186,-0.025256,-0.286186,0.264313,-0.001373,-0.020547,0.032217,-0.360889,-0.012707,0.183412,-0.013211,0.009081,0.106809,-0.006826
284,16.100000,-0.092668,-0.027750,-0.174492,0.065501,-0.080733,0.089350,-0.372705,-0.375479,0.363164,-0.176467,0.011389,-0.015167,0.056476,0.589292,0.022460,-0.000660,-0.100692,-0.346444,0.221278,0.051987,0.097145,0.000764,-0.292722,-0.053287,-0.102318,-0.057986,0.186615,-0.078482,0.148415,-0.177333,0.049158,-0.110090,-0.287727,-0.022597,0.266897,0.004273,-0.034573,0.318865,-0.019713,-0.030492,-0.571314,-0.286243,0.277727,-0.000298,0.403902,-0.257492,0.158850,-0.164975,-0.192373,-0.552983,-0.269241,-0.092829,0.138885,0.007318,0.300976,0.433588,-0.311746,-0.172425,0.240248,-0.074229,-0.290580,-0.020849,0.282851,0.015182,0.271652,-0.003537,0.095560,0.030063,0.121399,0.105861,0.322628,0.378297,-0.020300,-0.245809,-0.024987,0.200039,-0.002452,0.243492,0.246560,-0.058764,0.386778,0.289161,0.328731,-0.095304,0.356936,-0.295089,-0.044397,-0.364356,0.158939,-0.010126,-0.050784,0.004762,0.078807,0.057093,0.026449,0.202295,-0.067831,-0.300851,0.213272,0.269882,-0.384601,0.310832,-0.221382,0.182461,0.128132,-0.076470,0.148942,-0.008642,0.059388,0.005680,0.241873,-0.326993,0.075479,-0.001140,0.188555,-0.025946,-0.284942,0.265095,-0.001188,-0.020011,0.031918,-0.360491,-0.014237,0.186618,-0.013575,0.009758,0.107144,-0.006971
285,16.120000,-0.092148,-0.028052,-0.175379,0.065666,-0.080336,0.088104,-0.371585,-0.375562,0.364872,-0.177579,0.011302,-0.015156,0.056704,0.589014,0.022738,-0.000716,-0.103322,-0.347102,0.222310,0.052266,0.096980,0.000753,-0.291952,-0.053793,-0.102188,-0.055737,0.186512,-0.079218,0.149060,-0.178905,0.048749,-0.110025,-0.288209,-0.022687,0.270549,0.004570,-0.034276,0.320264,-0.019713,-0.029199,-0.569771,-0.287423,0.278527,0.000024,0.402803,-0.257146,0.160741,-0.164547,-0.191326,-0.553797,-0.268461,-0.092723,0.138502,0.007336,0.301544,0.432112,-0.311618,-0.171274,0.239352,-0.074724,-0.290648,-0.021870,0.283180,0.015455,0.269656,-0.003557,0.096423,0.030028,0.122520,0.106748,0.323635,0.380214,-0.020086,-0.244188,-0.025795,0.198214,-0.002692,0.243007,0.247005,-0.059083,0.386338,0.289684,0.328205,-0.095648,0.355750,-0.295825,-0.045820,-0.364059,0.158777,-0.009771,-0.051124,0.006169,0.076819,0.055881,0.025772,0.201182,-0.067760,-0.302803,0.217139,0.269280,-0.385321,0.309924,-0.221655,0.183905,0.129648,-0.075118,0.148343,-0.008545,0.058082,0.005051,0.240408,-0.326971,0.076061,-0.001052,0.186875,-0.026392,-0.285169,0.264792,-0.000844,-0.020041,0.031385,-0.360115,-0.014319,0.189058,-0.013799,0.010986,0.106709,-0.006867
286,16.140000,-0.088284,-0.026735,-0.177907,0.064310,-0.071132,0.084023,-0.371422,-0.372381,0.369971,-0.180192,0.007597,-0.014815,0.057185,0.579213,0.023766,-0.000660,-0.100995,-0.350476,0.223708,0.052757,0.097527,0.000763,-0.293576,-0.053701,-0.103741,-0.057829,0.191350,-0.075461,0.150752,-0.176879,0.051138,-0.108434,-0.287042,-0.022232,0.264946,0.005072,-0.033133,0.319645,-0.020389,-0.034972,-0.572030,-0.285986,0.277419,-0.001191,0.402344,-0.260339,0.159082,-0.160772,-0.193947,-0.554428,-0.268218,-0.094454,0.136429,0.007090,0.302857,0.425341,-0.309144,-0.164287,0.240328,-0.072730,-0.292252,-0.018503,0.282223,0.016526,0.271786,-0.003754,0.097997,0.031107,0.120183,0.106034,0.322673,0.378363,-0.021388,-0.245713,-0.027461,0.199226,-0.002609,0.241094,0.241642,-0.058685,0.385411,0.285819,0.326507,-0.095362,0.354377,-0.295655,-0.045630,-0.361297,0.161140,-0.010176,-0.050770,0.008257,0.075247,0.054227,0.025558,0.199278,-0.065948,-0.295319,0.203019,0.265059,-0.381851,0.306318,-0.222222,0.180352,0.128780,-0.073084,0.145469,-0.008706,0.059346,0.004211,0.236616,-0.324959,0.075808,-0.000990,0.185630,-0.023491,-0.284661,0.262334,-0.000295,-0.019623,0.030343,-0.362709,-0.017778,0.189565,-0.014121,0.008934,0.105117,-0.006629
287,16.160000,-0.090600,-0.027235,-0.177095,0.063851,-0.083521,0.086512,-0.369021,-0.371401,0.369188,-0.181259,0.009694,-0.015610,0.058807,0.586242,0.020975,-0.000908,-0.100600,-0.346553,0.223697,0.052977,0.097448,0.000729,-0.290641,-0.054287,-0.103882,-0.061096,0.187716,-0.080062,0.148450,-0.181728,0.048530,-0.111671,-0.287073,-0.022673,0.265381,0.004790,-0.034331,0.317728,-0.019867,-0.037035,-0.569077,-0.290651,0.279501,-0.000639,0.402971,-0.260386,0.162577,-0.165593,-0.193959,-0.551911,-0.270357,-0.092641,0.140624,0.007341,0.302103,0.430721,-0.309980,-0.169570,0.239511,-0.076408,-0.288820,-0.020924,0.279187,0.014580,0.263440,-0.003784,0.097388,0.034661,0.125210,0.106172,0.325130,0.376501,-0.021520,-0.244733,-0.024850,0.198996,-0.002097,0.243490,0.254196,-0.058985,0.382542,0.291302,0.326779,-0.094575,0.353021,-0.296950,-0.043225,-0.360903,0.160316,-0.010015,-0.050904,0.007644,0.075936,0.054172,0.025435,0.199058,-0.067026,-0.296961,0.231183,0.268803,-0.388844,0.306789,-0.223547,0.184545,0.126742,-0.073140,0.148065,-0.008611,0.057751,0.007104,0.246149,-0.325982,0.077361,-0.000604,0.186838,-0.025672,-0.286658,0.267894,-0.001016,-0.020224,0.031229,-0.356671,-0.018380,0.189803,-0.014620,0.014155,0.107354,-0.007016
288,16.180000,-0.086406,-0.026628,-0.181932,0.064181,-0.071510,0.084353,-0.372456,-0.370950,0.373477,-0.178842,0.006850,-0.015035,0.058965,0.577785,0.021770,-0.000822,-0.099885,-0.350378,0.223114,0.051963,0.097639,0.000735,-0.295135,-0.056414,-0.105429,-0.055431,0.191445,-0.076543,0.149842,-0.174618,0.048424,-0.110640,-0.288241,-0.022185,0.261903,0.005185,-0.033844,0.317983,-0.020359,-0.037205,-0.572485,-0.290786,0.279234,-0.000905,0.398880,-0.258321,0.161631,-0.162029,-0.194537,-0.553345,-0.269411,-0.092533,0.137621,0.007285,0.304832,0.426255,-0.308122,-0.164825,0.241479,-0.074875,-0.295140,-0.017589,0.281015,0.016165,0.270073,-0.003363,0.099062,0.032528,0.121281,0.105642,0.321356,0.378080,-0.022532,-0.242802,-0.025375,0.199721,-0.002393,0.242047,0.243467,-0.058091,0.383611,0.286617,0.327825,-0.096076,0.351484,-0.294606,-0.045378,-0.363392,0.161504,-0.009684,-0.050805,0.009472,0.070777,0.055069,0.025122,0.196564,-0.066932,-0.295962,0.214208,0.261539,-0.384097,0.309519,-0.224919,0.185363,0.131360,-0.076551,0.145332,-0.008758,0.059227,0.007795,0.237360,-0.324409,0.076287,-0.000650,0.185095,-0.024878,-0.285917,0.262674,-0.001038,-0.019799,0.030093,-0.362015,-0.015708,0.191887,-0.013986,0.012103,0.105238,-0.007077
289,16.200000,-0.088586,-0.026757,-0.179878,0.065330,-0.076348,0.085830,-0.369013,-0.374054,0.367751,-0.179233,0.011027,-0.015415,0.059837,0.587226,0.019370,-0.000752,-0.102267,-0.353567,0.221127,0.052164,0.100543,0.000733,-0.294886,-0.053223,-0.105007,-0.050450,0.190585,-0.077736,0.150018,-0.178507,0.048386,-0.111736,-0.286181,-0.022874,0.265791,0.005616,-0.034521,0.317330,-0.021134,-0.040250,-0.571834,-0.291440,0.279169,-0.001014,0.401787,-0.264832,0.164762,-0.164708,-0.197050,-0.556007,-0.272686,-0.094566,0.139760,0.007327,0.304718,0.424955,-0.308874,-0.163870,0.242308,-0.075968,-0.290685,-0.019290,0.281258,0.014651,0.264536,-0.004091,0.099518,0.036582,0.125925,0.107005,0.323053,0.377691,-0.022948,-0.243046,-0.027249,0.196805,-0.002559,0.243309,0.246152,-0.058691,0.384777,0.290489,0.329128,-0.097306,0.350129,-0.292585,-0.043410,-0.363837,0.161174,-0.009945,-0.050731,0.009532,0.067593,0.053018,0.023292,0.198720,-0.068365,-0.294205,0.219830,0.267741,-0.386327,0.307817,-0.225356,0.185206,0.131193,-0.074299,0.147953,-0.008593,0.058424,0.008952,0.244799,-0.325751,0.080683,-0.000194,0.186102,-0.024063,-0.288398,0.265297,-0.000283,-0.022389,0.030734,-0.359384,-0.017790,0.192472,-0.014792,0.011942,0.105749,-0.007180
290,16.220000,-0.086310,-0.026834,-0.181950,0.063463,-0.071847,0.086147,-0.368747,-0.372467,0.366973,-0.181229,0.009102,-0.015597,0.059818,0.580326,0.019062,-0.000905,-0.101429,-0.349661,0.220233,0.052811,0.102406,0.000700,-0.293819,-0.054043,-0.106513,-0.054032,0.190923,-0.077729,0.150497,-0.176712,0.047981,-0.113672,-0.288123,-0.022302,0.267212,0.005623,-0.034326,0.318072,-0.019903,-0.039812,-0.569031,-0.298463,0.278934,-0.001006,0.397384,-0.259703,0.162463,-0.163630,-0.194980,-0.555468,-0.270739,-0.095255,0.137801,0.007524,0.302097,0.423464,-0.308466,-0.164956,0.241267,-0.074355,-0.293858,-0.018117,0.278870,0.013913,0.265866,-0.003448,0.098677,0.035221,0.124511,0.107486,0.323731,0.375688,-0.023710,-0.241577,-0.027010,0.199711,-0.002877,0.240028,0.246271,-0.058782,0.381740,0.287760,0.327925,-0.095288,0.349381,-0.293784,-0.042179,-0.362595,0.161287,-0.009316,-0.050616,0.010425,0.067857,0.053933,0.025223,0.196283,-0.067975,-0.293563,0.215604,0.262887,-0.388177,0.307394,-0.223786,0.184211,0.132025,-0.076435,0.146427,-0.008671,0.060803,0.004598,0.240508,-0.323779,0.080596,0.000161,0.185430,-0.025275,-0.287485,0.266571,-0.001360,-0.022480,0.032363,-0.362082,-0.018689,0.193040,-0.014315,0.012891,0.105811,-0.007081
