inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015,v0016,v0017,v0018,v0019,v0020,v0021,v0022,v0023,v0024,v0025,v0026,v0027,v0028,v0029,v0030,v0031,v0032,v0033,v0034,v0035,v0036,v0037,v0038,v0039,v0040,v0041,v0042,v0043,v0044,v0045,v0046,v0047,v0048,v0049,v0050,v0051,v0052,v0053,v0054,v0055,v0056,v0057,v0058,v0059,v0060,v0061,v0062,v0063,v0064,v0065,v0066,v0067,v0068,v0069,v0070,v0071,v0072,v0073,v0074,v0075,v0076,v0077,v0078,v0079,v0080,v0081,v0082,v0083,v0084,v0085,v0086,v0087,v0088,v0089,v0090,v0091,v0092,v0093,v0094,v0095,v0096,v0097,v0098,v0099,v0100,v0101,v0102,v0103,v0104,v0105,v0106,v0107,v0108,v0109,v0110,v0111,v0112,v0113,v0114,v0115,v0116,v0117,v0118,v0119,v0120,v0121,v0122,v0123,v0124,v0125,v0126,v0127,v0128,v0129,v0130,v0131,v0132,v0133,v0134,v0135,v0136,v0137,v0138,v0139,v0140,v0141,v0142,v0143,v0144,v0145,v0146,v0147,v0148,v0149,v0150,v0151,v0152,v0153,v0154,v0155,v0156,v0157,v0158,v0159,v0160,v0161,v0162,v0163,v0164,v0165,v0166,v0167,v0168,v0169,v0170,v0171,v0172,v0173,v0174,v0175,v0176,v0177,v0178,v0179,v0180,v0181,v0182,v0183,v0184,v0185,v0186,v0187,v0188,v0189,v0190,v0191,v0192,v0193,v0194,v0195,v0196,v0197,v0198,v0199,v0200,v0201,v0202,v0203,v0204,v0205,v0206,v0207,v0208,v0209,v0210,v0211,v0212,v0213,v0214,v0215,v0216
58,11.580000,-0.026970,-0.580796,0.015502,-0.026980,-0.648644,0.029504,0.015974,-0.638623,0.046788,-0.311478,-0.000698,-0.950253,-0.358577,0.001515,-0.933499,-0.406736,0.002880,-0.913541,1.000000,-0.010132,-0.000000,0.080266,-0.157248,0.178553,-0.218645,0.403995,0.227945,0.359887,0.353752,-0.294915,-0.194056,-0.784601,-0.753822,0.082453,-0.146623,0.192731,-0.227762,0.379922,0.222338,0.378325,0.339970,-0.188705,-0.100911,-0.773153,-0.727591,0.084339,-0.133543,0.209279,-0.238723,0.350532,0.226430,0.402408,0.331711,-0.074659,-0.010114,-0.762596,-0.697009,0.005641,0.033612,0.029957,-0.020044,-0.054822,-0.012375,0.036174,-0.034959,0.247310,0.261552,0.044572,0.041719,0.642502,1.014949,0.953512,1.202789,0.007453,0.024886,0.030174,-0.022633,-0.066072,-0.014330,0.073488,-0.031188,0.280597,0.219054,0.076371,0.076164,0.704600,1.008170,0.980471,1.296467,0.003959,0.036374,0.042149,-0.029601,-0.077271,0.026662,0.059848,-0.008197,0.280954,0.216663,0.014261,0.065183,0.784316,1.095106,0.908718,1.272879,-0.357541,2.163907,0.845492,0.487854,1.820156,0.315207,1.834921,3.685075,1.504142,-2.260113,4.166586,1.454224,5.613304,3.607064,7.603223,6.028840,-0.637216,1.793047,0.714542,0.788675,1.580026,0.456257,1.794883,4.247156,2.089690,-2.149450,4.238086,1.403897,5.706775,3.983835,7.990258,5.878427,-1.044966,1.558598,0.177353,1.361035,1.333993,0.369194,1.665005,4.532386,2.365303,-2.122699,4.089579,1.179729,5.600532,4.350493,7.415112,5.275733,0.081797,-0.421474,-0.135156,0.023826,0.555714,-0.154692,-0.845476,-0.012379,0.059307,-0.142681,0.196018,-0.343852,-0.999916,-0.764278,0.132314,0.082573,-0.071811,-0.999282,-0.759414,0.135996,-0.964196,-0.239860,0.167312,-0.576097,0.470939,0.019294,0.045638,-0.282778,-0.031912,0.105753,-0.091720,-0.853852,-0.097843,-0.046154,-0.950671,-0.872177,-0.663281,-0.150742,0.135064,0.241496,0.026749,-0.594479,-0.989812,0.064045,-0.955131,-0.128921,-0.148317,-0.962077,-0.119847,-0.981654,-0.879491,-0.847872,0.109995,-0.144287,1.711135,-0.116142,-0.822335,0.171300,-0.005297,-0.020604,-0.949742,-0.176416,-0.027617,-0.019565
59,11.600000,-0.026980,-0.648644,0.029504,0.015974,-0.638623,0.046788,0.050274,-0.549037,0.057018,-0.358577,0.001515,-0.933499,-0.406736,0.002880,-0.913541,-0.449248,0.002528,-0.893404,1.000000,-0.009949,-0.000000,0.082453,-0.146623,0.192731,-0.227762,0.379922,0.222338,0.378325,0.339970,-0.188705,-0.100911,-0.773153,-0.727591,0.084339,-0.133543,0.209279,-0.238723,0.350532,0.226430,0.402408,0.331711,-0.074659,-0.010114,-0.762596,-0.697009,0.086191,-0.116123,0.223499,-0.251388,0.320394,0.252093,0.432304,0.334655,0.037005,0.051716,-0.741915,-0.675099,0.007453,0.024886,0.030174,-0.022633,-0.066072,-0.014330,0.073488,-0.031188,0.280597,0.219054,0.076371,0.076164,0.704600,1.008170,0.980471,1.296467,0.003959,0.036374,0.042149,-0.029601,-0.077271,0.026662,0.059848,-0.008197,0.280954,0.216663,0.014261,0.065183,0.784316,1.095106,0.908718,1.272879,0.004008,0.045381,0.040661,-0.033522,-0.071066,0.089205,0.070776,0.016528,0.267107,0.103779,0.028891,0.059753,0.913704,1.144627,0.834715,1.187322,-0.637216,1.793047,0.714542,0.788675,1.580026,0.456257,1.794883,4.247156,2.089690,-2.149450,4.238086,1.403897,5.706775,3.983835,7.990258,5.878427,-1.044966,1.558598,0.177353,1.361035,1.333993,0.369194,1.665005,4.532386,2.365303,-2.122699,4.089579,1.179729,5.600532,4.350493,7.415112,5.275733,-1.443007,1.343242,-0.535241,2.013140,1.209015,0.214194,1.370998,4.815579,2.581990,-1.951675,4.378325,1.357916,5.678573,4.927490,6.850989,4.762115,0.123465,-0.908534,-0.061661,-0.084182,-0.391195,-0.109571,-0.924466,0.057124,0.126173,-0.466406,0.290392,-0.428103,-0.999968,-0.867975,0.105170,-0.023437,-0.070064,-0.999339,-0.955607,-0.011425,-0.969043,-0.169714,0.405310,-0.527338,0.453631,-0.064041,0.191861,-0.217931,-0.131448,0.049409,-0.027042,-0.861262,-0.069123,0.029433,-0.966726,-0.939082,-0.672443,-0.175893,0.066597,0.111553,-0.110480,-0.454180,-0.992501,-0.031302,-0.984199,-0.182451,-0.729242,-0.966426,-0.092461,-0.984484,-0.946416,-0.875301,0.058262,-0.147219,1.593933,-0.052040,-0.804499,0.142242,-0.085653,-0.123156,-0.967806,-0.134058,-0.208494,-0.022612
60,11.620000,0.015974,-0.638623,0.046788,0.050274,-0.549037,0.057018,0.073740,-0.422747,0.060532,-0.406736,0.002880,-0.913541,-0.449248,0.002528,-0.893404,-0.482592,0.000218,-0.875845,1.000000,-0.011567,-0.000000,0.084339,-0.133543,0.209279,-0.238723,0.350532,0.226430,0.402408,0.331711,-0.074659,-0.010114,-0.762596,-0.697009,0.086191,-0.116123,0.223499,-0.251388,0.320394,0.252093,0.432304,0.334655,0.037005,0.051716,-0.741915,-0.675099,0.088473,-0.097454,0.236778,-0.265798,0.300826,0.303322,0.465569,0.346409,0.121782,0.056181,-0.719116,-0.648181,0.003959,0.036374,0.042149,-0.029601,-0.077271,0.026662,0.059848,-0.008197,0.280954,0.216663,0.014261,0.065183,0.784316,1.095106,0.908718,1.272879,0.004008,0.045381,0.040661,-0.033522,-0.071066,0.089205,0.070776,0.016528,0.267107,0.103779,0.028891,0.059753,0.913704,1.144627,0.834715,1.187322,0.006727,0.045363,0.039489,-0.045723,-0.032978,0.150055,0.078567,0.016877,0.170910,-0.045234,0.026145,0.025466,1.051518,1.188467,0.762499,1.102156,-1.044966,1.558598,0.177353,1.361035,1.333993,0.369194,1.665005,4.532386,2.365303,-2.122699,4.089579,1.179729,5.600532,4.350493,7.415112,5.275733,-1.443007,1.343242,-0.535241,2.013140,1.209015,0.214194,1.370998,4.815579,2.581990,-1.951675,4.378325,1.357916,5.678573,4.927490,6.850989,4.762115,-1.930999,1.372824,-1.060216,2.503355,1.176929,0.008923,1.117771,4.970241,2.549778,-1.790556,4.568890,1.283024,5.859176,5.572609,6.531692,4.463912,0.123465,-0.908534,-0.061661,-0.084182,-0.391195,-0.109571,-0.924466,0.057124,0.126173,-0.466406,0.290392,-0.428103,-0.999968,-0.867975,0.105170,-0.023437,-0.070064,-0.999339,-0.955607,-0.011425,-0.969043,-0.169714,0.405310,-0.527338,0.453631,-0.064041,0.191861,-0.217931,-0.131448,0.049409,-0.027042,-0.861262,-0.069123,0.029433,-0.966726,-0.939082,-0.672443,-0.175893,0.066597,0.111553,-0.110480,-0.454180,-0.992501,-0.031302,-0.984199,-0.182451,-0.729242,-0.966426,-0.092461,-0.984484,-0.946416,-0.875301,0.058262,-0.147219,1.593933,-0.052040,-0.804499,0.142242,-0.085653,-0.123156,-0.967806,-0.134058,-0.208494,-0.022612
61,11.640000,0.050274,-0.549037,0.057018,0.073740,-0.422747,0.060532,0.096098,-0.313318,0.055763,-0.449248,0.002528,-0.893404,-0.482592,0.000218,-0.875845,-0.507112,-0.003646,-0.861873,1.000000,-0.018921,-0.000000,0.086191,-0.116123,0.223499,-0.251388,0.320394,0.252093,0.432304,0.334655,0.037005,0.051716,-0.741915,-0.675099,0.088473,-0.097454,0.236778,-0.265798,0.300826,0.303322,0.465569,0.346409,0.121782,0.056181,-0.719116,-0.648181,0.092307,-0.081759,0.248470,-0.281708,0.300126,0.375418,0.498538,0.365294,0.160822,0.005897,-0.695990,-0.611726,0.004008,0.045381,0.040661,-0.033522,-0.071066,0.089205,0.070776,0.016528,0.267107,0.103779,0.028891,0.059753,0.913704,1.144627,0.834715,1.187322,0.006727,0.045363,0.039489,-0.045723,-0.032978,0.150055,0.078567,0.016877,0.170910,-0.045234,0.026145,0.025466,1.051518,1.188467,0.762499,1.102156,0.012438,0.034826,0.032092,-0.044749,0.017243,0.195759,0.071793,0.048506,0.054504,-0.169777,0.047057,0.082819,1.204852,1.246615,0.768691,1.068432,-1.443007,1.343242,-0.535241,2.013140,1.209015,0.214194,1.370998,4.815579,2.581990,-1.951675,4.378325,1.357916,5.678573,4.927490,6.850989,4.762115,-1.930999,1.372824,-1.060216,2.503355,1.176929,0.008923,1.117771,4.970241,2.549778,-1.790556,4.568890,1.283024,5.859176,5.572609,6.531692,4.463912,-2.205003,1.641522,-1.398180,2.773653,1.397414,-0.000168,1.009439,5.064013,2.589421,-1.740348,4.761031,1.266532,6.216660,6.366113,6.300960,4.978247,0.225157,-0.939538,-0.178321,-0.366796,-0.982532,-0.085922,-0.965751,0.041156,0.211824,-0.903608,0.273901,-0.742827,-0.999982,-0.929114,0.052399,-0.144464,-0.151619,-0.999695,-0.963592,-0.743265,-0.977556,-0.043349,0.366069,-0.464908,-0.153024,-0.103108,0.093863,-0.189035,-0.127815,-0.043650,-0.080737,-0.806893,-0.181408,0.011749,-0.986689,-0.982386,-0.541770,-0.109943,-0.061354,0.280446,-0.220362,-0.185402,-0.990497,0.150356,-0.998272,-0.180245,-0.987671,-0.973760,0.029427,-0.993845,-0.990977,-0.880823,0.186140,-0.058030,1.522921,0.276210,-0.881415,0.084338,-0.084561,0.242043,-0.915600,-0.034948,-0.292622,0.139044
62,11.660000,0.073740,-0.422747,0.060532,0.096098,-0.313318,0.055763,0.077500,-0.209488,0.043672,-0.482592,0.000218,-0.875845,-0.507112,-0.003646,-0.861873,-0.524065,-0.007470,-0.851645,1.000000,-0.020875,-0.000000,0.088473,-0.097454,0.236778,-0.265798,0.300826,0.303322,0.465569,0.346409,0.121782,0.056181,-0.719116,-0.648181,0.092307,-0.081759,0.248470,-0.281708,0.300126,0.375418,0.498538,0.365294,0.160822,0.005897,-0.695990,-0.611726,0.100792,-0.071683,0.259043,-0.304433,0.318596,0.458489,0.525170,0.371425,0.155674,-0.083841,-0.673892,-0.594329,0.006727,0.045363,0.039489,-0.045723,-0.032978,0.150055,0.078567,0.016877,0.170910,-0.045234,0.026145,0.025466,1.051518,1.188467,0.762499,1.102156,0.012438,0.034826,0.032092,-0.044749,0.017243,0.195759,0.071793,0.048506,0.054504,-0.169777,0.047057,0.082819,1.204852,1.246615,0.768691,1.068432,0.026858,0.017602,0.023938,-0.059783,0.062461,0.212329,0.061958,0.000457,-0.050447,-0.253634,0.062397,0.046649,1.341122,1.317415,0.810623,1.014001,-1.930999,1.372824,-1.060216,2.503355,1.176929,0.008923,1.117771,4.970241,2.549778,-1.790556,4.568890,1.283024,5.859176,5.572609,6.531692,4.463912,-2.205003,1.641522,-1.398180,2.773653,1.397414,-0.000168,1.009439,5.064013,2.589421,-1.740348,4.761031,1.266532,6.216660,6.366113,6.300960,4.978247,-2.512227,1.810508,-1.869151,2.781782,1.531799,-0.182129,1.053364,4.745900,2.291348,-1.603484,4.748613,1.040824,6.609650,6.944422,6.058629,5.217958,0.126643,-0.960787,-0.157677,-0.399694,-0.987575,-0.056221,-0.984923,0.122592,0.123408,-0.906037,0.128435,-0.750364,-0.999965,-0.940655,0.035834,-0.139048,-0.116052,-0.999619,-0.971839,-0.846060,-0.974942,-0.254047,0.137383,-0.452822,-0.098015,0.024382,0.056466,-0.211307,-0.075440,0.059000,-0.124343,-0.814560,-0.212335,-0.031248,-0.987636,-0.989911,-0.575447,-0.114489,-0.048646,0.218070,-0.104723,-0.244431,-0.990511,0.120488,-0.998461,-0.128255,-0.986727,-0.970128,-0.074059,-0.990648,-0.989239,-0.898987,0.114444,-0.089136,0.912883,0.174741,-0.874828,0.147898,-0.114731,0.299084,-0.896577,0.021008,-0.302483,0.094701
63,11.680000,0.096098,-0.313318,0.055763,0.077500,-0.209488,0.043672,0.042405,-0.119371,0.037023,-0.507112,-0.003646,-0.861873,-0.524065,-0.007470,-0.851645,-0.534401,-0.010122,-0.845171,1.000000,-0.022034,-0.000000,0.092307,-0.081759,0.248470,-0.281708,0.300126,0.375418,0.498538,0.365294,0.160822,0.005897,-0.695990,-0.611726,0.100792,-0.071683,0.259043,-0.304433,0.318596,0.458489,0.525170,0.371425,0.155674,-0.083841,-0.673892,-0.594329,0.114363,-0.071365,0.268701,-0.324968,0.353609,0.540867,0.544087,0.372819,0.112934,-0.195575,-0.651295,-0.562603,0.012438,0.034826,0.032092,-0.044749,0.017243,0.195759,0.071793,0.048506,0.054504,-0.169777,0.047057,0.082819,1.204852,1.246615,0.768691,1.068432,0.026858,0.017602,0.023938,-0.059783,0.062461,0.212329,0.061958,0.000457,-0.050447,-0.253634,0.062397,0.046649,1.341122,1.317415,0.810623,1.014001,0.039388,-0.008001,0.025471,-0.051517,0.102888,0.198944,0.038398,-0.001762,-0.139650,-0.290025,0.061317,0.061451,1.472594,1.378967,0.870388,0.980038,-2.205003,1.641522,-1.398180,2.773653,1.397414,-0.000168,1.009439,5.064013,2.589421,-1.740348,4.761031,1.266532,6.216660,6.366113,6.300960,4.978247,-2.512227,1.810508,-1.869151,2.781782,1.531799,-0.182129,1.053364,4.745900,2.291348,-1.603484,4.748613,1.040824,6.609650,6.944422,6.058629,5.217958,-2.571502,1.998140,-2.215440,2.462800,1.780229,-0.422663,1.272774,4.740324,2.296723,-1.543686,4.646192,0.947716,6.876612,7.581789,5.773334,5.592740,0.170029,-0.981738,-0.193307,-0.478215,-0.998793,-0.031421,-0.993242,0.111672,-0.090781,-0.972124,0.026532,-0.816775,-0.999951,-0.947263,0.262128,-0.170796,-0.119444,-0.999786,-0.993187,-0.950460,-0.977755,-0.225337,-0.235825,-0.465786,-0.408578,-0.108419,0.064418,-0.120683,-0.150239,0.040520,-0.069366,-0.831275,-0.257900,-0.056350,-0.989926,-0.990956,-0.659042,-0.051492,0.013153,0.316683,-0.098037,-0.497610,-0.993616,0.103601,-0.999794,-0.108319,-0.998211,-0.972078,-0.127374,-0.995959,-0.997244,-0.894603,0.206022,0.041533,0.329912,0.123235,-0.900608,0.058323,-0.126315,0.461093,-0.846933,-0.038981,-0.177823,0.164662
64,11.700000,0.077500,-0.209488,0.043672,0.042405,-0.119371,0.037023,0.007686,-0.042375,0.036930,-0.524065,-0.007470,-0.851645,-0.534401,-0.010122,-0.845171,-0.539159,-0.010225,-0.842142,1.000000,-0.022034,-0.000000,0.100792,-0.071683,0.259043,-0.304433,0.318596,0.458489,0.525170,0.371425,0.155674,-0.083841,-0.673892,-0.594329,0.114363,-0.071365,0.268701,-0.324968,0.353609,0.540867,0.544087,0.372819,0.112934,-0.195575,-0.651295,-0.562603,0.131513,-0.083550,0.279293,-0.342195,0.401733,0.610384,0.553669,0.372467,0.042062,-0.310875,-0.630224,-0.527806,0.026858,0.017602,0.023938,-0.059783,0.062461,0.212329,0.061958,0.000457,-0.050447,-0.253634,0.062397,0.046649,1.341122,1.317415,0.810623,1.014001,0.039388,-0.008001,0.025471,-0.051517,0.102888,0.198944,0.038398,-0.001762,-0.139650,-0.290025,0.061317,0.061451,1.472594,1.378967,0.870388,0.980038,0.044645,-0.043883,0.027813,-0.045434,0.129552,0.156186,0.019028,-0.010433,-0.197071,-0.283493,0.045997,0.080736,1.568872,1.430229,0.912281,0.948405,-2.512227,1.810508,-1.869151,2.781782,1.531799,-0.182129,1.053364,4.745900,2.291348,-1.603484,4.748613,1.040824,6.609650,6.944422,6.058629,5.217958,-2.571502,1.998140,-2.215440,2.462800,1.780229,-0.422663,1.272774,4.740324,2.296723,-1.543686,4.646192,0.947716,6.876612,7.581789,5.773334,5.592740,-2.485565,2.121480,-2.469040,2.038428,1.940966,-0.680826,1.463505,4.545689,2.215900,-1.575864,4.569696,0.857418,7.099481,7.914971,5.518466,5.711606,0.156170,-0.983747,-0.193669,-0.471238,-0.998926,-0.032399,-0.995181,0.100518,-0.084186,-0.974753,-0.048732,-0.759667,-0.999930,-0.958435,0.364354,-0.179217,-0.134744,-0.999799,-0.990322,-0.951108,-0.975648,-0.229119,-0.276485,-0.486104,-0.421313,-0.048191,0.009746,-0.125287,-0.147978,0.052370,-0.015580,-0.837184,-0.299923,-0.083328,-0.992306,-0.992285,-0.736430,-0.010111,-0.038991,0.242522,-0.065105,-0.660495,-0.993098,0.068072,-0.999341,-0.138638,-0.998741,-0.965717,-0.268900,-0.993726,-0.997713,-0.898972,0.172129,0.075639,0.009276,0.062290,-0.898614,0.051650,-0.155238,0.435307,-0.835225,-0.032095,-0.130860,0.152039
65,11.720000,0.042405,-0.119371,0.037023,0.007686,-0.042375,0.036930,-0.022275,0.018942,0.034659,-0.534401,-0.010122,-0.845171,-0.539159,-0.010225,-0.842142,-0.539274,-0.007613,-0.842096,1.000000,-0.022034,-0.000000,0.114363,-0.071365,0.268701,-0.324968,0.353609,0.540867,0.544087,0.372819,0.112934,-0.195575,-0.651295,-0.562603,0.131513,-0.083550,0.279293,-0.342195,0.401733,0.610384,0.553669,0.372467,0.042062,-0.310875,-0.630224,-0.527806,0.149141,-0.110347,0.289968,-0.356794,0.456585,0.656877,0.557936,0.368628,-0.043067,-0.415263,-0.611912,-0.493087,0.039388,-0.008001,0.025471,-0.051517,0.102888,0.198944,0.038398,-0.001762,-0.139650,-0.290025,0.061317,0.061451,1.472594,1.378967,0.870388,0.980038,0.044645,-0.043883,0.027813,-0.045434,0.129552,0.156186,0.019028,-0.010433,-0.197071,-0.283493,0.045997,0.080736,1.568872,1.430229,0.912281,0.948405,0.041355,-0.080571,0.034041,-0.034302,0.141043,0.091178,-0.003138,-0.007625,-0.218797,-0.245942,0.034838,0.084135,1.614739,1.463875,0.940704,0.926297,-2.571502,1.998140,-2.215440,2.462800,1.780229,-0.422663,1.272774,4.740324,2.296723,-1.543686,4.646192,0.947716,6.876612,7.581789,5.773334,5.592740,-2.485565,2.121480,-2.469040,2.038428,1.940966,-0.680826,1.463505,4.545689,2.215900,-1.575864,4.569696,0.857418,7.099481,7.914971,5.518466,5.711606,-2.217482,2.176998,-2.594723,1.597901,2.083092,-0.933756,1.623150,4.311468,1.961040,-1.721346,4.492220,0.904638,7.197362,7.970968,5.363319,5.857830,0.116631,-0.982807,-0.209806,-0.476764,-0.999020,0.039237,-0.995653,0.143838,-0.128173,-0.973350,-0.044062,-0.782821,-0.999919,-0.963752,0.354846,-0.166799,-0.199615,-0.999856,-0.989720,-0.947196,-0.977486,-0.234026,-0.226003,-0.502774,-0.364965,0.032176,-0.059320,-0.116768,-0.158280,0.022463,-0.046227,-0.822234,-0.266960,-0.067244,-0.991892,-0.992899,-0.725877,-0.039373,-0.016129,0.292838,-0.043161,-0.701718,-0.992081,0.159039,-0.999044,-0.160601,-0.999098,-0.958079,-0.303458,-0.993694,-0.997721,-0.892225,0.063897,-0.016029,0.241809,0.114825,-0.888437,0.030906,-0.082666,0.564826,-0.890852,-0.009653,-0.203333,0.131028
66,11.740000,0.007686,-0.042375,0.036930,-0.022275,0.018942,0.034659,-0.029938,0.069375,0.038510,-0.539159,-0.010225,-0.842142,-0.539274,-0.007613,-0.842096,-0.535730,-0.004016,-0.844380,1.000000,-0.022034,-0.000000,0.131513,-0.083550,0.279293,-0.342195,0.401733,0.610384,0.553669,0.372467,0.042062,-0.310875,-0.630224,-0.527806,0.149141,-0.110347,0.289968,-0.356794,0.456585,0.656877,0.557936,0.368628,-0.043067,-0.415263,-0.611912,-0.493087,0.162592,-0.148984,0.300349,-0.368793,0.512964,0.676373,0.555135,0.366171,-0.130424,-0.502114,-0.594282,-0.459894,0.044645,-0.043883,0.027813,-0.045434,0.129552,0.156186,0.019028,-0.010433,-0.197071,-0.283493,0.045997,0.080736,1.568872,1.430229,0.912281,0.948405,0.041355,-0.080571,0.034041,-0.034302,0.141043,0.091178,-0.003138,-0.007625,-0.218797,-0.245942,0.034838,0.084135,1.614739,1.463875,0.940704,0.926297,0.026705,-0.103801,0.033060,-0.036835,0.140275,0.025407,-0.015761,-0.012664,-0.216951,-0.200497,0.027660,0.070603,1.611838,1.479874,0.950871,0.906034,-2.485565,2.121480,-2.469040,2.038428,1.940966,-0.680826,1.463505,4.545689,2.215900,-1.575864,4.569696,0.857418,7.099481,7.914971,5.518466,5.711606,-2.217482,2.176998,-2.594723,1.597901,2.083092,-0.933756,1.623150,4.311468,1.961040,-1.721346,4.492220,0.904638,7.197362,7.970968,5.363319,5.857830,-1.864882,2.237722,-2.706080,1.237496,2.195632,-1.210640,1.633528,4.135253,1.714847,-1.953337,4.331042,0.986227,7.218979,7.793048,5.303868,5.758470,0.062946,-0.987239,-0.217508,-0.486474,-0.999356,-0.017265,-0.996298,0.167075,0.011747,-0.970062,0.064759,-0.801502,-0.999924,-0.962630,0.318902,-0.135818,-0.167731,-0.999845,-0.990535,-0.969650,-0.978248,-0.215692,-0.160337,-0.504380,-0.448584,0.029660,-0.010727,-0.135966,-0.121638,0.081476,-0.024547,-0.814017,-0.274795,-0.102811,-0.993546,-0.992409,-0.743790,-0.006493,-0.009825,0.152469,-0.066270,-0.720734,-0.991420,0.121965,-0.999331,-0.176287,-0.998967,-0.967746,-0.324920,-0.991549,-0.998058,-0.894079,0.107068,0.016434,0.234888,0.154672,-0.903674,0.119288,-0.082211,0.527510,-0.847809,-0.029122,-0.199748,0.175561
67,11.760000,-0.022275,0.018942,0.034659,-0.029938,0.069375,0.038510,-0.013231,0.112070,0.042278,-0.539274,-0.007613,-0.842096,-0.535730,-0.004016,-0.844380,-0.529082,-0.000144,-0.848571,1.000000,-0.022553,-0.000000,0.149141,-0.110347,0.289968,-0.356794,0.456585,0.656877,0.557936,0.368628,-0.043067,-0.415263,-0.611912,-0.493087,0.162592,-0.148984,0.300349,-0.368793,0.512964,0.676373,0.555135,0.366171,-0.130424,-0.502114,-0.594282,-0.459894,0.168472,-0.190055,0.309540,-0.380434,0.566878,0.674981,0.547218,0.363443,-0.212780,-0.572471,-0.572735,-0.432472,0.041355,-0.080571,0.034041,-0.034302,0.141043,0.091178,-0.003138,-0.007625,-0.218797,-0.245942,0.034838,0.084135,1.614739,1.463875,0.940704,0.926297,0.026705,-0.103801,0.033060,-0.036835,0.140275,0.025407,-0.015761,-0.012664,-0.216951,-0.200497,0.027660,0.070603,1.611838,1.479874,0.950871,0.906034,0.004101,-0.100865,0.032191,-0.028887,0.131053,-0.017260,-0.034199,-0.001717,-0.197273,-0.163229,0.039113,0.064258,1.570931,1.474016,0.953539,0.891676,-2.217482,2.176998,-2.594723,1.597901,2.083092,-0.933756,1.623150,4.311468,1.961040,-1.721346,4.492220,0.904638,7.197362,7.970968,5.363319,5.857830,-1.864882,2.237722,-2.706080,1.237496,2.195632,-1.210640,1.633528,4.135253,1.714847,-1.953337,4.331042,0.986227,7.218979,7.793048,5.303868,5.758470,-1.487885,2.312278,-2.746207,0.996613,2.360802,-1.426541,1.547056,4.003938,1.435796,-2.286073,4.111578,1.099314,7.127577,7.478684,5.224006,5.557992,0.106222,-0.973946,-0.223535,-0.491322,-0.998933,0.001089,-0.993919,0.143131,-0.004999,-0.964157,0.077687,-0.829340,-0.999935,-0.957476,0.241707,-0.156669,-0.188184,-0.999819,-0.984915,-0.955088,-0.977273,-0.214271,-0.115253,-0.477771,-0.357951,0.016554,-0.030334,-0.128668,-0.126184,0.085069,-0.078120,-0.823926,-0.265913,-0.071877,-0.990437,-0.991895,-0.706680,-0.040613,0.018427,0.269975,-0.077893,-0.663384,-0.992159,0.114733,-0.998874,-0.169232,-0.998593,-0.960952,-0.261207,-0.995235,-0.997539,-0.892629,0.094644,-0.000746,0.347871,0.198245,-0.889739,0.136922,-0.080601,0.543034,-0.886890,-0.030627,-0.228073,0.173548
68,11.780000,-0.029938,0.069375,0.038510,-0.013231,0.112070,0.042278,-0.013643,0.152569,0.056402,-0.535730,-0.004016,-0.844380,-0.529082,-0.000144,-0.848571,-0.519631,0.002414,-0.854387,1.000000,-0.022858,-0.000000,0.162592,-0.148984,0.300349,-0.368793,0.512964,0.676373,0.555135,0.366171,-0.130424,-0.502114,-0.594282,-0.459894,0.168472,-0.190055,0.309540,-0.380434,0.566878,0.674981,0.547218,0.363443,-0.212780,-0.572471,-0.572735,-0.432472,0.164680,-0.223773,0.314166,-0.389193,0.616689,0.661420,0.536457,0.365437,-0.285940,-0.628943,-0.546463,-0.404900,0.026705,-0.103801,0.033060,-0.036835,0.140275,0.025407,-0.015761,-0.012664,-0.216951,-0.200497,0.027660,0.070603,1.611838,1.479874,0.950871,0.906034,0.004101,-0.100865,0.032191,-0.028887,0.131053,-0.017260,-0.034199,-0.001717,-0.197273,-0.163229,0.039113,0.064258,1.570931,1.474016,0.953539,0.891676,-0.016516,-0.069442,-0.000924,-0.032425,0.122232,-0.041409,-0.023594,-0.002011,-0.175955,-0.127806,0.084543,0.042991,1.511364,1.456839,0.962690,0.871728,-1.864882,2.237722,-2.706080,1.237496,2.195632,-1.210640,1.633528,4.135253,1.714847,-1.953337,4.331042,0.986227,7.218979,7.793048,5.303868,5.758470,-1.487885,2.312278,-2.746207,0.996613,2.360802,-1.426541,1.547056,4.003938,1.435796,-2.286073,4.111578,1.099314,7.127577,7.478684,5.224006,5.557992,-1.152550,2.367227,-2.721775,0.831347,2.609392,-1.640759,1.395321,3.832178,1.202635,-2.641134,3.861891,1.123865,7.032922,7.138325,5.129292,5.336163,0.106222,-0.973946,-0.223535,-0.491322,-0.998933,0.001089,-0.993919,0.143131,-0.004999,-0.964157,0.077687,-0.829340,-0.999935,-0.957476,0.241707,-0.156669,-0.188184,-0.999819,-0.984915,-0.955088,-0.977273,-0.214271,-0.115253,-0.477771,-0.357951,0.016554,-0.030334,-0.128668,-0.126184,0.085069,-0.078120,-0.823926,-0.265913,-0.071877,-0.990437,-0.991895,-0.706680,-0.040613,0.018427,0.269975,-0.077893,-0.663384,-0.992159,0.114733,-0.998874,-0.169232,-0.998593,-0.960952,-0.261207,-0.995235,-0.997539,-0.892629,0.094644,-0.000746,0.347871,0.198245,-0.889739,0.136922,-0.080601,0.543034,-0.886890,-0.030627,-0.228073,0.173548
