inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015
39,11.480000,-0.327550,0.413744,-0.626778,-0.134617,0.777334,0.701966,0.584092,1.332965,2.635382,-0.412261,1.065479,2.516170,3.153547,3.042158,1.721041,4.038164
40,11.500000,-0.814544,0.582813,-0.599487,-0.490189,0.890295,0.893171,0.390253,1.264767,2.854352,0.408995,1.233601,2.143907,2.787612,3.059767,1.452888,3.731528
41,11.520000,-1.121064,0.641564,-0.516777,-0.558470,0.745779,0.909235,0.330250,0.862803,2.452964,0.928891,1.153240,1.597363,2.690847,3.082767,1.751489,3.339414
42,11.540000,-1.298703,0.782621,-0.349804,-0.850954,0.624693,0.834581,0.592593,0.897722,2.425744,1.037730,1.048660,1.406473,3.002343,3.249907,2.688198,3.237199
43,11.560000,-1.267210,0.683733,-0.306180,-0.966794,0.513532,0.846959,0.871352,0.863429,2.088028,1.003765,0.869402,1.309425,3.400038,3.269061,3.480805,3.119014
44,11.580000,-0.982053,0.622124,-0.240528,-0.831361,0.476039,0.932952,1.131049,0.765695,1.781808,0.740637,0.636611,1.414097,3.667420,3.234982,3.900436,3.096217
45,11.600000,-0.643298,0.519814,-0.172652,-0.583055,0.291380,0.758298,1.346152,0.628139,1.250999,0.303878,0.347757,1.305796,3.735113,3.133160,3.898189,3.013582
46,11.620000,-0.132558,0.470181,-0.077949,-0.355359,0.219912,1.126353,1.437204,0.598303,1.047295,0.003371,0.499289,1.609556,3.664141,2.876680,3.771148,3.053288
47,11.640000,0.117381,0.432251,-0.053983,-0.335682,0.087836,1.105764,1.673550,0.600242,1.069450,-0.224339,0.455068,1.484614,3.629405,2.753229,3.661098,3.151438
48,11.660000,0.160515,0.305335,-0.159642,-0.266587,-0.034040,1.356160,2.210918,0.631071,1.155377,-0.515663,0.314766,1.068952,3.418283,2.576626,3.414031,3.231914
49,11.680000,-0.124568,0.291722,-0.236151,0.028290,-0.145795,1.683558,2.927678,0.523187,1.177655,-0.902304,0.364275,0.665347,3.019360,2.452435,2.955858,3.131520
50,11.700000,-1.266567,0.429658,-0.397087,0.327257,-0.393995,1.945873,4.007288,0.451357,1.222383,-0.968275,0.302416,-0.022432,2.720596,2.253947,2.443429,2.923931
51,11.720000,-2.994176,0.570302,-0.584161,0.809995,-0.564389,2.270202,5.076811,0.331385,1.153155,-0.743303,0.396155,-0.442240,2.523274,1.949977,2.071103,2.583946
52,11.740000,-3.880500,0.707973,-0.631060,0.793033,-0.663615,2.393442,5.672390,0.418966,1.156956,-0.619904,0.456539,-0.454725,2.370114,1.680244,2.129955,2.183303
53,11.760000,-3.856471,0.627150,-0.581512,0.267157,-0.856279,2.279218,5.603499,0.626227,1.003267,-0.453447,0.345827,-0.493208,2.509971,1.366469,2.531331,1.899288
54,11.780000,-2.891642,0.305725,-0.152472,-0.202294,-0.875406,2.083806,4.769555,0.684230,0.742272,-0.377704,0.231007,-0.246996,2.661969,1.356381,2.669056,1.896168
55,11.800000,-0.699687,-0.090407,0.825570,-0.797005,-0.765431,1.479714,3.265907,0.614088,0.382837,-0.517004,0.056023,0.471032,2.731188,1.895636,2.765214,2.144506
56,11.820000,2.057850,0.180536,1.869097,-1.456964,-0.650334,0.228551,1.059869,0.623809,-0.035337,-0.039239,0.157821,1.525128,3.167206,2.469194,2.814804,2.605293
57,11.840000,4.965757,0.087891,2.450917,-1.274947,-0.352971,-1.220617,-2.168800,0.286515,-0.574636,0.466316,0.739104,2.853269,2.790337,3.254672,3.547565,3.176939
58,11.860000,6.354207,-0.332558,1.419442,-0.215371,-0.419252,-1.115883,-4.061998,0.450093,-0.672430,0.196766,0.950141,3.267184,2.369101,3.396720,4.437472,4.081005
59,11.880000,6.496708,-0.398778,0.941362,0.061839,-0.238115,-0.957080,-4.967998,0.384113,-0.742570,-0.090172,0.949271,3.441484,2.738374,3.804968,4.875358,4.226931
60,11.900000,5.812282,-0.379035,0.895324,-0.454842,-0.183141,-0.976980,-3.892252,-0.011430,-0.574656,-0.758054,0.727318,3.296420,3.745973,4.508941,5.090349,4.328807
61,11.920000,4.131524,-0.217696,0.538050,-0.679328,0.026680,-0.773367,-1.482857,-0.165571,-0.145600,-1.748535,0.515009,2.944361,4.618827,4.647164,4.549115,4.171913
62,11.940000,2.531774,-0.072019,-0.025882,-0.572484,0.069017,-0.374465,1.117900,-0.131008,0.213742,-2.905959,0.281565,2.097333,4.636516,3.839991,3.863121,3.533421
63,11.960000,1.477047,-0.176945,-0.401498,-0.812161,-0.123703,0.375698,3.951709,-0.082869,0.539640,-4.058580,-0.181869,0.635754,3.634162,2.654301,3.191719,3.385587
64,11.980000,0.352112,-0.055146,-0.502871,-0.408184,0.031156,1.309291,5.422761,-0.259831,0.728579,-3.893939,0.133067,0.161642,2.480213,2.246354,2.692823,3.420356
65,12.000000,-2.354670,0.481475,-0.654463,0.572003,-0.099213,2.273011,6.149372,-0.239105,1.138190,-2.491435,0.470468,-0.277056,1.720215,2.138527,2.214864,3.220556
66,12.020000,-4.428743,0.737039,-0.887175,0.747256,-0.450518,3.062451,6.764050,0.044373,1.435186,-1.458699,0.317595,-0.875167,1.601517,1.466825,2.332910,2.715448
67,12.040000,-4.423517,0.656279,-0.908368,0.427548,-0.512199,2.621896,6.280094,-0.104767,1.197494,-1.366611,0.487931,-0.736820,1.735446,1.174529,2.672940,2.229877
68,12.060000,-4.253352,0.758855,-0.815993,-0.146342,-0.494392,2.311979,5.746162,0.176957,1.093302,-0.968781,0.428199,-0.408723,2.131920,1.382226,3.073921,2.311553
69,12.080000,-3.177272,0.593452,-0.601148,-0.672191,-0.521451,2.178476,4.828682,0.310792,0.905519,-0.439638,0.293176,0.114806,2.691257,1.529129,3.259796,2.682862
70,12.100000,-0.781532,0.264235,-0.077581,-1.476294,-0.476683,1.349317,3.437198,0.343785,0.669256,-0.382446,0.138415,0.840899,3.006282,1.926698,3.361881,3.095051
71,12.120000,1.798222,0.275469,0.770975,-2.285171,-0.251387,0.328293,1.720839,0.620844,0.472018,-0.076302,0.376644,2.203445,3.789554,2.637028,3.612170,3.728562
72,12.140000,4.208000,0.152539,0.359721,-2.688664,0.181219,-0.713909,-0.044335,0.745881,0.825759,0.303427,0.955607,3.368250,4.182383,2.843651,3.906705,4.325048
73,12.160000,6.008370,-0.202108,0.194557,-1.534218,0.490469,-1.064419,-2.062055,0.642158,0.898234,-0.291290,1.562107,4.365230,2.980136,2.824644,3.843262,3.982938
74,12.180000,6.426003,-0.465556,-0.142952,0.410298,0.675331,-1.121158,-4.107313,0.937088,0.834783,-0.916049,2.181706,4.334831,1.695100,2.420185,2.729685,3.632200
75,12.200000,7.001184,-0.662159,-0.308091,1.703877,0.514547,-0.959785,-5.692541,1.197626,0.333000,-1.387091,2.173233,4.294529,1.677990,2.361649,2.116366,3.680328
76,12.220000,6.238568,-1.150507,-0.566593,2.090967,0.429107,-0.722089,-4.934630,1.093849,-0.003859,-2.186167,1.801289,3.675503,2.062802,2.558248,1.686124,3.799290
77,12.240000,4.225932,-0.905335,-0.634998,1.279067,0.532630,-0.298229,-1.272611,0.284253,0.299026,-4.198303,1.235469,2.107779,1.453499,1.876652,-0.289119,2.445593
78,12.260000,3.372855,-0.305261,-0.398667,0.737654,0.620258,0.402158,0.828550,-0.281563,0.821146,-5.188925,1.239388,1.798063,1.076141,1.786752,-1.678956,1.300030
79,12.280000,1.826967,-0.161514,-0.316025,0.720189,0.638136,0.718626,2.655780,0.313000,2.150351,-5.423834,0.868008,1.149405,0.802681,1.582209,-2.214388,1.021845
80,12.300000,0.051862,0.467391,-0.536340,0.761265,0.957760,1.481441,3.883343,0.549785,2.517130,-4.390540,0.783316,1.109519,0.808373,1.540475,-1.648005,1.521195
81,12.320000,-1.359267,0.755141,-0.713684,0.555978,1.181254,1.855609,4.295310,0.654272,2.508942,-2.918381,0.850572,1.324787,1.086676,1.445492,-0.679772,1.864775
82,12.340000,-1.703590,1.043970,-0.623194,0.091948,1.290415,1.379194,4.290055,1.069185,3.158084,-1.935703,1.107638,2.016534,1.823453,1.432538,0.365138,1.964941
83,12.360000,-1.484186,1.001247,-0.473414,-0.413537,1.196016,0.652443,3.802684,1.378618,3.402345,-1.164603,1.357387,2.968621,2.293057,1.381469,1.412235,1.721812
84,12.380000,-1.245585,0.826974,-0.320458,-0.506026,1.046478,0.331715,3.210578,1.565521,3.400821,-0.843274,1.599381,3.832355,2.314224,1.035423,1.914935,0.899848
85,12.400000,-1.025873,0.332403,-0.379961,-0.288680,0.825035,0.031611,2.895633,1.743265,2.946286,-1.155560,1.609177,4.133224,2.010558,0.231793,2.285670,-0.229722
86,12.420000,-0.872034,0.286981,-0.327393,0.431350,0.658876,-0.013321,3.147262,1.577964,2.156337,-2.099128,1.536031,4.190172,1.542466,-0.687654,2.269229,-1.419069
87,12.440000,-0.222923,-0.025887,-0.462465,0.941894,0.400613,1.188509,3.265268,0.786110,0.564889,-1.734395,0.908002,3.697926,-0.146292,-2.489296,0.991053,-3.521447
88,12.460000,0.265858,0.187475,-0.485637,1.564047,0.110673,3.076856,2.923032,0.467484,0.248106,-1.037480,0.258441,2.643307,-1.945776,-3.928282,-0.818805,-4.715418
89,12.480000,-0.691119,0.094270,-0.590128,2.062033,-0.419493,3.513280,2.627326,0.144714,0.060614,-0.820082,-0.120788,0.549443,-3.488496,-5.000772,-2.841333,-4.688366
90,12.500000,-2.392537,0.273107,-0.681548,2.132606,-1.291515,3.365076,4.170669,-0.129166,0.189857,-1.104123,-0.343086,-1.045090,-4.602840,-6.493418,-4.609360,-4.395620
91,12.520000,-3.443564,0.623655,-0.279092,1.342949,-2.146181,1.896049,5.120129,-0.394955,0.242498,-1.376800,-0.170818,-1.399594,-5.051028,-7.062645,-5.275675,-4.491769
92,12.540000,-3.785586,0.889287,0.005430,0.493844,-2.828677,1.302494,5.228083,-0.299761,0.178473,-0.902515,0.152918,-1.331920,-4.561058,-6.402453,-4.526659,-4.208032
93,12.560000,-2.881784,0.084654,0.121899,-0.288556,-2.207877,0.733736,3.910361,-0.267235,-0.105316,-0.552331,0.479364,-0.768116,-3.814456,-5.351422,-3.475927,-3.778572
94,12.580000,-1.053650,-0.582123,0.347338,-0.868218,-1.263730,0.657420,2.016049,-0.098040,-0.459039,-0.260197,0.303278,-0.291531,-3.408401,-4.326410,-2.622463,-3.289484
95,12.600000,1.303303,-0.728256,0.804393,-1.474533,-0.748165,0.417597,0.340110,0.172374,-0.806813,-0.044759,0.112363,-0.161182,-3.089570,-3.604999,-2.318644,-2.987888
96,12.620000,3.890244,-1.108693,1.064467,-1.978002,-0.515859,-0.534102,-1.696171,0.340018,-1.099798,0.364739,0.049825,0.080460,-2.629219,-3.120632,-1.626663,-2.587461
97,12.640000,5.421944,-0.975533,0.748873,-1.780895,-0.358405,-0.776725,-3.295533,0.540111,-1.073724,0.743263,-0.138780,0.437657,-2.138559,-2.846638,-0.467626,-2.226382
98,12.660000,5.819435,-0.923008,1.013225,-1.785116,-0.532701,-0.925621,-3.804666,0.514368,-1.044993,0.517313,-0.167659,0.544599,-1.791970,-2.556526,0.504389,-2.194866
99,12.680000,5.491443,-0.640441,1.096544,-2.196307,-0.698067,-0.931282,-3.307725,0.345015,-0.828339,0.274791,-0.173360,0.294003,-1.183071,-2.139323,0.667482,-1.999731
100,12.700000,4.955684,-0.618557,1.106158,-2.179521,-0.699820,-0.702207,-2.115915,0.033809,-0.793693,-0.643137,-0.012442,0.249436,-1.218964,-1.776647,0.324538,-1.900466
101,12.720000,3.904307,-0.623904,0.384149,-1.511330,-0.700881,0.588842,-0.420220,-0.144241,-0.562370,-1.667045,-0.113563,0.076923,-1.761170,-1.973003,-0.416713,-2.048551
102,12.740000,2.630863,-0.751933,-0.183467,-0.754608,-1.262741,2.122053,1.607427,-0.319585,-0.274026,-2.294284,-0.157723,-0.483776,-2.544504,-2.567441,-1.850351,-2.230920
103,12.760000,-0.175368,-0.487573,-0.854579,0.535320,-1.748173,3.160910,3.697098,-0.561618,0.107065,-2.168173,0.275129,-1.085471,-3.170817,-3.152808,-3.337442,-2.278699
104,12.780000,-3.347399,0.193113,-0.947619,1.757781,-1.757964,3.245595,4.763954,-0.906001,0.571672,-1.300318,0.750850,-1.175548,-3.185854,-3.442950,-4.704592,-2.424442
105,12.800000,-4.331531,1.217991,-0.426754,0.903224,-2.013839,2.795375,5.495600,-0.418593,0.883506,-0.801239,0.531379,-1.309967,-2.814855,-4.075198,-4.106666,-2.928281
106,12.820000,-4.076309,0.933141,-0.374137,-0.138707,-1.830198,2.271481,5.192668,0.059700,0.680272,-0.410432,0.496117,-1.007285,-2.255661,-4.440904,-2.740471,-3.098063
107,12.840000,-2.613758,0.301362,-0.153977,-0.794827,-1.399758,1.528832,3.794796,0.211549,0.510836,-0.102550,0.355722,-0.560729,-2.078648,-3.924512,-2.091049,-2.762659
108,12.860000,0.066949,-0.382082,0.856442,-1.625047,-1.023184,0.288085,1.598184,0.002379,0.260257,-0.131900,0.395372,0.028846,-2.350383,-3.172864,-2.324849,-2.628478
109,12.880000,2.207168,-0.590096,1.309410,-1.847267,-0.383668,-0.420481,-0.414349,-0.160287,-0.003122,0.082093,0.406162,0.237879,-2.428892,-2.645552,-2.836825,-2.299504
110,12.900000,3.796555,-0.738211,1.188886,-1.380721,0.138010,-0.282580,-1.802648,0.036934,-0.162692,-0.102816,0.193545,0.183548,-2.707119,-2.757932,-2.699353,-2.031319
111,12.920000,3.976655,-0.738033,0.632836,-0.679722,0.026785,-0.239894,-2.293597,0.253664,-0.468495,-0.538706,-0.016638,-0.021234,-3.271256,-3.026998,-2.081872,-1.993001
112,12.940000,2.736801,-0.579082,0.299350,-0.176134,-0.169893,0.005542,-1.776371,0.341311,-0.420025,-0.935785,-0.284310,-0.356502,-3.613472,-3.096319,-2.094719,-1.981772
113,12.960000,1.580445,-0.390849,0.562962,-0.351075,-0.440835,0.523218,-0.579025,0.118780,-0.048471,-0.911763,-0.222475,-0.516305,-3.522286,-2.676487,-2.879655,-1.846241
114,12.980000,0.621462,-0.411890,0.867190,-0.343259,-0.427560,0.904030,-0.048735,0.066160,0.319714,-0.573898,0.034818,-0.389408,-3.400807,-2.348609,-3.631942,-1.876043
115,13.000000,-0.049536,-0.113769,1.356057,-0.612105,-0.252360,0.990715,-0.013732,0.105500,0.847686,0.053105,0.022473,-0.488079,-3.119062,-2.207821,-3.872051,-1.786997
116,13.020000,-0.363318,0.127255,1.490951,-0.869431,-0.014863,0.765573,-0.249102,0.040382,1.234527,0.582405,0.008820,-0.501339,-2.808536,-2.256362,-3.786630,-1.735030
117,13.040000,-0.598654,0.458039,1.225685,-1.137410,0.059100,0.617884,-0.357848,0.075549,1.527209,1.107679,-0.044828,-0.582839,-2.360172,-2.306294,-3.473163,-1.625262
118,13.060000,-0.683466,0.581801,1.204851,-1.389937,0.085426,0.453415,-0.505174,0.048303,1.826813,1.389380,0.006016,-0.552052,-2.038986,-2.235026,-3.119036,-1.630739
119,13.080000,-0.657387,0.690461,1.012701,-1.579943,0.128610,0.499201,-0.599371,0.110451,2.226032,1.605806,0.138809,-0.483902,-1.756458,-2.055366,-2.805805,-1.475199
120,13.100000,-0.718396,0.915676,0.923362,-2.024634,0.007360,0.561921,-0.619902,0.227952,2.597557,1.855903,0.121981,-0.573910,-1.402189,-1.644582,-2.330293,-1.380239
121,13.120000,-0.541278,1.034493,0.592952,-2.408096,0.044907,0.724051,-0.599813,0.287821,2.946419,2.019794,0.182052,-0.533968,-1.195966,-1.433776,-2.025350,-1.431792
122,13.140000,-0.211734,1.013348,0.131585,-2.691017,0.005475,0.855207,-0.632243,0.234173,3.040462,2.235105,0.072275,-0.614732,-1.252545,-1.342664,-1.952543,-1.488820
123,13.160000,-0.186003,1.080243,0.286264,-3.078147,0.006536,0.909223,-0.615612,0.396527,3.387847,2.194244,0.006075,-0.618389,-1.221509,-1.164036,-1.802824,-1.436959
124,13.180000,-0.084750,0.887892,0.237324,-3.384044,-0.020957,0.905395,-0.538807,0.381894,3.460696,2.126242,-0.029610,-0.596486,-1.263868,-1.380608,-1.756947,-1.498701
125,13.200000,-0.123199,0.734448,0.355203,-3.477220,0.052041,0.901088,-0.492987,0.439360,3.552309,1.733729,-0.038896,-0.448271,-1.280820,-1.618628,-1.791617,-1.478513
126,13.220000,-0.048816,0.694206,0.360848,-3.296064,-0.015794,0.832878,-0.325734,0.276995,3.369043,1.004110,-0.071143,-0.314477,-1.399336,-1.829593,-1.878491,-1.631303
127,13.240000,-0.082211,0.283746,0.369590,-2.367765,-0.039194,0.814307,0.031547,0.190187,2.685266,-0.397934,0.084590,0.142780,-1.664072,-1.912894,-1.863807,-1.715434
128,13.260000,-0.444387,-0.384914,0.511291,0.325097,-0.281424,0.300789,1.095044,0.148988,0.904700,-3.741892,0.441848,1.171377,-2.180305,-1.563626,-1.025990,-1.934297
129,13.280000,-1.217586,-0.964018,1.082439,3.490502,-0.470696,-0.613306,2.153854,0.112050,-0.439598,-7.680745,1.028993,2.432606,-2.064109,-1.049848,-0.140979,-2.200274
130,13.300000,-1.326006,-0.885392,1.719526,4.471169,-0.640584,-1.265680,2.486433,0.406936,-0.724224,-9.144202,1.504659,2.661947,-1.088650,-0.926474,0.161538,-2.074587
131,13.320000,-1.358194,-0.517081,2.385547,4.878308,-0.183212,-1.054920,2.732139,0.925515,-0.913053,-8.532703,1.491557,2.207231,-0.467381,-1.786011,0.433808,-1.646436
132,13.340000,-1.212986,-0.484403,2.651335,4.039068,0.124040,-0.636950,2.394024,1.300719,-0.846100,-6.348935,0.904728,1.473207,-0.663689,-3.373669,0.141691,-0.826191
133,13.360000,-0.493143,-0.155255,1.917850,1.329412,0.274348,-0.175609,2.314377,1.928028,0.369111,-3.395345,0.464805,1.384004,-0.596750,-4.331889,-0.551269,-0.649759
134,13.380000,1.324711,0.536279,-0.438959,-2.992869,0.253136,0.567636,1.461753,1.351776,2.338642,0.236293,0.094881,0.225676,-0.501047,-4.883557,-1.816968,-1.042186
135,13.400000,1.705333,0.586391,-0.821116,-4.809820,0.395993,1.151913,0.528414,1.025791,2.992826,1.933826,0.116742,-0.323910,-1.259668,-4.439663,-2.339494,-1.028175
136,13.420000,0.901370,0.653176,-1.039224,-5.283761,0.289552,1.623896,-0.462308,0.381754,2.724180,4.264069,0.712953,-0.914812,-2.617062,-3.472251,-2.901992,-0.823519
137,13.440000,0.489038,0.469795,-1.157480,-5.625947,-0.153988,2.214394,-0.402346,-0.086874,2.489343,5.925682,0.938378,-1.703369,-3.930486,-2.903164,-2.859515,-1.011956
138,13.460000,0.875699,0.071675,-0.710988,-4.614798,-0.342263,1.847230,-0.041021,-0.137590,2.241781,5.291181,0.597251,-1.486359,-4.075371,-2.210698,-2.126457,-1.229511
139,13.480000,0.645061,-0.075167,0.819687,-2.720011,-0.341255,1.278189,0.169569,-0.142822,1.697690,3.332638,0.113866,-1.039438,-3.613321,-1.588950,-2.160031,-1.568638
140,13.500000,0.218664,-0.163545,2.245358,-1.318940,-0.343369,0.642496,0.744145,-0.240807,0.750172,0.409453,-0.448852,-0.714253,-2.980709,-1.867760,-2.618197,-2.242959
141,13.520000,-0.469829,-0.038654,2.382418,0.703253,-0.525562,-0.472178,1.421233,0.216756,0.052030,-2.703631,-0.662505,-0.183962,-2.653392,-2.181760,-2.279219,-2.539164
142,13.540000,-1.210367,-0.300497,2.240467,2.809585,-0.717209,-0.897499,1.705634,0.535534,-0.146464,-5.041717,-0.942474,0.045165,-3.312451,-2.931934,-1.576419,-3.000471
143,13.560000,-1.448858,-0.656015,1.786456,3.688081,-0.653063,-0.874582,1.713177,0.717275,-0.262175,-5.927364,-0.764464,0.246905,-3.138675,-3.890140,-1.476413,-3.486654
144,13.580000,-0.956088,-0.863716,1.748635,3.972268,-0.091348,-0.455611,1.835484,0.658339,-0.717334,-6.315489,-0.093578,0.550073,-2.977958,-4.287881,-1.153220,-2.915666
145,13.600000,-0.263942,-0.933390,1.777426,3.677427,0.240660,-0.046485,1.656599,0.651722,-0.933570,-5.928234,0.044108,0.416229,-3.014177,-4.410195,-0.712814,-1.792899
146,13.620000,0.366241,-1.041586,1.511455,2.542657,0.267384,0.631010,1.613783,0.866130,-0.785094,-5.005826,-0.151147,0.328521,-2.929468,-4.363346,-0.770630,-0.818464
147,13.640000,1.481601,-1.102265,0.718938,0.234735,0.266271,1.244382,1.480443,0.859120,-0.314153,-3.175884,-0.169486,0.264664,-2.642952,-4.111490,-1.262369,-0.217128
148,13.660000,2.642069,-0.277119,-0.541444,-2.841254,0.055270,1.818812,1.558812,0.976785,1.316896,-0.938398,-0.157154,0.191375,-1.746738,-3.957618,-2.112806,-0.006746
