inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015
356,5.540000,0.255703,2.465767,-0.156174,-0.811894,1.387527,-0.707330,1.625260,2.604141,-0.824532,-1.925673,3.044289,-0.869928,3.936213,2.746320,4.139125,4.710707
357,5.560000,0.282626,2.586704,0.251665,-0.765639,1.493616,-0.283087,1.756548,2.789460,-0.429994,-2.117681,3.240520,-0.561185,4.149640,2.978207,4.814597,5.350261
358,5.580000,0.297994,2.702254,0.849634,-0.691608,1.660127,0.313854,1.887676,3.021355,-0.023993,-2.274251,3.464515,-0.156602,4.431610,3.222611,5.647715,6.058141
359,5.600000,0.299603,2.604709,1.395951,-0.660110,1.729674,0.929094,2.000505,3.283717,0.284703,-2.283896,3.645978,0.097006,4.632582,3.321637,6.467159,6.534771
360,5.620000,0.196024,2.482191,1.755076,-0.499145,1.729879,1.488985,2.067674,3.485021,0.615924,-2.232160,3.877822,0.392446,4.898230,3.427941,7.161740,6.831370
361,5.640000,-0.034699,2.244467,1.834668,-0.308207,1.508619,1.847331,2.004602,3.678443,0.828236,-2.036531,3.991915,0.526429,5.147632,3.668669,7.604496,6.788383
362,5.660000,-0.466935,1.973887,1.592743,0.110094,1.191145,2.080293,1.805826,3.850263,1.075276,-1.788799,4.115230,0.677443,5.388267,4.152019,7.805177,6.567273
363,5.680000,-1.002379,1.514756,0.927941,0.576415,0.829278,2.101014,1.596376,4.106614,1.260731,-1.390581,4.204722,0.642853,5.566566,4.641935,7.983817,5.973569
364,5.700000,-1.694501,1.299556,0.047797,1.170621,0.559224,1.835459,1.321489,4.405151,1.336100,-1.093028,4.371113,0.488831,5.678876,5.335853,8.037436,5.336481
365,5.720000,-2.339245,1.354370,-0.830328,1.858424,0.504876,1.458263,0.974162,4.318976,1.000467,-0.917527,4.614114,0.278129,5.889508,6.072050,7.826734,4.750168
366,5.740000,-2.782256,1.903133,-1.546170,2.349764,0.746067,0.784880,0.867596,4.494573,1.007031,-1.124372,4.601341,0.059559,6.284503,6.745032,7.347664,4.421770
367,5.760000,-2.773023,2.300542,-1.975081,2.331326,1.155915,0.221258,0.869386,4.176236,0.958577,-1.438263,4.701458,0.008337,6.611793,6.910280,6.237547,4.350318
368,5.780000,-2.572745,2.336259,-2.108175,1.856060,1.494053,-0.214318,0.988095,3.776427,0.932358,-1.619863,4.584718,-0.172254,6.583196,6.541629,5.008010,4.469877
369,5.800000,-2.299296,2.459840,-2.160982,1.411742,1.829080,-0.516546,1.076888,4.053688,1.568812,-1.819696,4.440739,0.032357,6.728183,6.453444,4.521928,4.780159
370,5.820000,-2.042768,2.452807,-2.290786,1.058281,2.040762,-0.773374,1.067242,4.030016,1.612147,-1.973328,4.289814,0.139847,7.064232,6.325583,4.705499,5.013262
371,5.840000,-1.700392,2.532330,-2.413630,0.789746,2.225382,-1.038961,0.973620,4.196345,1.694062,-2.174915,4.066813,0.471523,7.305206,6.240311,5.196600,5.107584
372,5.860000,-1.494562,2.450395,-2.652257,0.735935,2.452346,-1.395465,0.695454,4.239450,1.477351,-2.368180,3.723109,0.559802,7.391668,6.098197,5.521832,4.811119
373,5.880000,-1.184273,1.958151,-3.843507,0.114466,2.828636,-2.599967,0.866405,4.879644,2.195579,-2.646419,3.816253,0.867687,8.309278,6.620815,5.326817,4.383070
374,5.900000,-1.487711,1.869078,-5.661187,0.067229,3.775015,-3.771096,0.982241,5.795925,2.913544,-2.948941,4.010720,1.720961,9.223813,7.358422,5.070117,2.343493
375,5.920000,-2.234039,1.606260,-7.350284,0.828458,4.892299,-4.434613,0.915110,6.404841,3.187530,-3.331533,4.321440,2.375868,10.157648,8.312315,4.732309,-0.449230
376,5.940000,-2.036374,1.713781,-7.842442,2.011068,5.749818,-5.190818,0.519517,6.759773,2.635899,-4.238841,4.960433,2.632188,10.201925,9.095073,3.150840,-2.799613
377,5.960000,-1.747076,2.479181,-6.525205,3.264259,6.440318,-5.667887,-0.014653,6.192863,1.643079,-4.865843,5.320073,2.148865,8.718457,8.925567,-0.100058,-3.093994
378,5.980000,-1.692814,3.310866,-4.833045,3.815154,6.545446,-6.188210,-0.680153,4.681949,0.677661,-4.177687,5.969319,1.325222,6.172623,8.002645,-3.389375,-0.312760
379,6.000000,-1.401007,3.814806,-3.119727,3.064917,6.259061,-5.844350,0.161369,2.516474,0.654064,-2.643784,5.404941,0.481052,3.796554,6.672781,-4.972823,4.085002
380,6.020000,-0.559791,4.303500,-1.856231,2.114573,5.759488,-5.576379,1.402855,0.589749,0.936732,-1.680565,4.480242,1.109290,2.564626,6.500049,-3.304576,6.490780
381,6.040000,-0.239171,4.833312,-0.860230,1.854248,5.647209,-5.369243,1.566179,-0.124749,0.592830,-1.646066,3.536243,1.662025,1.571259,6.417837,-0.438922,6.152114
382,6.060000,-0.708140,5.625624,-0.622709,1.468700,5.924322,-4.705473,1.360756,-0.241479,0.379026,-1.312343,2.718204,2.128328,0.776054,5.668687,2.072210,4.563477
383,6.080000,-1.054178,6.848414,-0.551501,1.631325,6.700794,-3.631879,0.867794,-0.390171,0.222576,-1.503440,2.558037,3.391871,1.381898,5.101143,3.624427,3.704906
384,6.100000,-1.048474,7.439380,-0.424484,1.908303,6.614398,-2.263213,0.355659,-0.466156,0.013933,-1.534620,2.173116,4.026992,2.392154,4.403294,4.312773,3.278431
385,6.120000,-0.360000,7.062450,-0.049039,1.688790,5.844234,-0.551043,-0.169932,-0.843781,-0.462004,-1.179243,1.400343,4.001551,2.767464,3.865465,4.820193,3.808694
386,6.140000,0.666309,6.521706,-0.017934,1.164439,4.929824,0.590575,-0.764947,-1.488312,-0.973517,-0.627893,0.281957,3.553106,2.993402,4.304687,5.377202,5.174410
387,6.160000,0.566133,6.257054,0.581133,0.693022,5.681719,1.738663,-0.730315,-1.741804,-0.627253,0.266889,-1.428486,3.027240,3.161613,3.207178,5.949737,4.845301
388,6.180000,0.580212,5.561662,1.391897,-1.107980,5.442730,2.012967,-0.850760,-0.925907,-0.450215,2.024726,-3.412937,1.647034,4.363208,1.989345,6.694541,4.655225
389,6.200000,1.018768,4.600348,1.016305,-2.434475,4.411534,1.840124,-1.012903,0.215395,-0.516956,3.098351,-4.232801,0.264578,6.205798,2.003670,6.575846,5.543209
390,6.220000,1.026833,4.580431,1.033970,-2.140534,3.456973,1.157575,-1.283828,0.544078,-1.606803,3.012001,-3.350703,-0.070147,6.787366,2.696425,6.802214,6.951311
391,6.240000,0.762080,4.284665,0.921041,-1.598274,2.337458,0.204354,-1.129473,0.592623,-2.578103,2.534219,-1.595957,-0.492524,6.545482,4.185475,7.434063,8.555879
392,6.260000,0.829471,4.015711,0.703974,-1.228155,2.389352,-0.389635,-1.207674,0.855823,-2.729781,1.977384,-0.382493,-0.677873,5.867393,5.175556,7.771307,8.827209
393,6.280000,0.753327,3.124816,0.448728,-1.325996,1.975628,-0.991502,-1.193208,1.429677,-2.773108,1.667814,0.343956,-1.073738,5.576787,5.499035,7.642118,8.129610
394,6.300000,0.841698,2.624531,0.214168,-1.178562,1.748215,-1.088210,-1.199719,1.780548,-2.951339,1.183244,0.979187,-1.393599,4.943461,5.197861,7.316350,7.270533
395,6.320000,0.853568,2.265512,-0.112572,-1.149467,1.413808,-1.020431,-1.217512,2.104537,-3.107071,0.984430,1.400937,-1.663374,4.531723,5.059455,6.841763,6.628798
396,6.340000,0.808312,2.087075,-0.647148,-0.953808,1.322353,-0.641536,-1.287788,2.331462,-3.204715,0.763671,1.704889,-2.026189,3.873717,4.716437,6.133034,5.965002
397,6.360000,0.593072,2.020921,-0.807375,-1.059035,1.016280,-0.453441,-1.182200,2.467704,-3.310209,0.867923,1.857085,-2.282184,3.447213,4.239939,5.470350,5.307627
398,6.380000,0.372608,1.986275,-0.939172,-1.033795,0.878969,-0.226045,-1.031456,2.531004,-3.295207,0.898899,1.954196,-2.514054,3.027102,3.621593,4.809710,4.649846
399,6.400000,0.304908,1.944606,-1.140964,-0.837321,0.912226,0.155671,-0.908235,2.513090,-3.247971,0.818172,1.986163,-2.756640,2.416191,3.076280,4.185195,4.322606
400,6.420000,0.340220,1.909871,-1.137246,-0.650149,0.921875,0.260436,-0.780825,2.500046,-3.165001,0.696360,2.054704,-2.822817,1.917623,2.621355,3.803232,4.082274
401,6.440000,0.439657,1.901003,-1.082700,-0.429562,0.958941,0.094885,-0.608787,2.439631,-3.082171,0.509047,2.046376,-2.814286,1.632169,2.166908,3.527306,3.932016
402,6.460000,0.560583,1.877809,-1.079258,-0.223861,1.019408,-0.271145,-0.461055,2.342278,-2.990445,0.310250,2.006553,-2.689259,1.461782,1.800502,3.359490,3.888061
403,6.480000,0.722755,1.884063,-1.122283,-0.072734,1.009170,-0.677319,-0.284512,2.253179,-2.771169,0.092651,2.041126,-2.525614,1.412461,1.599151,3.177001,3.901924
404,6.500000,0.737407,1.854949,-1.325350,0.081137,0.977645,-1.221992,-0.183689,2.119030,-2.569099,-0.022758,2.030514,-2.357729,1.389851,1.384229,2.821579,3.795415
405,6.520000,0.371454,1.989281,-1.482927,0.206994,0.994303,-1.260061,0.189335,2.149902,-2.250837,-0.279604,2.068501,-1.922311,1.770302,1.302267,2.746971,3.663676
406,6.540000,-0.123764,2.169948,-1.494259,0.009130,0.862914,-1.324878,0.765585,2.251521,-1.931268,-0.417611,2.182137,-1.620597,2.423352,1.313151,2.846817,3.371770
407,6.560000,-0.075090,2.312024,-1.348270,-0.021961,1.060743,-1.114554,1.171245,2.287427,-1.400480,-0.876028,2.454641,-1.082308,2.823000,1.625874,2.746462,3.627878
408,6.580000,0.137400,2.440064,-1.163295,-0.108901,1.241819,-0.975249,1.480405,2.366175,-0.695739,-1.317623,2.753573,-0.617970,3.047319,2.019075,2.448447,4.179289
409,6.600000,0.157824,2.478884,-1.131626,-0.159283,1.309172,-0.995652,1.545640,2.333985,-0.501023,-1.469421,2.819981,-0.482093,3.200776,2.133299,2.165687,4.461171
410,6.620000,0.147917,2.529814,-1.034928,-0.191443,1.355515,-1.047947,1.595271,2.291288,-0.455473,-1.478984,2.881262,-0.328758,3.288777,2.180465,2.026147,4.550770
411,6.640000,0.034244,2.621579,-0.989516,-0.133679,1.353403,-1.170728,1.635025,2.167044,-0.509412,-1.497499,2.862104,-0.179192,3.126529,2.080685,1.747044,4.281312
412,6.660000,0.100299,2.633137,-0.826697,-0.258661,1.322790,-1.180666,1.670861,2.066420,-0.674680,-1.424101,2.853655,-0.211566,3.029208,2.049208,1.685160,4.050795
413,6.680000,0.148395,2.443757,-1.053880,-0.239051,1.264288,-1.187707,1.527194,1.768607,-1.279796,-1.265217,2.702855,-0.516227,2.523127,1.869110,1.299092,3.621241
414,6.700000,0.168053,2.351748,-1.012601,-0.332984,1.184978,-1.082878,1.483334,1.651390,-1.651304,-1.049865,2.555221,-0.620178,2.171410,1.720435,1.321506,3.196881
415,6.720000,0.148104,2.233334,-1.083619,-0.368609,1.083219,-1.033759,1.325715,1.518896,-2.026999,-0.856025,2.357988,-0.880822,1.753915,1.537485,1.286582,2.781779
416,6.740000,0.165591,2.072940,-1.232518,-0.363590,0.998938,-0.960374,1.172051,1.455834,-2.259908,-0.675356,2.181186,-1.075984,1.399718,1.343172,1.325760,2.587201
417,6.760000,0.140082,1.926538,-1.540245,-0.253037,0.910148,-1.001513,0.834402,1.464093,-2.502530,-0.377611,2.017758,-1.325321,1.226489,1.109932,1.435864,2.458955
418,6.780000,0.148257,1.896147,-1.542779,-0.281773,0.817858,-1.034101,0.747025,1.542101,-2.482224,-0.339498,1.930410,-1.331738,1.323690,0.937585,1.654721,2.376367
419,6.800000,0.175901,1.857646,-1.578516,-0.369176,0.792535,-1.112064,0.607659,1.526463,-2.449157,-0.261937,1.867245,-1.475937,1.405235,1.038396,1.660777,2.462464
420,6.820000,0.120029,1.877927,-1.629794,-0.299295,0.927295,-1.165304,0.499188,1.550009,-2.329928,-0.303104,1.854253,-1.402796,1.494442,1.300911,1.651358,2.699871
421,6.840000,0.168267,1.904226,-1.591027,-0.345408,0.953737,-1.277336,0.508528,1.552573,-2.162026,-0.323265,1.895932,-1.445669,1.602908,1.531162,1.613571,2.895814
422,6.860000,0.213798,1.942092,-1.529010,-0.397343,1.034209,-1.360483,0.508347,1.549592,-2.044420,-0.369123,1.959077,-1.358973,1.737003,1.770455,1.616943,3.069070
423,6.880000,0.141401,2.019532,-1.484426,-0.361935,1.063228,-1.365933,0.630252,1.590844,-1.913824,-0.456446,1.995450,-1.206749,1.957960,1.896330,1.771795,3.098618
424,6.900000,-0.017847,2.125438,-1.475602,-0.249025,1.153779,-1.406781,0.731969,1.637161,-1.783318,-0.569760,2.030590,-0.985259,2.229711,1.983311,1.956981,3.064847
425,6.920000,-0.016706,2.184587,-1.462331,-0.233224,1.183599,-1.446862,0.849731,1.660848,-1.590652,-0.658981,2.069246,-0.849631,2.396032,2.024349,2.055792,3.049973
426,6.940000,-0.069001,2.214497,-1.439706,-0.227096,1.205873,-1.440215,0.906474,1.695624,-1.414366,-0.719673,2.057543,-0.745795,2.522224,2.000108,2.114032,3.005347
427,6.960000,-0.042876,2.276402,-1.426507,-0.223672,1.219458,-1.354427,1.005569,1.739675,-1.208801,-0.857192,2.123008,-0.601792,2.699253,2.083386,2.205040,3.112725
428,6.980000,-0.082745,2.249064,-1.585191,-0.141148,1.249100,-1.391356,0.938524,1.690408,-1.246367,-0.859039,2.067760,-0.720519,2.691417,2.132993,2.105124,3.193343
429,7.000000,-0.141987,2.321418,-1.463167,-0.126691,1.283187,-1.386647,1.050703,1.772256,-1.013088,-0.968974,2.200297,-0.336154,2.960248,2.264719,2.375650,3.386616
430,7.020000,-0.237354,2.349924,-1.541079,-0.029902,1.313407,-1.393139,1.070130,1.763677,-0.915996,-1.007298,2.251584,-0.153956,3.117192,2.340894,2.505666,3.482517
431,7.040000,-0.262277,2.373759,-1.476960,-0.038147,1.318357,-1.390261,1.144847,1.825173,-0.676563,-1.069440,2.276057,0.007546,3.264572,2.393291,2.725124,3.657430
432,7.060000,-0.323123,2.373628,-1.527307,0.062774,1.338180,-1.366193,1.068558,1.791237,-0.736357,-1.119442,2.265866,0.103307,3.329985,2.456915,2.863191,3.687930
433,7.080000,-0.266660,2.192579,-1.617524,0.053510,1.264367,-1.394884,1.021936,1.677543,-0.820979,-0.981184,2.156657,-0.201374,3.111935,2.366095,2.711920,3.600014
434,7.100000,-0.303957,2.287518,-1.501854,0.031919,1.251156,-1.377436,1.063559,1.693767,-0.663131,-1.075960,2.084968,-0.111887,3.068512,2.378798,2.749032,3.469821
435,7.120000,-0.302246,2.194116,-1.466596,-0.013729,1.176593,-1.380824,1.004660,1.671067,-0.797492,-0.994761,1.948765,-0.402324,3.094180,2.430505,2.907189,3.376719
436,7.140000,-0.314861,2.131723,-1.494180,0.050052,1.182654,-1.404342,0.913567,1.571176,-0.853646,-0.942917,1.813421,-0.552199,2.948378,2.414644,2.893207,3.377566
437,7.160000,-0.270824,2.192960,-1.350304,-0.044966,1.167275,-1.340313,0.978582,1.612452,-0.685385,-1.002239,1.829061,-0.492831,2.979796,2.516891,3.036752,3.438074
438,7.180000,-0.276911,2.193903,-1.288387,-0.081897,1.170849,-1.348659,1.008687,1.621546,-0.568184,-1.048982,1.854694,-0.390614,3.083930,2.543017,3.167103,3.511769
439,7.200000,-0.182845,2.122306,-1.273318,-0.134130,1.089524,-1.388173,1.033445,1.609881,-0.507097,-1.133669,1.865606,-0.402711,3.219478,2.572969,3.207117,3.594007
440,7.220000,-0.142575,2.079560,-1.224575,-0.184464,1.071842,-1.394091,1.002966,1.527681,-0.587500,-1.158935,1.836453,-0.417068,3.216725,2.548443,3.149841,3.531131
441,7.240000,-0.130758,2.022956,-1.208072,-0.184089,1.029746,-1.415792,0.926259,1.501878,-0.811455,-1.171682,1.849231,-0.393362,3.416464,2.650305,3.251870,3.442036
442,7.260000,-0.171579,1.936595,-1.217147,-0.199633,0.956671,-1.461885,0.854720,1.463676,-0.847152,-1.114622,1.748410,-0.518659,3.395859,2.625751,3.235241,3.302087
443,7.280000,-0.144650,1.920729,-1.162996,-0.234934,0.956387,-1.429035,0.826728,1.419771,-0.830049,-1.149424,1.724388,-0.527317,3.334666,2.619362,3.211313,3.215453
444,7.300000,-0.051398,1.866734,-1.168522,-0.322065,0.894503,-1.359536,0.845572,1.364409,-0.835564,-1.238205,1.729897,-0.544771,3.264705,2.643788,3.118631,3.200935
445,7.320000,-0.014233,1.831933,-1.164021,-0.357466,0.924720,-1.295412,0.755989,1.363951,-0.956163,-1.239292,1.758522,-0.565183,3.382156,2.808110,3.124749,3.358009
446,7.340000,0.022785,1.807375,-1.158767,-0.429275,0.919825,-1.279633,0.739308,1.385774,-1.033986,-1.250612,1.791454,-0.608605,3.553344,2.973417,3.165338,3.537376
447,7.360000,-0.074777,1.712098,-1.289582,-0.361422,0.917793,-1.300884,0.643414,1.344774,-1.170236,-1.202713,1.733497,-0.632283,3.533176,3.051590,3.110769,3.626405
448,7.380000,-0.077288,1.735424,-1.229097,-0.448223,0.877954,-1.295112,0.761853,1.368444,-1.032163,-1.199707,1.767789,-0.640643,3.489257,2.995188,3.079327,3.598218
449,7.400000,-0.025017,1.747824,-1.161607,-0.528333,0.903086,-1.298079,0.833405,1.403521,-1.071302,-1.293480,1.835947,-0.512373,3.557441,2.962359,3.147634,3.534832
450,7.420000,0.013198,1.746881,-1.103195,-0.638275,0.899663,-1.251602,0.903097,1.494021,-1.038378,-1.303193,1.885617,-0.461528,3.731627,2.967269,3.305761,3.587680
451,7.440000,-0.041494,1.753326,-1.170608,-0.574281,0.939182,-1.249837,0.872291,1.505605,-1.008739,-1.341342,1.851724,-0.421172,3.709553,2.947750,3.296327,3.618336
452,7.460000,0.010758,1.808442,-1.173957,-0.603596,0.992496,-1.129243,0.977729,1.500343,-0.962416,-1.448029,1.969203,-0.239065,3.652216,3.029604,3.234913,3.675168
453,7.480000,0.039530,1.729136,-1.180977,-0.653668,0.958010,-1.125271,0.967733,1.477057,-1.004945,-1.344831,1.998095,-0.444294,3.538871,3.070612,3.055366,3.754287
